I
1130 Generated by WorldEditor 2.0.0r4

1     16 1 0 EKMB Lolland Falster Maribo
1302 city Lolland Falster / Maribo
1302 country Denmark
111  54.69698580  011.44395999
111  54.69697651  011.44411565
111  54.69703173  011.44412540
111  54.69701861  011.44431264
111  54.69717917  011.44434691
111  54.69717660  011.44439283
111  54.69724027  011.44440832
111  54.69724730  011.44431221
113  54.69735799  011.44433806
110 1 0.00 94.5000 Sign Pad
111  54.69818239  011.44518318 20
111  54.69817627  011.44531321 20
111  54.69825206  011.44532576 20
113  54.69825824  011.44519519 20
110 3 0.00 0.0000 Grass
111  54.70080297  011.42796475
111  54.69973771  011.42819661
111  54.69894388  011.44061016
111  54.69867098  011.44054521
111  54.69854059  011.44194974
111  54.69838308  011.44439548
111  54.69742283  011.44420541
111  54.69742949  011.44402111
111  54.69685272  011.44389810
111  54.69663576  011.44696730
111  54.69714824  011.44709949
111  54.69690194  011.44982080
111  54.69705514  011.45015759
111  54.69705922  011.45038368
111  54.69708475  011.45062418
111  54.69711756  011.45097782
111  54.69706929  011.45188572
111  54.69727638  011.45195467
111  54.69758293  011.45041179
111  54.69790411  011.45049012
111  54.69810350  011.44855491
113  54.69944316  011.44882619
130 Airport Boundary 1
111  54.69786481  011.44035351
111  54.69774188  011.44184751
111  54.69851030  011.44198340
111  54.69835332  011.44434020
111  54.69745269  011.44418474
111  54.69745910  011.44396921
111  54.69682170  011.44383513
111  54.69659732  011.44700793
111  54.69723741  011.44717140
111  54.69699299  011.45007934
111  54.69700306  011.45039891
111  54.69705582  011.45081887
111  54.69706061  011.45092452
111  54.69706703  011.45103354
111  54.69704940  011.45126639
111  54.69702254  011.45183453
111  54.69704416  011.45189670
111  54.69730382  011.45198285
111  54.69761131  011.45051175
111  54.69792629  011.45060046
111  54.69814935  011.44868051
111  54.69950558  011.44901831
111  54.70085629  011.42768833
111  54.69969273  011.42792512
113  54.69887850  011.44052606
120 Linear Feature 2
111  54.69895932  011.44583779 1 101
111  54.69899571  011.44528002
112  54.69899571  011.44528002  54.69901245  011.44501980 1 101
115  54.69888978  011.44501548
120 Linear Feature 1
111  54.69905980  011.44431024 1 101
111  54.69902750  011.44480026
112  54.69902750  011.44480026  54.69900952  011.44506155 1 101
111  54.69888975  011.44501548 1 101
111  54.69842501  011.44491921 1 101
115  54.69821658  011.44487858
120 Linear Feature 2
111  54.69842951  011.44484707 54 103
115  54.69841925  011.44498917
120 Linear Feature 1
111  54.69761129  011.44835498 1
112  54.69755804  011.44839594  54.69751978  011.44838826
111  54.69755804  011.44839594
112  54.69755804  011.44839594  54.69752588  011.44839018 1
115  54.69747695  011.44837790
120 Linear Feature 3
111  54.69759841  011.44853771 1
112  54.69754569  011.44856824  54.69751059  011.44856104 1
115  54.69746414  011.44855091
120 Linear Feature 4
111  54.69758646  011.44870090 1
112  54.69753620  011.44874639  54.69750348  011.44873640 1
115  54.69745045  011.44872462
120 Linear Feature 5
111  54.69757364  011.44885806 1
112  54.69752837  011.44891412  54.69749437  011.44890913 1
115  54.69743796  011.44889706
120 Linear Feature 8
111  54.69801547  011.44660995 1
112  54.69799820  011.44683165  54.69799403  011.44686084
111  54.69799820  011.44683165
112  54.69799820  011.44683165  54.69799442  011.44687437 1
112  54.69797832  011.44697941  54.69796862  011.44703412
111  54.69797832  011.44697941
112  54.69797832  011.44697941  54.69796689  011.44704385 1
112  54.69793979  011.44715542  54.69792736  011.44720231
111  54.69793979  011.44715542
112  54.69793979  011.44715542  54.69792983  011.44719296 1
112  54.69785952  011.44744275  54.69783942  011.44750488
111  54.69785952  011.44744275 1
112  54.69776587  011.44773497  54.69773140  011.44783677
111  54.69776587  011.44773497 1
112  54.69769001  011.44797275  54.69766893  011.44805717
111  54.69769001  011.44797275
112  54.69769001  011.44797275  54.69766338  011.44806150 1
112  54.69763828  011.44820368  54.69763274  011.44824495
111  54.69763828  011.44820368
112  54.69763828  011.44820368  54.69762206  011.44829691 1
112  54.69761129  011.44835498  54.69759565  011.44844128
111  54.69761129  011.44835498
112  54.69761129  011.44835498  54.69761004  011.44836800 1
112  54.69759841  011.44853771  54.69759163  011.44863365
111  54.69759841  011.44853771
112  54.69759841  011.44853771  54.69759485  011.44858788 1
112  54.69758646  011.44870090  54.69758211  011.44875769
111  54.69758646  011.44870090
112  54.69758646  011.44870090  54.69758237  011.44875433 1
112  54.69757364  011.44885806  54.69756925  011.44890788
111  54.69757364  011.44885806
112  54.69757364  011.44885806  54.69756716  011.44893180 1
111  54.69755452  011.44903741
112  54.69755452  011.44903741  54.69754144  011.44915448 1
115  54.69748368  011.44913199
20  54.69849732  011.44466066 351.9700 0 3 {@R}09-27{@@,safety}
20  54.69845719  011.44524214 25.8700 0 3 {@R}09-27{@@,safety}
14  54.69760310  011.44565433  19.69 0 Terminal View
1300  54.69784020  011.44553249 -84.80 gate jets|turboprops|props|helos|fighters Terminal
1301 B none 
1300  54.69755310  011.44916081 -81.51 hangar props Hangar
1301 A none 
1300  54.69780385  011.44639677 -173.26 misc props|helos Apron
1301 A none 
19  54.69855624  011.44194473 1 WS
1051 130575 Lolland Falster/Maribo CTAF
1200 
1201  54.69807494  011.44495070 both 0 _stop
1201  54.69804740  011.44513617 both 1 _stop
1201  54.69801418  011.44658642 both 2 _stop
1201  54.69802860  011.44597521 both 3 _stop
1201  54.69799820  011.44683165 both 4 _stop
1201  54.69797878  011.44697781 both 5 _stop
1201  54.69793871  011.44715720 both 6 _stop
1201  54.69775440  011.44777946 both 7 _stop
1201  54.69764473  011.44816165 both 8 _stop
1201  54.69761017  011.44835924 both 9 _stop
1201  54.69755007  011.44905343 both 10 _start
1201  54.69822456  011.44488139 both 11 A_stop
1201  54.69885966  011.44744488 both 12 N_stop
1201  54.70004195  011.42942498 both 13 N_start
1201  54.69901632  011.44503607 both 14 N_start
1201  54.69783296  011.44543381 both 15 _stop
1201  54.69785460  011.44495957 both 16 _stop
1201  54.69789306  011.44487950 both 17 _stop
1201  54.69796278  011.44487014 both 18 _stop
1201  54.69842728  011.44491535 both 19 N_start
1202 11 19 oneway taxiway_A N
1202 0 11 twoway taxiway_A 
1202 1 0 twoway taxiway_A 
1202 2 3 twoway taxiway_A 
1202 3 1 twoway taxiway_A 
1202 4 2 twoway taxiway_A 
1202 5 4 twoway taxiway_A 
1202 6 5 twoway taxiway_A 
1202 7 6 twoway taxiway_A 
1202 8 7 twoway taxiway_A 
1202 9 8 twoway taxiway_A 
1202 10 9 twoway taxiway_A 
1202 13 14 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 14 12 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
1202 16 15 twoway taxiway_B 
1202 17 16 twoway taxiway_B 
1202 18 17 twoway taxiway_B 
1202 11 18 twoway taxiway_B 
1202 19 14 oneway taxiway_A N
1204 departure 09,27
1204 arrival 09,27
1204 ils 09,27
99
