I
1130 Generated by WorldEditor 2.1.0r1

1    639 1 0 EDRK Koblenz - Winningen
1302 city Koblenz
111  50.32459871  007.52925188
111  50.32455332  007.52929928
111  50.32450163  007.52918474
111  50.32456719  007.52911562
111  50.32453189  007.52904847
111  50.32447389  007.52911364
111  50.32444111  007.52903267
111  50.32443480  007.52896158
111  50.32443354  007.52887074
111  50.32442472  007.52866733
111  50.32452937  007.52855674
111  50.32447740  007.52843014
111  50.32439950  007.52851527
111  50.32433646  007.52837308
111  50.32441360  007.52828242
111  50.32436168  007.52816967
111  50.32428603  007.52824471
111  50.32421038  007.52806303
111  50.32428002  007.52798670
111  50.32422890  007.52786533
111  50.32415112  007.52794059
111  50.32407295  007.52775496
112  50.32400360  007.52764042  50.32397082  007.52759895
111  50.32393552  007.52756340
111  50.32400612  007.52748046
111  50.32406651  007.52748635
111  50.32395056  007.52721427
111  50.32394308  007.52729285
111  50.32381196  007.52743504
111  50.32375018  007.52742714
111  50.32369974  007.52732840
113  50.32378422  007.52721386
111  50.32388199  007.52773720
112  50.32386584  007.52762805  50.32388568  007.52760709
112  50.32397798  007.52771696  50.32401490  007.52775744
111  50.32405182  007.52784707
113  50.32396690  007.52793960
110 1 0.00 0.0000 main asphalt
111  50.32238981  007.52125673
112  50.32226060  007.52143598  50.32224767  007.52157187
111  50.32226798  007.52164704
111  50.32207249  007.52192851
111  50.32190296  007.52153599
111  50.32186365  007.52159371
111  50.32205827  007.52200041
112  50.32206331  007.52204977  50.32206205  007.52207149
111  50.32204566  007.52209519
111  50.32192336  007.52219590
111  50.32198640  007.52233611
111  50.32207339  007.52219195
112  50.32210239  007.52217813  50.32212004  007.52217813
111  50.32213013  007.52218998
111  50.32220578  007.52235388
112  50.32221082  007.52239930  50.32220956  007.52242102
111  50.32219822  007.52244472
111  50.32205953  007.52257703
111  50.32211626  007.52270144
111  50.32222848  007.52253753
112  50.32225874  007.52252371  50.32227639  007.52252371
111  50.32228647  007.52254543
111  50.32230539  007.52258888
112  50.32231169  007.52263824  50.32230917  007.52265009
111  50.32230286  007.52267181
111  50.32220830  007.52276265
111  50.32214778  007.52276858
111  50.32222721  007.52296210
111  50.32225369  007.52285152
111  50.32233817  007.52275278
112  50.32239869  007.52280017  50.32242138  007.52286139
111  50.32240751  007.52290681
111  50.32229782  007.52301740
111  50.32233817  007.52313193
111  50.32242643  007.52302530
112  50.32245416  007.52302332  50.32246551  007.52303122
111  50.32247812  007.52305887
111  50.32251847  007.52318130
112  50.32251468  007.52324054  50.32251216  007.52326424
111  50.32249955  007.52328399
111  50.32236465  007.52340642
111  50.32241508  007.52354268
111  50.32252981  007.52337680
112  50.32256007  007.52337878  50.32257268  007.52339063
111  50.32258529  007.52341235
111  50.32266094  007.52365919
112  50.32265790  007.52384206  50.32265790  007.52395508
111  50.32265958  007.52401816
111  50.32264447  007.52403919
111  50.32255889  007.52383943
111  50.32236245  007.52406213
111  50.32253875  007.52447813
111  50.32256728  007.52445185
111  50.32308919  007.52565566
111  50.32319994  007.52552161
112  50.32322136  007.52551896  50.32323019  007.52552489
111  50.32324406  007.52554859
111  50.32360120  007.52641025
111  50.32362759  007.52646432
111  50.32367227  007.52656291
112  50.32365735  007.52667109  50.32363465  007.52669676
111  50.32343923  007.52668491
111  50.32343166  007.52666516
111  50.32340897  007.52661579
111  50.32318342  007.52609852
111  50.32302475  007.52624905
111  50.32326580  007.52683209
111  50.32354195  007.52746850
111  50.32358053  007.52744306
111  50.32365161  007.52759890
111  50.32384305  007.52745900
111  50.32380244  007.52737313
111  50.32380650  007.52720139
111  50.32369888  007.52695968
112  50.32372324  007.52682928  50.32373340  007.52680066
111  50.32376792  007.52678475
111  50.32395056  007.52721427
111  50.32406651  007.52748635
111  50.32422890  007.52786533
111  50.32428002  007.52798670
111  50.32436168  007.52816967
111  50.32441360  007.52828242
111  50.32447740  007.52843014
111  50.32452937  007.52855674
111  50.32458983  007.52870052
111  50.32443440  007.52886895
111  50.32443440  007.52895801
111  50.32461862  007.52877270
111  50.32482829  007.52924693
111  50.32488792  007.52938814
111  50.32509230  007.52985919
111  50.32512885  007.52994189
111  50.32545374  007.53070840
111  50.32552888  007.53088015
111  50.32579488  007.53148446
111  50.32592078  007.53177707
111  50.32653949  007.53321446
111  50.32744601  007.53478653
112  50.32753060  007.53490591  50.32758339  007.53496634
112  50.32777427  007.53505859  50.32786564  007.53507767
111  50.32805245  007.53509040
111  50.32820678  007.53494408
111  50.32817608  007.53488006
111  50.32901579  007.53458973
111  50.32906835  007.53458914
111  50.32913536  007.53470047
111  50.32923892  007.53461459
111  50.32910084  007.53430287
111  50.32900135  007.53439512
111  50.32898713  007.53435377
111  50.32907648  007.53426152
111  50.32905617  007.53421381
111  50.32896479  007.53429015
111  50.32894043  007.53423608
111  50.32894043  007.53413747
111  50.32898510  007.53409294
111  50.32902165  007.53418519
111  50.32915973  007.53404523
111  50.32911912  007.53393708
111  50.32914471  007.53391083
111  50.32912183  007.53386304
111  50.32893875  007.53404227
111  50.32894180  007.53356670
111  50.32907911  007.53338747
111  50.32900740  007.53322735
111  50.32874042  007.53352369
111  50.32883196  007.53369097
111  50.32885942  007.53366229
111  50.32889451  007.53368858
111  50.32889604  007.53423823
111  50.32895706  007.53439835
112  50.32896774  007.53447243  50.32896011  007.53450589
111  50.32894028  007.53454412
111  50.32814544  007.53481416
111  50.32795932  007.53477114
111  50.32790745  007.53485239
112  50.32773963  007.53484283  50.32763589  007.53480221
111  50.32756419  007.53470184
111  50.32663968  007.53307924
111  50.32634829  007.53240058
112  50.32634371  007.53235040  50.32634829  007.53232650
111  50.32636964  007.53230022
111  50.32670375  007.53195133
112  50.32674152  007.53193921  50.32676047  007.53194366
111  50.32678308  007.53196566
111  50.32669155  007.53174821
112  50.32668787  007.53181355  50.32668218  007.53183581
111  50.32666714  007.53185813
111  50.32631472  007.53221658
112  50.32628726  007.53222136  50.32627353  007.53221419
111  50.32625675  007.53218790
111  50.32502407  007.52934667
112  50.32501796  007.52927498  50.32502101  007.52924392
111  50.32504237  007.52920568
111  50.32541309  007.52880554
112  50.32545352  007.52880051  50.32547152  007.52880793
111  50.32549395  007.52882813
111  50.32539021  007.52857483
112  50.32539251  007.52865003  50.32538967  007.52867822
111  50.32537398  007.52871039
111  50.32500271  007.52911488
112  50.32495694  007.52913161  50.32493405  007.52912683
111  50.32491880  007.52909576
111  50.32392716  007.52679225
112  50.32391801  007.52666560  50.32392563  007.52662020
111  50.32395157  007.52657002
111  50.32431016  007.52621914
112  50.32436924  007.52620876  50.32439727  007.52621375
111  50.32442603  007.52623788
111  50.32425974  007.52583644
112  50.32426549  007.52594459  50.32426205  007.52597690
111  50.32424143  007.52602760
111  50.32387681  007.52638125
112  50.32380969  007.52640514  50.32378070  007.52640036
111  50.32374256  007.52636930
111  50.32293705  007.52448639
111  50.32282568  007.52358795
111  50.32287297  007.52349715
112  50.32308350  007.52325103  50.32314453  007.52323909
111  50.32336879  007.52328210
112  50.32336726  007.52300731  50.32338099  007.52292128
111  50.32341913  007.52285199
111  50.32379443  007.52247923
111  50.32374409  007.52234781
111  50.32336726  007.52272535
112  50.32326352  007.52275402  50.32320860  007.52274924
111  50.32315368  007.52274446
111  50.32303011  007.52285915
112  50.32300722  007.52307182  50.32299807  007.52309332
112  50.32285619  007.52324625  50.32282263  007.52329642
111  50.32278601  007.52335855
111  50.32246411  007.52183169
113  50.32261819  007.52183647
111  50.32229277  007.52174741
111  50.32231980  007.52177050
111  50.32261955  007.52332517
111  50.32244265  007.52274024
113  50.32213552  007.52199754
111  50.32274045  007.52440558
111  50.32278622  007.52451202
111  50.32272103  007.52458805
113  50.32267249  007.52447944
111  50.32287301  007.52471324
111  50.32280979  007.52478572
111  50.32276541  007.52468146
113  50.32282782  007.52461195
111  50.32292213  007.52482048
111  50.32299425  007.52498557
111  50.32292768  007.52506812
113  50.32285279  007.52489570
111  50.32308440  007.52519411
111  50.32301644  007.52527448
111  50.32296790  007.52516804
113  50.32303863  007.52509201
111  50.32316900  007.52540264
111  50.32310521  007.52548085
111  50.32305521  007.52537658
113  50.32312601  007.52530146
110 1 0.00 0.0000 turnpad
111  50.32219303  007.52079476
112  50.32207412  007.52095561  50.32206331  007.52104874
112  50.32214168  007.52120113  50.32219574  007.52125192
112  50.32226331  007.52117573  50.32229574  007.52116726
113  50.32233628  007.52113763
110 1 0.00 0.0000 marking patch
111  50.32332433  007.52612918 20
111  50.32337847  007.52624946 20
111  50.32345412  007.52616868 20
113  50.32340139  007.52604840 20
110 3 0.00 60.0000 gras landing area
111  50.32259855  007.52113268
111  50.32818492  007.53462229
111  50.32837622  007.53442841
113  50.32280487  007.52091732
110 3 0.00 0.0000 gras parking area
111  50.32234915  007.52408936
111  50.32294588  007.52567728
111  50.32564563  007.53208361
111  50.32597586  007.53256455
111  50.32655521  007.53202009
111  50.32354261  007.52486970
111  50.32342094  007.52500581
113  50.32279525  007.52359030
110 1 0.25 0.0000 asphalt_1D.pol
111  50.32418046  007.52947300
111  50.32400046  007.52912205
111  50.32404193  007.52908183
111  50.32402228  007.52903288
111  50.32397827  007.52907426
111  50.32392148  007.52895557
111  50.32406524  007.52883488
111  50.32404583  007.52878274
111  50.32390199  007.52891133
111  50.32357911  007.52813491
111  50.32332903  007.52759930
112  50.32332903  007.52752511  50.32333756  007.52748060
111  50.32337734  007.52750583
112  50.32348818  007.52756666  50.32353459  007.52758298
111  50.32365161  007.52759890
111  50.32358053  007.52744306
111  50.32354195  007.52746850
111  50.32354596  007.52747764
112  50.32351944  007.52749841  50.32350333  007.52750879
111  50.32345786  007.52748654
111  50.32340652  007.52744479
111  50.32320680  007.52691693
111  50.32320957  007.52687131
111  50.32302373  007.52634780
111  50.32293265  007.52631436
111  50.32288798  007.52635284
111  50.32286788  007.52646828
111  50.32321632  007.52761577
112  50.32399482  007.52941592  50.32407665  007.52957667
111  50.32444002  007.53015668
113  50.32450798  007.53008065
130 Airport Boundary 1
111  50.32286048  007.52019643
111  50.32241028  007.52086548
111  50.32232233  007.52064574
111  50.32235793  007.52059983
111  50.32231605  007.52051784
111  50.32203964  007.52079333
111  50.32207524  007.52086548
111  50.32204173  007.52095403
111  50.32205220  007.52108194
111  50.32207105  007.52119345
111  50.32214224  007.52127216
111  50.32180484  007.52176551
111  50.32188552  007.52180832
111  50.32196509  007.52185752
111  50.32198184  007.52198214
111  50.32197556  007.52206085
111  50.32187505  007.52208709
111  50.32179548  007.52214284
111  50.32177454  007.52230682
111  50.32182689  007.52249376
111  50.32196090  007.52282500
111  50.32205722  007.52304146
111  50.32215355  007.52333991
111  50.32224754  007.52374218
111  50.32235307  007.52411999
111  50.32282648  007.52539038
111  50.32310046  007.52610480
111  50.32295597  007.52623599
111  50.32297901  007.52629174
111  50.32294132  007.52631142
111  50.32285127  007.52638685
111  50.32300230  007.52701635
111  50.32339996  007.52810043
111  50.32367364  007.52872742
111  50.32393829  007.52934629
111  50.32414071  007.52970433
111  50.32443259  007.53016621
111  50.32449803  007.53014571
111  50.32455038  007.53018671
111  50.32485087  007.53086207
111  50.32524397  007.53165400
111  50.32558320  007.53226404
111  50.32570890  007.53221467
111  50.32605265  007.53265862
111  50.32661957  007.53347502
111  50.32705016  007.53417780
111  50.32750970  007.53498827
111  50.32774656  007.53529841
111  50.32793049  007.53541649
111  50.32837978  007.53569987
111  50.32921682  007.53557255
111  50.32985312  007.53516897
111  50.33013536  007.53484023
111  50.32939720  007.53300383
111  50.32933569  007.53292448
111  50.32927779  007.53296415
111  50.32910773  007.53260707
111  50.32841299  007.53338358
111  50.32840213  007.53346860
111  50.32836957  007.53352528
111  50.32588157  007.52752125
111  50.32591950  007.52747346
111  50.32313228  007.52066021
113  50.32305389  007.52067910
120 Linear Feature 39
111  50.32833969  007.53475334 5
115  50.32834978  007.53481525
120 Linear Feature 38
111  50.32883830  007.53464839 5
115  50.32883076  007.53458332
120 Linear Feature 36
111  50.32405182  007.52784707 1
115  50.32432035  007.52847896
120 Linear Feature 35
111  50.32382661  007.52752903 2
112  50.32398167  007.52766492  50.32402967  007.52772564 2
111  50.32407766  007.52783551 2
111  50.32434348  007.52845715 2
112  50.32438040  007.52855835  50.32438594  007.52859882 2
115  50.32440255  007.52898337
120 Linear Feature 34
111  50.32369343  007.52679263 2
112  50.32364332  007.52688713  50.32363778  007.52691315 2
111  50.32365381  007.52697246 2
111  50.32375830  007.52721454 2
112  50.32376298  007.52733323  50.32375047  007.52738450 2
112  50.32377591  007.52746334  50.32378144  007.52748358 2
115  50.32382390  007.52752695
120 Linear Feature 33
111  50.32399973  007.52734930 2
111  50.32386267  007.52749803 2
112  50.32382390  007.52752695  50.32381098  007.52752695 2
111  50.32378144  007.52751538 2
111  50.32363561  007.52740551 2
111  50.32342886  007.52691399 2
112  50.32344732  007.52679255  50.32347870  007.52674340 2
112  50.32356230  007.52677091  50.32360413  007.52675913 2
115  50.32365748  007.52671611
120 Linear Feature 25
111  50.32631471  007.53228396 1
112  50.32628202  007.53236398  50.32628338  007.53241902 1
115  50.32630264  007.53247095
120 Linear Feature 25
111  50.32501097  007.52917336 1
112  50.32496165  007.52928495  50.32495910  007.52933510 1
115  50.32498238  007.52941717
120 Linear Feature 25
111  50.32386324  007.52653104 1
112  50.32383886  007.52667077  50.32384198  007.52676543 1
115  50.32387425  007.52685530
120 Linear Feature 24
111  50.32685914  007.53194690 1
111  50.32682029  007.53185379 1
112  50.32677601  007.53183515  50.32674401  007.53184325 1
115  50.32669672  007.53189162
120 Linear Feature 24
111  50.32556553  007.52882771 1
111  50.32552197  007.52872537 1
112  50.32547131  007.52870042  50.32544082  007.52870760 1
115  50.32539387  007.52875624
120 Linear Feature 24
111  50.32447832  007.52618736 1
111  50.32443477  007.52608503 1
112  50.32437402  007.52605810  50.32433849  007.52606528 1
115  50.32430414  007.52609615
120 Linear Feature 22
111  50.32671834  007.53160934 1
111  50.32675038  007.53168580 1
112  50.32675977  007.53178979  50.32674828  007.53184233 1
111  50.32669672  007.53189162 1
111  50.32631471  007.53228396 1
112  50.32625982  007.53230539  50.32623452  007.53229518 1
115  50.32620850  007.53225409
120 Linear Feature 22
111  50.32540734  007.52844882 1
111  50.32543938  007.52852528 1
112  50.32546087  007.52864559  50.32545418  007.52869431 1
111  50.32539387  007.52875624 1
111  50.32501097  007.52917336 1
112  50.32492833  007.52920266  50.32489165  007.52919342 1
115  50.32484507  007.52909936
120 Linear Feature 22
111  50.32431635  007.52579267 1
111  50.32434839  007.52586914 1
112  50.32435601  007.52599340  50.32433923  007.52605791 1
111  50.32430414  007.52609615 1
111  50.32386324  007.52653104 1
112  50.32377934  007.52654060  50.32373509  007.52652148 1
115  50.32367731  007.52639695
120 Linear Feature 21
111  50.32324819  007.52320474 1
111  50.32320797  007.52310916 1
112  50.32316359  007.52308743  50.32313446  007.52308961 1
111  50.32307344  007.52313522 1
111  50.32287927  007.52335462 1
112  50.32279883  007.52346541  50.32276000  007.52353492 1
115  50.32275999  007.52362832
120 Linear Feature 20
111  50.32274621  007.52198513 1
111  50.32269628  007.52186565 1
112  50.32263481  007.52176917  50.32260846  007.52175180 1
111  50.32245309  007.52172419 1
112  50.32239596  007.52174284  50.32238128  007.52177118 1
115  50.32239116  007.52183090
120 Linear Feature 19
111  50.32254294  007.52149261 1
111  50.32248497  007.52135880 1
112  50.32235376  007.52137792  50.32229579  007.52147350 1
111  50.32235681  007.52170288 1
111  50.32239190  007.52183430 1
111  50.32276082  007.52362813 1
111  50.32285747  007.52438441 1
112  50.32286922  007.52447115  50.32287593  007.52450532 1
111  50.32290111  007.52457629 1
111  50.32367731  007.52639695 1
111  50.32387425  007.52685530 1
111  50.32484507  007.52909936 1
111  50.32498238  007.52941717 1
111  50.32620850  007.53225409 1
111  50.32630264  007.53247095 1
111  50.32655607  007.53306755 1
112  50.32660385  007.53317768  50.32662130  007.53321527 1
111  50.32666107  007.53327844 1
111  50.32751805  007.53476153 1
112  50.32758975  007.53485234  50.32763400  007.53489535 1
112  50.32784911  007.53498377  50.32790403  007.53499094 1
112  50.32801346  007.53491446  50.32805278  007.53485827 1
111  50.32802150  007.53477109 1
115  50.32795742  007.53461575
120 Linear Feature 18
111  50.32237982  007.52111283 1
111  50.32234704  007.52103187 1
112  50.32227280  007.52100278  50.32223215  007.52102884 1
112  50.32219952  007.52111447  50.32216296  007.52112040 1
112  50.32213522  007.52104174  50.32212892  007.52100620 1
112  50.32221730  007.52089335  50.32226647  007.52086373 1
111  50.32231333  007.52094633 1
115  50.32233569  007.52099632
120 Linear Feature 32
111  50.32758969  007.53474006 5
115  50.32751618  007.53488127
120 Linear Feature 31
111  50.32640575  007.53212569 5
115  50.32644319  007.53221910
120 Linear Feature 30
111  50.32508939  007.52902947 5
115  50.32512453  007.52910567
120 Linear Feature 29
111  50.32395615  007.52630767 5
115  50.32402827  007.52648797
120 Linear Feature 28
111  50.32226798  007.52164704 5
115  50.32229277  007.52174741
120 Linear Feature 27
111  50.32237730  007.52205259 5
115  50.32249595  007.52199417
120 Linear Feature 26
111  50.32278601  007.52335855 5
115  50.32287297  007.52349715
20  50.32762536  007.53464466 11.3100 0 2 {@R}24
20  50.32234638  007.52206431 251.8300 0 2 {@R}06
14  50.32326073  007.52674872  19.69 0 New Tower Viewpoint 177
1300  50.32906329  007.53451589 145.67 tie_down props North ramp
1301 B none 
1300  50.32253807  007.52435542 326.98 tie_down turboprops|props Southwest ramp
1301 A none 
1300  50.32350323  007.52540469 147.85 tie_down turboprops|props Gras parking
1301 A none 
1300  50.32468351  007.52950018 326.31 tie_down turboprops|props East ramp
1301 A none 
1300  50.32424879  007.52845628 146.61 tie_down helos Helipad 1
1301 B none 
19  50.32339033  007.52494448 0 New Windsock 178
1054 122650 Koblenz Info
1200 
1201  50.32836313  007.53477541 both 0 _stop
1201  50.32900226  007.53455672 both 1 _start
1201  50.32660009  007.53316159 both 2 _stop
1201  50.32491631  007.52926692 both 3 _stop
1201  50.32333254  007.52557983 both 4 _stop
1201  50.32288119  007.52453849 both 5 _stop
1201  50.32282443  007.52411942 both 6 _stop
1201  50.32277038  007.52371304 both 7 _stop
1201  50.32243905  007.52205448 both 8 _stop
1201  50.32239541  007.52184946 both 9 _stop
1201  50.32240548  007.52157086 both 10 _stop
1201  50.32754471  007.53480410 both 11 _stop
1201  50.32765982  007.53490838 both 12 _stop
1201  50.32783180  007.53497355 both 13 _stop
1201  50.32797465  007.53496704 both 14 _stop
1201  50.32806895  007.53486357 both 15 06/24_stop
1201  50.32256001  007.52152301 both 16 06/24_start
1202 0 15 twoway taxiway_E 
1204 departure 06,24
1204 arrival 06,24
1202 1 0 twoway taxiway_E 
1202 2 11 twoway taxiway_E 
1202 3 2 twoway taxiway_E 
1202 4 3 twoway taxiway_E 
1202 5 4 twoway taxiway_E 
1202 6 5 twoway taxiway_E 
1202 7 6 twoway taxiway_E 
1202 8 7 twoway taxiway_E 
1202 9 8 twoway taxiway_E 
1204 departure 06,24
1204 arrival 06,24
1202 10 9 twoway taxiway_E 
1204 departure 06,24
1204 arrival 06,24
1202 16 10 twoway taxiway_E 
1204 departure 06,24
1204 arrival 06,24
1202 12 11 twoway taxiway_E 
1204 departure 06,24
1204 arrival 06,24
1202 13 12 twoway taxiway_E 
1204 departure 06,24
1204 arrival 06,24
1202 14 13 twoway taxiway_E 
1204 departure 06,24
1204 arrival 06,24
1202 15 14 twoway taxiway_E 
1204 departure 06,24
1204 arrival 06,24
1202 16 15 twoway runway 06/24
1204 departure 06,24
1204 arrival 06,24
1204 ils 06,24
99
