I
1130 Generated by WorldEditor 2.0.0r4

1   1043 1 0 EDDN Albrecht Dürer Nuremberg
1302 city Nuremberg
113  49.49523394  011.07492323
110 1 0.25 164.0000 lib/airport/pavement/asphalt_6L.pol
111  49.49523537  011.07487984
111  49.49523108  011.07488174
111  49.49523823  011.07491989
113  49.49524014  011.07490368
110 1 0.25 164.0000 lib/airport/pavement/asphalt_6L.pol
111  49.49513047  011.07492657
111  49.49512617  011.07492847
111  49.49513380  011.07496853
113  49.49513809  011.07496662
110 1 0.25 164.0000 lib/airport/pavement/asphalt_6L.pol
111  49.49521773  011.07488746
111  49.49521344  011.07488937
111  49.49522107  011.07492943
113  49.49522536  011.07492752
110 1 0.25 164.0000 lib/airport/pavement/asphalt_6L.pol
111  49.49520914  011.07489128
111  49.49520485  011.07489366
111  49.49521248  011.07493324
113  49.49521677  011.07493133
110 1 0.25 164.0000 lib/airport/pavement/asphalt_6L.pol
111  49.49519150  011.07489939
111  49.49518721  011.07490129
111  49.49519484  011.07494087
113  49.49519913  011.07493896
110 1 0.25 164.0000 lib/airport/pavement/asphalt_6L.pol
111  49.49518292  011.07490320
111  49.49517863  011.07490511
111  49.49518626  011.07494516
113  49.49519055  011.07494278
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49412861  011.07362049
111  49.49410620  011.07361334
111  49.49410287  011.07364147
113  49.49412480  011.07364767
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49764153  011.06924592
111  49.49754139  011.06922398
111  49.49754044  011.06923400
113  49.49764105  011.06925546
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49738212  011.07185903
111  49.49738498  011.07184520
111  49.49728675  011.07178798
113  49.49728294  011.07179990
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49716182  011.07289807
111  49.49716325  011.07291237
111  49.49726959  011.07289473
113  49.49726863  011.07288090
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49711652  011.07230488
111  49.49712558  011.07230058
111  49.49707790  011.07209268
113  49.49706931  011.07209554
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49703546  011.07257811
111  49.49704309  011.07258717
111  49.49710746  011.07245604
113  49.49710031  011.07244793
110 1 0.25 5.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49511997  011.06769093
111  49.49521296  011.06770333
111  49.49521534  011.06767901
113  49.49512236  011.06766613
110 1 0.25 5.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49800298  011.06452087
111  49.49811217  011.06454566
111  49.49811408  011.06452754
113  49.49800488  011.06450179
110 1 0.25 5.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49817750  011.06273842
111  49.49817559  011.06275750
111  49.49829623  011.06278468
113  49.49829814  011.06276656
110 1 0.25 8.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49425593  011.07440919
111  49.49406519  011.07436484
111  49.49402419  011.07481785
111  49.49402943  011.07491894
111  49.49402562  011.07494135
111  49.49401274  011.07494087
111  49.49370899  011.07487078
111  49.49361934  011.07577487
111  49.49383822  011.07583114
111  49.49382343  011.07599041
111  49.49397507  011.07602808
111  49.49395409  011.07625649
111  49.49402800  011.07627127
111  49.49401942  011.07636664
111  49.49430886  011.07643387
111  49.49465791  011.07647297
111  49.49467842  011.07626650
111  49.49449865  011.07610056
111  49.49455062  011.07554933
111  49.49415532  011.07548638
111  49.49411240  011.07545872
111  49.49407378  011.07556411
111  49.49407187  011.07559701
111  49.49417821  011.07562943
111  49.49417344  011.07566949
111  49.49404517  011.07563230
111  49.49389639  011.07585737
111  49.49388781  011.07582446
111  49.49404135  011.07558890
111  49.49406567  011.07559558
111  49.49406758  011.07556268
111  49.49410763  011.07545443
111  49.49408475  011.07543202
111  49.49411049  011.07535859
111  49.49409810  011.07534524
111  49.49410573  011.07532759
111  49.49411431  011.07533665
111  49.49412766  011.07530613
111  49.49416867  011.07533951
111  49.49417153  011.07530900
111  49.49416486  011.07530613
111  49.49424401  011.07453365
111  49.49422017  011.07452792
111  49.49422732  011.07445544
113  49.49425116  011.07446021
110 1 0.25 8.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49877308  011.09298419
111  49.49886034  011.09300183
111  49.49899100  011.09156748
113  49.49890564  011.09155032
110 1 0.25 8.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49723907  011.07224384
111  49.49722906  011.07224193
111  49.49719615  011.07257906
113  49.49720617  011.07258097
110 1 0.25 9.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49424306  011.07349222
111  49.49423352  011.07356994
111  49.49430982  011.07359045
113  49.49431745  011.07351272
110 1 0.25 9.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49484770  011.07005465
111  49.49493448  011.07007610
111  49.49493687  011.07005512
113  49.49484960  011.07003367
110 1 0.25 9.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49445048  011.06977855
111  49.49445430  011.06977951
111  49.49458877  011.06843528
113  49.49458448  011.06843433
110 1 0.25 9.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49558061  011.06859121
111  49.49552434  011.06857786
111  49.49551480  011.06866178
113  49.49557155  011.06867466
110 1 0.25 38.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49542182  011.06792744
111  49.49540036  011.06792220
111  49.49538558  011.06806239
113  49.49540751  011.06806811
110 1 0.25 85.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49554341  011.08958286
111  49.49553960  011.08961767
111  49.49573987  011.08966249
113  49.49574321  011.08962720
110 1 0.25 90.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49522059  011.07579061
111  49.49520342  011.07581111
111  49.49522965  011.07585832
113  49.49524491  011.07583829
110 1 0.25 98.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49514048  011.07106985
111  49.49504511  011.07208171
111  49.49506800  011.07208648
111  49.49510996  011.07166447
111  49.49513285  011.07166924
111  49.49513809  011.07160677
111  49.49511568  011.07160105
113  49.49516575  011.07107509
110 1 0.25 98.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49714084  011.07371967
111  49.49720235  011.07373159
111  49.49720474  011.07370823
113  49.49714275  011.07369631
110 1 0.25 98.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49709268  011.07380026
111  49.49719282  011.07381933
111  49.49719615  011.07379644
113  49.49709506  011.07377689
110 1 0.25 99.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49532120  011.07093013
111  49.49537890  011.07036603
111  49.49530356  011.07034695
111  49.49533932  011.06999123
111  49.49525301  011.06997072
111  49.49521725  011.07033074
111  49.49525635  011.07034075
113  49.49519770  011.07090152
110 1 0.25 99.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49452249  011.06673724
111  49.49443761  011.06757458
111  49.49511378  011.06772812
113  49.49519722  011.06688792
110 1 0.25 99.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49756142  011.07065166
111  49.49750992  011.07064260
111  49.49748035  011.07094205
113  49.49753376  011.07095111
110 1 0.25 100.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49539368  011.06816253
111  49.49539178  011.06818351
111  49.49542134  011.06819114
113  49.49542372  011.06816968
110 1 0.25 100.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49544518  011.06763991
111  49.49544327  011.06766089
111  49.49547284  011.06766852
113  49.49547522  011.06764706
110 1 0.25 100.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49541371  011.06826982
111  49.49541562  011.06824884
111  49.49538558  011.06824216
113  49.49538367  011.06826362
110 1 0.25 103.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49568790  011.07793975
111  49.49563210  011.07852579
111  49.49581235  011.07857300
111  49.49581521  011.07855440
111  49.49618858  011.07826972
111  49.49619860  011.07828737
111  49.49619669  011.07830262
111  49.49620527  011.07830501
111  49.49621099  011.07825256
111  49.49634260  011.07815099
111  49.49635691  011.07816052
111  49.49635643  011.07813954
111  49.49641794  011.07809329
111  49.49642748  011.07810998
111  49.49642939  011.07808375
111  49.49663205  011.07793212
111  49.49662013  011.07789683
111  49.49580425  011.07852197
111  49.49568599  011.07848955
111  49.49573320  011.07798982
111  49.49602979  011.07806372
113  49.49603408  011.07802653
110 1 0.25 109.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49422446  011.07330243
111  49.49429026  011.07331865
111  49.49429742  011.07325189
113  49.49423209  011.07323472
110 1 0.25 140.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49511664  011.07716011
111  49.49505655  011.07714580
111  49.49504892  011.07721685
113  49.49510948  011.07723020
110 1 0.25 150.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49470655  011.08591974
111  49.49473611  011.08593023
111  49.49472372  011.08601511
111  49.49476473  011.08602893
111  49.49476854  011.08600366
111  49.49478189  011.08597124
111  49.49481479  011.08598173
111  49.49481909  011.08595502
111  49.49492924  011.08599460
111  49.49493162  011.08597839
111  49.49500744  011.08600700
111  49.49502794  011.08586252
111  49.49495594  011.08584630
111  49.49496309  011.08577621
111  49.49478046  011.08573282
111  49.49473659  011.08571756
113  49.49471037  011.08589065
110 1 0.25 278.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49719186  011.08578098
111  49.49723430  011.08578956
111  49.49726863  011.08542191
113  49.49722810  011.08540665
110 1 0.25 330.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49611849  011.08385929
111  49.49613565  011.08391985
111  49.49615377  011.08391270
111  49.49610180  011.08372291
111  49.49608844  011.08369764
111  49.49607891  011.08378586
113  49.49610656  011.08383497
110 1 0.25 5.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49827955  011.06170081
111  49.49827764  011.06172131
111  49.49839876  011.06174706
113  49.49840066  011.06172894
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.49454728  011.10152018
111  49.49441091  011.10151875
111  49.49441091  011.10181392
111  49.49454824  011.10181153
111  49.49454824  011.10171378
111  49.49458162  011.10171473
111  49.49458257  011.10162127
113  49.49454824  011.10161984
110 1 0.25 99.0000 lib/airport/pavement/asphalt_1D.pol
111  49.50182822  011.06312371
111  49.50176146  011.06310464
111  49.50169089  011.06378939
113  49.50175956  011.06380465
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3L.pol
111  49.49626011  011.07627318
111  49.49625534  011.07629892
111  49.49627346  011.07630846
113  49.49627918  011.07628271
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3L.pol
111  49.49501555  011.09332465
111  49.49501411  011.09335374
111  49.49505417  011.09335756
113  49.49505560  011.09332990
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3L.pol
111  49.49583190  011.09024519
111  49.49581474  011.09024567
111  49.49581474  011.09026522
113  49.49583190  011.09026522
110 1 0.25 8.0000 lib/airport/pavement/asphalt_3L.pol
111  49.49406615  011.06681306
111  49.49393168  011.06815442
111  49.49399605  011.06817016
113  49.49413148  011.06682736
110 1 0.25 25.0000 lib/airport/pavement/asphalt_3L.pol
111  49.49680896  011.09359503
111  49.49680371  011.09361315
111  49.49682326  011.09362554
113  49.49682803  011.09360838
110 1 0.25 60.0000 lib/airport/pavement/asphalt_3L.pol
111  49.49674315  011.07805753
111  49.49673266  011.07806945
111  49.49675412  011.07812333
113  49.49676509  011.07811189
110 1 0.25 90.0000 lib/airport/pavement/asphalt_3L.pol
111  49.49837062  011.06422475
111  49.49837062  011.06424620
111  49.49839780  011.06424573
113  49.49839780  011.06422522
110 1 0.25 145.0000 lib/airport/pavement/asphalt_3L.pol
111  49.49637755  011.08367963
111  49.49637668  011.08369966
111  49.49640190  011.08370175
113  49.49640199  011.08368166
110 2 0.25 9.0000 lib/airport/pavement/concrete_2D.pol
111  49.49413195  011.08149081
111  49.49403325  011.08146410
111  49.49401656  011.08161097
113  49.49411526  011.08163767
110 2 0.25 99.0000 lib/airport/pavement/concrete_2D.pol
111  49.49642748  011.07810998
111  49.49641794  011.07809329
111  49.49635643  011.07813954
111  49.49635691  011.07816052
111  49.49634260  011.07815099
111  49.49621099  011.07825256
111  49.49620527  011.07830501
111  49.49619669  011.07830262
111  49.49619860  011.07828737
111  49.49618858  011.07826972
111  49.49581521  011.07855440
111  49.49581235  011.07857300
111  49.49579805  011.07871033
111  49.49575370  011.07869888
111  49.49567311  011.07952096
111  49.49576181  011.07954194
111  49.49574845  011.07967927
111  49.49565976  011.07965782
111  49.49543565  011.08194095
111  49.49550193  011.08195668
111  49.49549191  011.08206064
111  49.49555724  011.08207637
111  49.49554770  011.08217889
111  49.49561446  011.08219463
111  49.49560445  011.08229286
111  49.49567073  011.08230955
111  49.49565070  011.08251507
111  49.49575084  011.08253986
111  49.49574226  011.08262331
111  49.49577516  011.08263142
111  49.49576324  011.08274634
113  49.49597019  011.08279164
110 2 0.25 99.0000 lib/airport/pavement/concrete_2D.pol
111  49.49491922  011.07776331
111  49.49475423  011.07940938
111  49.49478618  011.07941749
111  49.49478094  011.07946612
111  49.49474994  011.07945993
111  49.49472085  011.07976177
111  49.49475185  011.07977178
111  49.49458686  011.08146601
111  49.49455682  011.08146076
111  49.49435082  011.08352264
111  49.49438373  011.08353170
111  49.49436513  011.08371719
111  49.49449769  011.08374914
111  49.49446717  011.08406243
111  49.49424830  011.08555018
111  49.49477855  011.08573234
111  49.49495069  011.08454690
111  49.49501602  011.08456979
111  49.49507229  011.08418688
111  49.49513857  011.08351597
111  49.49507277  011.08350118
111  49.49508278  011.08340534
111  49.49514859  011.08342107
111  49.49523299  011.08257754
111  49.49516718  011.08256132
111  49.49517672  011.08246643
111  49.49524252  011.08248121
111  49.49525921  011.08231384
111  49.49515907  011.08229000
111  49.49517338  011.08215076
111  49.49514000  011.08214265
111  49.49514715  011.08206922
111  49.49511425  011.08206111
111  49.49512093  011.08199292
111  49.49505369  011.08197767
111  49.49506084  011.08190280
111  49.49502699  011.08189469
111  49.49503414  011.08182031
111  49.49490206  011.08178883
111  49.49491636  011.08163291
111  49.49471180  011.08158617
111  49.49471609  011.08154231
111  49.49481575  011.08156376
111  49.49482052  011.08151894
111  49.49499361  011.08155852
111  49.49498455  011.08165246
111  49.49508183  011.08167773
111  49.49507563  011.08174544
111  49.49511044  011.08175355
111  49.49510233  011.08183318
111  49.49513619  011.08184129
111  49.49512903  011.08191806
111  49.49519436  011.08193379
111  49.49518769  011.08200961
111  49.49522107  011.08201677
111  49.49522965  011.08192712
111  49.49529641  011.08194476
111  49.49545710  011.08030537
111  49.49538844  011.08028916
111  49.49538415  011.08033541
111  49.49531977  011.08032206
111  49.49532406  011.08027438
111  49.49505798  011.08021286
111  49.49506466  011.08014801
111  49.49533074  011.08020762
111  49.49533598  011.08015850
111  49.49540083  011.08017329
111  49.49539559  011.08022288
111  49.49546426  011.08023671
111  49.49549763  011.07989624
111  49.49529688  011.07985189
111  49.49530356  011.07978370
111  49.49550431  011.07982853
111  49.49554437  011.07942082
111  49.49540990  011.07938888
111  49.49541657  011.07932164
111  49.49534981  011.07930543
111  49.49535554  011.07923819
111  49.49555724  011.07928588
111  49.49557774  011.07907893
111  49.49544327  011.07904936
111  49.49544947  011.07898261
111  49.49558442  011.07901217
111  49.49563210  011.07852579
111  49.49568742  011.07794404
113  49.49505512  011.07779336
110 2 0.25 99.0000 lib/airport/pavement/concrete_2D.pol
111  49.49412099  011.08406577
111  49.49422923  011.08409724
111  49.49426356  011.08379683
113  49.49415246  011.08377346
110 2 0.25 99.0000 lib/airport/pavement/concrete_2D.pol
111  49.49430838  011.08293564
111  49.49429170  011.08308394
111  49.49435702  011.08309873
113  49.49437324  011.08295233
110 2 0.25 99.0000 lib/airport/pavement/concrete_2D.pol
111  49.49476377  011.07892252
111  49.49466936  011.07890154
111  49.49458829  011.07973411
113  49.49468605  011.07975414
110 2 0.25 99.0000 lib/airport/pavement/concrete_2D.pol
111  49.49453727  011.08091621
111  49.49450532  011.08090810
111  49.49441997  011.08179837
113  49.49445287  011.08180552
110 1 0.25 20.0000 lib/airport/pavement/asphalt_6D.pol
111  49.49813029  011.06679065
111  49.49812409  011.06681210
111  49.49815795  011.06683213
113  49.49816367  011.06681210
110 1 0.25 60.0000 lib/airport/pavement/asphalt_6D.pol
111  49.49694486  011.07216993
111  49.49543708  011.07181134
111  49.49543660  011.07181897
113  49.49694438  011.07217565
110 1 0.25 8.0000 lib/airport/pavement/asphalt_6D.pol
111  49.49754282  011.05541886
111  49.49747511  011.05540217
111  49.49745270  011.05561580
113  49.49752136  011.05563296
110 1 0.25 0.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49596733  011.08530652
111  49.49596542  011.08532702
111  49.49608749  011.08535277
111  49.49608654  011.08536421
111  49.49606413  011.08537947
111  49.49606603  011.08538901
111  49.49610990  011.08536040
111  49.49616903  011.08537232
111  49.49616951  011.08536755
111  49.49616283  011.08536517
111  49.49617380  011.08525168
111  49.49616236  011.08524977
111  49.49615711  011.08531844
113  49.49611896  011.08534323
110 1 0.25 0.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49797246  011.06693322
111  49.49796769  011.06698186
111  49.49824187  011.06698997
113  49.49824187  011.06694228
110 1 0.25 5.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49813697  011.06315804
111  49.49813411  011.06318761
111  49.49817655  011.06319715
111  49.49822042  011.06320716
111  49.49833247  011.06323243
113  49.49833534  011.06320287
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49685855  011.08959239
111  49.49684663  011.08958953
111  49.49684424  011.08961528
113  49.49685616  011.08961814
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49681516  011.09003157
111  49.49680324  011.09002918
111  49.49680085  011.09005493
113  49.49681277  011.09005732
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49677701  011.09043784
111  49.49676509  011.09043545
111  49.49676270  011.09046120
113  49.49677462  011.09046359
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49673123  011.09087034
111  49.49671931  011.09086747
111  49.49671693  011.09089323
113  49.49672885  011.09089609
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49669118  011.09127518
111  49.49667925  011.09127232
111  49.49667687  011.09129807
113  49.49668879  011.09130093
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49664778  011.09171006
111  49.49663586  011.09170720
111  49.49663348  011.09173295
113  49.49664540  011.09173581
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49660677  011.09212873
111  49.49659533  011.09212587
111  49.49659247  011.09215162
113  49.49660439  011.09215400
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49656481  011.09255169
111  49.49655289  011.09254931
111  49.49655051  011.09257505
113  49.49656195  011.09257744
110 1 0.25 8.0000 lib/airport/pavement/asphalt_2D.pol
111  49.49652428  011.09298371
