I
1130 Generated by WorldEditor 2.2.0r2

1    130 1 0 EDAZ Schonhagen
1302 city Trebbin
111  52.20401776  013.15166934
113  52.20380939  013.15033044
110 2 0.25 75.0000 concrete_1D.pol
111  52.20399732  013.14952734
111  52.20451945  013.15291870
111  52.20452377  013.15291693
113  52.20400164  013.14952557
110 2 0.25 75.0000 concrete_1D.pol
112  52.20524292  013.15267259  52.20522834  013.15260358
112  52.20514198  013.15262615  52.20509966  013.15265026
112  52.20508822  013.15276625  52.20510211  013.15282515
114  52.20518147  013.15280339  52.20522452  013.15278174
112  52.20521870  013.15268480  52.20522665  013.15272248
112  52.20517500  013.15276243  52.20514301  013.15277970
112  52.20510983  013.15274841  52.20510299  013.15272054
114  52.20515006  013.15266872  52.20518047  013.15265370
110 1 0.25 0.0000 asphalt_2D.pol
111  52.20885284  013.15001006
111  52.20874444  013.15006631
111  52.20861770  013.14941349
111  52.20846241  013.14949405
111  52.20854960  013.14994618
111  52.20847911  013.14996004
111  52.20851553  013.15012765
111  52.20857346  013.15006994
111  52.20872500  013.15085578
111  52.20888266  013.15077328
111  52.20878680  013.15028928
113  52.20889624  013.15023333
110 1 0.25 120.0000 asphalt_2D.pol
111  52.20556426  013.15223135
111  52.20558185  013.15220058
111  52.20561745  013.15223408
111  52.20574394  013.15188670
111  52.20570522  013.15184921
111  52.20573301  013.15177343
111  52.20577230  013.15181062
111  52.20575010  013.15187095
111  52.20598282  013.15209568
111  52.20599384  013.15205982
111  52.20602224  013.15206735
111  52.20602840  013.15212574
111  52.20602194  013.15218963
111  52.20611281  013.15215739
111  52.20608295  013.15211189
111  52.20607767  013.15208320
111  52.20612649  013.15206135
111  52.20610060  013.15190833
111  52.20606392  013.15192161
111  52.20606159  013.15190703
111  52.20609760  013.15189194
111  52.20607244  013.15173314
111  52.20603374  013.15174949
111  52.20602261  013.15168054
111  52.20594683  013.15160816
111  52.20598118  013.15151167
111  52.20602671  013.15138801
111  52.20621437  013.15156657
111  52.20616877  013.15169055
111  52.20628944  013.15180753
111  52.20634958  013.15164752
111  52.20574244  013.15106826
111  52.20551744  013.15116924
111  52.20508227  013.15238649
111  52.20510362  013.15240733
111  52.20517597  013.15247669
111  52.20517663  013.15245347
111  52.20551207  013.15153139
111  52.20557241  013.15159058
111  52.20543876  013.15195207
111  52.20544032  013.15199833
111  52.20541092  013.15201507
111  52.20546336  013.15231493
111  52.20551106  013.15229276
111  52.20552266  013.15233907
111  52.20550282  013.15242120
111  52.20560588  013.15237436
113  52.20557637  013.15231206
111  52.20598046  013.15175791
111  52.20599878  013.15177503
111  52.20602084  013.15191391
111  52.20600268  013.15193718
111  52.20596633  013.15190244
111  52.20598366  013.15185274
111  52.20574446  013.15162048
111  52.20572809  013.15166638
111  52.20570456  013.15167118
111  52.20567699  013.15164267
111  52.20554590  013.15199893
111  52.20557899  013.15203184
111  52.20556365  013.15207593
111  52.20552043  013.15210909
111  52.20549788  013.15201852
111  52.20550325  013.15192866
111  52.20554238  013.15196522
111  52.20568789  013.15157569
111  52.20564571  013.15153380
111  52.20572641  013.15150039
111  52.20570693  013.15155393
113  52.20596419  013.15180167
111  52.20588240  013.15157866
111  52.20571035  013.15141184
111  52.20568167  013.15139632
111  52.20565321  013.15140175
111  52.20563288  013.15142400
111  52.20558940  013.15154383
111  52.20556228  013.15151644
111  52.20552914  013.15148257
111  52.20559803  013.15129276
111  52.20562210  013.15126424
111  52.20570271  013.15124560
111  52.20575488  013.15128204
113  52.20592953  013.15145358
111  52.20596898  013.15131667
111  52.20595935  013.15134119
111  52.20576021  013.15116291
111  52.20573221  013.15123443
111  52.20572057  013.15115514
111  52.20574042  013.15114397
111  52.20573632  013.15111829
113  52.20575548  013.15111159
111  52.20561400  013.15124887
111  52.20559004  013.15127790
111  52.20554556  013.15123100
111  52.20555513  013.15120621
113  52.20560509  013.15118946
110 1 0.25 0.0000 asphalt_3D.pol
111  52.20470304  013.15286011
112  52.20473767  013.15296480  52.20476209  013.15301395
111  52.20473767  013.15296480
112  52.20473767  013.15296480  52.20475055  013.15299072
112  52.20478784  013.15302480  52.20479724  013.15302038
111  52.20478784  013.15302480
111  52.20502578  013.15292884
111  52.20502903  013.15294747
111  52.20490660  013.15324051
111  52.20491743  013.15325241
111  52.20504607  013.15295651
111  52.20504899  013.15294618
111  52.20504630  013.15292200
112  52.20508045  013.15290529  52.20510042  013.15289267
112  52.20516659  013.15289050  52.20518337  013.15288432
111  52.20516659  013.15289050
112  52.20524477  013.15283129  52.20528077  013.15278624
112  52.20529038  013.15263099  52.20527773  013.15255709
112  52.20520293  013.15250082  52.20517670  013.15247628
111  52.20520293  013.15250082
111  52.20517597  013.15247669
111  52.20518226  013.15251377
112  52.20518226  013.15251377  52.20518276  013.15252389
112  52.20517922  013.15253980  52.20517668  013.15254706
111  52.20517922  013.15253980
112  52.20517922  013.15253980  52.20517224  013.15255971
112  52.20514285  013.15256485  52.20512501  013.15257157
111  52.20509344  013.15259314
112  52.20505336  013.15266103  52.20503586  013.15271044
111  52.20505523  013.15281085
112  52.20505523  013.15281085  52.20505795  013.15282277
112  52.20503948  013.15284465  52.20502681  013.15285103
111  52.20503948  013.15284465
111  52.20502674  013.15284955
111  52.20485826  013.15291936
112  52.20485826  013.15291936  52.20484751  013.15292384
112  52.20483413  013.15289293  52.20483114  013.15287440
111  52.20482121  013.15281089
113  52.20476371  013.15283527
112  52.20518147  013.15280339  52.20513841  013.15282504
112  52.20508822  013.15276625  52.20507434  013.15270735
112  52.20514198  013.15262615  52.20518430  013.15260205
114  52.20524292  013.15267259  52.20525751  013.15274160
110 1 0.25 0.0000 asphalt_1D.pol
111  52.20630854  013.14939550
111  52.20623748  013.14893619
111  52.20624741  013.14884809
111  52.20632679  013.14850424
111  52.20626904  013.14851565
111  52.20619611  013.14881594
111  52.20616370  013.14884461
111  52.20572939  013.14902752
111  52.20566743  013.14920859
111  52.20561004  013.14923922
111  52.20554055  013.14943698
111  52.20563980  013.14938943
111  52.20566006  013.14950304
111  52.20556603  013.14975136
111  52.20573365  013.14990960
113  52.20585333  013.14958935
110 1 0.25 75.0000 asphalt_1D.pol
111  52.20316915  013.15229403
111  52.20319140  013.15242732
111  52.20327204  013.15239159
113  52.20325014  013.15225887
110 2 0.25 166.0000 concrete_1D.pol
111  52.20482338  013.16492800
111  52.20483525  013.16499875
111  52.20483944  013.16500337
111  52.20505626  013.16491000
111  52.20504731  013.16484056
113  52.20504296  013.16483694
110 2 0.25 166.0000 concrete_1D.pol
111  52.20302124  013.15335053
111  52.20303248  013.15342289
111  52.20325481  013.15332798
111  52.20325847  013.15332281
111  52.20324819  013.15325230
113  52.20302324  013.15334519
110 2 0.25 65511.0000 concrete_1D.pol
111  52.20260333  013.14936552
111  52.20259546  013.14937174
111  52.20261406  013.14942966
113  52.20262220  013.14942317
110 2 0.25 65511.0000 concrete_1D.pol
111  52.20270726  013.14996605
111  52.20269939  013.14997227
111  52.20272233  013.15005179
113  52.20273046  013.15004530
110 2 0.25 90.0000 concrete_1D.pol
111  52.20411804  013.15995919
111  52.20411806  013.15997432
111  52.20414515  013.15997333
113  52.20414515  013.15995915
110 2 0.25 90.0000 concrete_1D.pol
111  52.20337906  013.15521127
111  52.20337908  013.15522639
111  52.20340617  013.15522541
113  52.20340617  013.15521122
110 2 0.25 90.0000 concrete_1D.pol
111  52.20263789  013.15042784
111  52.20263799  013.15044271
111  52.20266464  013.15044181
113  52.20266464  013.15042762
110 2 0.25 337.0000 concrete_1D.pol
111  52.20442888  013.15947116
111  52.20442071  013.15947715
111  52.20443746  013.15954137
113  52.20444617  013.15953501
110 2 0.25 337.0000 concrete_1D.pol
111  52.20409199  013.15891823
111  52.20408383  013.15892422
111  52.20410058  013.15898844
113  52.20410928  013.15898207
110 2 0.25 337.0000 concrete_1D.pol
111  52.20419488  013.15953794
111  52.20418672  013.15954393
111  52.20420347  013.15960815
113  52.20421217  013.15960178
110 2 0.25 236.0000 concrete_1D.pol
111  52.20565451  013.16984034
111  52.20565935  013.16985259
111  52.20568200  013.16982923
113  52.20567745  013.16981711
110 2 0.25 236.0000 concrete_1D.pol
111  52.20499683  013.16560012
111  52.20500166  013.16561237
111  52.20502432  013.16558901
113  52.20501976  013.16557690
110 2 0.25 107.0000 concrete_1D.pol
111  52.20576223  013.17019111
111  52.20573359  013.17017446
111  52.20573073  013.17018725
113  52.20575916  013.17020378
110 2 0.25 236.0000 concrete_1D.pol
111  52.20391587  013.15868290
111  52.20392071  013.15869514
111  52.20394336  013.15867178
113  52.20393880  013.15865967
110 2 0.25 290.0000 concrete_1D.pol
111  52.20605115  013.17047532
111  52.20604660  013.17049232
111  52.20610349  013.17052883
113  52.20610765  013.17051197
110 2 0.25 293.0000 concrete_1D.pol
111  52.20318502  013.15384296
111  52.20318202  013.15385793
111  52.20321786  013.15387859
113  52.20322070  013.15386427
110 2 0.25 293.0000 concrete_1D.pol
111  52.20352024  013.15415086
111  52.20351665  013.15416488
111  52.20356686  013.15419692
113  52.20357029  013.15418357
110 2 0.25 110.0000 concrete_1D.pol
111  52.20538929  013.16623222
111  52.20538564  013.16624736
111  52.20543517  013.16627925
113  52.20543882  013.16626466
110 2 0.25 110.0000 concrete_1D.pol
111  52.20505887  013.16591417
111  52.20505522  013.16592931
111  52.20510475  013.16596120
113  52.20510840  013.16594661
110 2 0.25 345.0000 concrete_1D.pol
111  52.20320658  013.15157415
111  52.20319807  013.15157779
111  52.20321008  013.15165481
113  52.20321871  013.15165103
110 2 0.25 0.0000 concrete_1D.pol
111  52.20521524  013.16458521
111  52.20521877  013.16459891
111  52.20524070  013.16458314
113  52.20523718  013.16456945
110 2 0.25 0.0000 concrete_1D.pol
111  52.20585724  013.16632938
111  52.20586076  013.16634308
111  52.20588269  013.16632731
113  52.20587917  013.16631362
110 2 0.25 0.0000 concrete_1D.pol
111  52.20359948  013.15419897
111  52.20359937  013.15421383
111  52.20362333  013.15421364
113  52.20362345  013.15419879
110 2 0.25 255.0000 concrete_2D.pol
112  52.20390231  013.15202671  52.20390710  013.15205968
111  52.20390231  013.15202671
111  52.20393099  013.15221647
112  52.20393099  013.15221647  52.20393609  013.15225395
112  52.20396430  013.15220271  52.20395920  013.15216587
111  52.20396430  013.15220271
111  52.20393562  013.15201294
114  52.20393562  013.15201294  52.20393083  013.15197997
110 2 0.25 164.0000 concrete_5D.pol
111  52.20460706  013.15303264
111  52.20461981  013.15310992
111  52.20471062  013.15307003
113  52.20469787  013.15299275
110 1 0.25 255.0000 asphalt_3D.pol
112  52.20390084  013.15202629  52.20390605  013.15206090
111  52.20390084  013.15202629
111  52.20392957  013.15221781
112  52.20392957  013.15221781  52.20393511  013.15225716
112  52.20396562  013.15220342  52.20396007  013.15216474
111  52.20396562  013.15220342
111  52.20393689  013.15201189
114  52.20393689  013.15201189  52.20393169  013.15197728
112  52.20393562  013.15201294  52.20394042  013.15204592
111  52.20393562  013.15201294
111  52.20396430  013.15220271
112  52.20396430  013.15220271  52.20396941  013.15223955
112  52.20393099  013.15221647  52.20392589  013.15217899
111  52.20393099  013.15221647
111  52.20390231  013.15202671
114  52.20390231  013.15202671  52.20389752  013.15199373
110 2 0.25 167.0000 concrete_1D.pol
111  52.20518226  013.15251377
111  52.20517597  013.15247669
111  52.20516581  013.15246729
111  52.20515728  013.15249011
111  52.20511497  013.15245038
111  52.20512478  013.15242491
111  52.20511044  013.15241077
111  52.20510022  013.15243769
111  52.20507273  013.15241305
111  52.20505770  013.15245410
111  52.20495439  013.15249734
111  52.20496977  013.15259385
111  52.20498578  013.15258725
111  52.20502674  013.15284955
111  52.20503760  013.15284544
112  52.20503760  013.15284544  52.20504912  013.15284157
112  52.20505523  013.15281085  52.20505246  013.15279463
111  52.20505523  013.15281085
112  52.20505336  013.15266103  52.20507086  013.15261161
111  52.20509344  013.15259314
112  52.20514285  013.15256485  52.20516069  013.15255814
112  52.20517922  013.15253980  52.20518619  013.15251989
111  52.20517922  013.15253980
114  52.20517922  013.15253980  52.20518325  013.15252597
111  52.20509578  013.15255174
111  52.20507516  013.15257122
111  52.20507165  013.15256550
111  52.20509917  013.15249233
112  52.20511998  013.15249063  52.20512048  013.15249052
111  52.20511998  013.15249063
111  52.20514002  013.15251040
113  52.20514156  013.15252892
110 2 0.00 106.6000 Parking Hangars NorthEast
111  52.21053456  013.15317737
111  52.21082668  013.15156443
111  52.21061768  013.15146335
111  52.21064961  013.15129618
111  52.21085968  013.15139897
111  52.21097296  013.15077360
111  52.21081914  013.15003559
111  52.21045194  013.15025212
111  52.21058289  013.15080215
111  52.21057246  013.15092053
111  52.21048245  013.15131861
111  52.21043131  013.15136057
111  52.21027729  013.15220638
111  52.21013686  013.15299772
113  52.21020230  013.15303037
110 2 0.00 346.0000 Taxiway GA Hangarrow
111  52.20993572  013.15154378
111  52.20966553  013.15167004
111  52.20963855  013.15148243
111  52.20945141  013.15156074
111  52.20948446  013.15175040
111  52.20907986  013.15177771
111  52.20867281  013.15194252
111  52.20860441  013.15150424
111  52.20768373  013.15188999
111  52.20777626  013.15251297
111  52.20911229  013.15195611
111  52.20952339  013.15192009
111  52.20991496  013.15172694
113  52.20994358  013.15172535
110 1 0.00 305.0000 Taxiway North old Hangar
111  52.21033608  013.15015152
111  52.21033657  013.14992463
111  52.20989130  013.14992779
111  52.20989172  013.15015882
111  52.21003350  013.15015901
111  52.21004994  013.15022763
111  52.21004763  013.15130641
112  52.21004763  013.15130641  52.21004792  013.15135202
112  52.20993572  013.15154378  52.20989181  013.15154127
111  52.20993572  013.15154378
111  52.20994358  013.15172535
112  52.20994358  013.15172535  52.21001376  013.15179868
112  52.21011017  013.15200402  52.21015368  013.15210451
111  52.21011017  013.15200402
112  52.21011017  013.15200402  52.21013432  013.15205981
111  52.21016982  013.15214812
112  52.21016982  013.15214812  52.21020217  013.15223777
112  52.21018044  013.15251606  52.21017272  013.15255848
111  52.21018044  013.15251606
111  52.21013090  013.15279266
112  52.21013090  013.15279266  52.21012505  013.15282575
112  52.21008389  013.15298008  52.21007483  013.15300538
111  52.21008389  013.15298008
111  52.20928013  013.15485423
112  52.20928013  013.15485423  52.20925321  013.15491635
111  52.20917033  013.15497967
111  52.20929765  013.15513177
111  52.21020230  013.15303037
111  52.21013686  013.15299772
111  52.21027729  013.15220638
112  52.21017721  013.15189380  52.21010349  013.15176132
111  52.21017721  013.15189380
111  52.21012082  013.15178099
112  52.21012082  013.15178099  52.21010124  013.15174106
112  52.21012263  013.15138990  52.21014661  013.15128915
111  52.21012263  013.15138990
111  52.21012734  013.15017835
113  52.21013584  013.15015538
110 3 0.00 126.2500 Taxiway 12/30 old Hangar Grass 
111  52.20976478  013.15179643
111  52.20932621  013.15278528
111  52.20961625  013.15312934
111  52.21011017  013.15200402
112  52.21011017  013.15200402  52.21006665  013.15190354
112  52.20994358  013.15172535  52.20987340  013.15165202
111  52.20994358  013.15172535
113  52.20991496  013.15172694
110 3 0.00 126.1400 Link Taxiway A to 12/30 Grass
111  52.20524222  013.16186958
112  52.20506570  013.16202372  52.20500449  013.16195982
111  52.20506570  013.16202372
111  52.20521500  013.16298970
113  52.20553224  013.16221712
110 1 0.00 126.3400 Link Taxiway A to 12-30
111  52.20545060  013.16323244
112  52.20545060  013.16323244  52.20537155  013.16340607
112  52.20524983  013.16321142  52.20519285  013.16306376
111  52.20524983  013.16321142
111  52.20536587  013.16395558
111  52.20537825  013.16386788
113  52.20558085  013.16338799
110 2 0.00 76.4000 APRON Avgas area
111  52.20413686  013.15246602
111  52.20401777  013.15166920
111  52.20371829  013.15179117
111  52.20376874  013.15212308
111  52.20366905  013.15216401
111  52.20368719  013.15227778
111  52.20378622  013.15223744
113  52.20384009  013.15259149
110 1 0.00 255.7500 APRON
111  52.20361961  013.15053676
111  52.20361493  013.15111824
112  52.20358257  013.15120520  52.20355612  013.15121959
111  52.20347569  013.15120808
112  52.20347569  013.15120808  52.20341017  013.15119764
112  52.20335280  013.15102537  52.20333061  013.15093393
111  52.20335280  013.15102537
111  52.20350940  013.15203042
112  52.20350940  013.15203042  52.20349668  013.15191234
112  52.20358875  013.15175337  52.20365218  013.15172919
112  52.20371829  013.15179117  52.20373927  013.15182164
111  52.20371829  013.15179117
111  52.20401777  013.15166920
111  52.20413303  013.15246764
111  52.20384009  013.15259149
112  52.20384009  013.15259149  52.20382412  013.15264801
112  52.20374798  013.15272670  52.20368147  013.15275347
112  52.20360002  013.15261260  52.20357581  013.15252070
111  52.20360002  013.15261260
111  52.20372801  013.15343492
111  52.20425840  013.15321496
111  52.20454862  013.15309460 20
111  52.20452388  013.15293388
111  52.20399886  013.14952239
111  52.20384030  013.14992893
113  52.20366370  013.15038175
110 1 0.00 76.0000 Parking New Hangars ext
112  52.20682303  013.15108453  52.20682914  013.15108153
111  52.20682303  013.15108453
111  52.20783546  013.15065012
111  52.20795897  013.15061333
111  52.20776524  013.14937202
111  52.20732563  013.14956071
111  52.20751023  013.15066514
113  52.20671915  013.15099516
110 1 0.00 345.7500 Parking New Hangars 
111  52.20399886  013.14952239
111  52.20452388  013.15293388 20
111  52.20470304  013.15286011 22
111  52.20476371  013.15283527
111  52.20498159  013.15274300
111  52.20510362  013.15240733
111  52.20552986  013.15118504
111  52.20573126  013.15109570
111  52.20662583  013.15194080
111  52.20807221  013.15131709
111  52.20795897  013.15061333
111  52.20783546  013.15065012
111  52.20682303  013.15108453
112  52.20682303  013.15108453  52.20681692  013.15108753
111  52.20671915  013.15099516
111  52.20607805  013.15037284
112  52.20607805  013.15037284  52.20603763  013.15033454
112  52.20607576  013.15003993  52.20615338  013.15000848
111  52.20607576  013.15003993
111  52.20661074  013.14981845
111  52.20654355  013.14935291
111  52.20630655  013.14944390
111  52.20629911  013.14939857
111  52.20585156  013.14959180
111  52.20573503  013.14989686
111  52.20566944  013.15007055
111  52.20525148  013.15023998
111  52.20521138  013.15020008
111  52.20537584  013.14975115
111  52.20430487  013.14871523
111  52.20410891  013.14926214
111  52.20413736  013.14889687
111  52.20406787  013.14890097
113  52.20403952  013.14935564
112  52.20458149  013.15015162  52.20463380  013.15019793
111  52.20458149  013.15015162
111  52.20499134  013.15054832
112  52.20499134  013.15054832  52.20506270  013.15061253
112  52.20502440  013.15085631  52.20497190  013.15099483
111  52.20502440  013.15085631
111  52.20478688  013.15151746
112  52.20478688  013.15151746  52.20474301  013.15162334
112  52.20463090  013.15140672  52.20460757  013.15124391
111  52.20463090  013.15140672
111  52.20445637  013.15030119
114  52.20445637  013.15030119  52.20443502  013.15015375
110 1 0.00 75.7500 Taxiway A
112  52.20609965  013.16965183  52.20608005  013.16970385
111  52.20609965  013.16965183 102
111  52.20589890  013.17020683 102
111  52.20586162  013.17029714
112  52.20586162  013.17029714  52.20580619  013.17043833 102
112  52.20566799  013.17037754  52.20563860  013.17035274 102
111  52.20558028  013.17023129
111  52.20569370  013.17095100 102
111  52.20578797  013.17082462 102
111  52.20598417  013.17029189 102
111  52.20619760  013.16972406
112  52.20619760  013.16972406  52.20624307  013.16960761 102
112  52.20619823  013.16930263  52.20618213  013.16920029
111  52.20619823  013.16930263 102
111  52.20536587  013.16395558
111  52.20524983  013.16321142 102
111  52.20521500  013.16298970
111  52.20506570  013.16202372 102
111  52.20468930  013.15960987
112  52.20468930  013.15960987  52.20466001  013.15942274 102
112  52.20484035  013.15923456  52.20499160  013.15919091
111  52.20484035  013.15923456
112  52.20484035  013.15923456  52.20497609  013.15918541 102
112  52.20505640  013.15908227  52.20509816  013.15900959 102
112  52.20510385  013.15865285  52.20507462  013.15845298
111  52.20510385  013.15865285 102
111  52.20425840  013.15321496
111  52.20372801  013.15343492
111  52.20360002  013.15261260
111  52.20350940  013.15203042
111  52.20335280  013.15102537 102
111  52.20317759  013.14989825 102
111  52.20316075  013.14982230
112  52.20316075  013.14982230  52.20310526  013.14962138
112  52.20285710  013.14953380  52.20275248  013.14955188
111  52.20285710  013.14953380 102
111  52.20239014  013.14972947
111  52.20246293  013.15019413
112  52.20246293  013.15019413  52.20244863  013.15002435 102
112  52.20256838  013.14982111  52.20265809  013.14977999
111  52.20256838  013.14982111 102
111  52.20284062  013.14970144
112  52.20284062  013.14970144  52.20296463  013.14964727 102
112  52.20307932  013.14989932  52.20309784  013.15000833
111  52.20307932  013.14989932 102
111  52.20358031  013.15310909
111  52.20371892  013.15399724 102
111  52.20447817  013.15887248
111  52.20455672  013.15939978 102
111  52.20544603  013.16511818
111  52.20557798  013.16597722 102
111  52.20610874  013.16938848
114  52.20610874  013.16938848  52.20612132  013.16946251 102
112  52.20470009  013.15671400  52.20471373  013.15679052
111  52.20470009  013.15671400 102
111  52.20499136  013.15857889
112  52.20499136  013.15857889  52.20501156  013.15870865 102
112  52.20490303  013.15888454  52.20483899  013.15891039
111  52.20490303  013.15888454 102
111  52.20472639  013.15895842
112  52.20472639  013.15895842  52.20467338  013.15897696 102
112  52.20455253  013.15874268  52.20453612  013.15863352
111  52.20455253  013.15874268 102
111  52.20426464  013.15689066
112  52.20426464  013.15689066  52.20425383  013.15681658
112  52.20433025  013.15671315  52.20437461  013.15669575
111  52.20433025  013.15671315
111  52.20458868  013.15660745
114  52.20458868  013.15660745  52.20463466  013.15658914
111  52.20452988  013.15622356
112  52.20452988  013.15622356  52.20457499  013.15620608
112  52.20463500  013.15629527  52.20464663  013.15636628
112  52.20456321  013.15643725  52.20451477  013.15645665
111  52.20456321  013.15643725
111  52.20430473  013.15654268
112  52.20430473  013.15654268  52.20426066  013.15656170
112  52.20419985  013.15647275  52.20419003  013.15640237
112  52.20427234  013.15633041  52.20431806  013.15631135
113  52.20427234  013.15633041
111  52.20447100  013.15584272
112  52.20447100  013.15584272  52.20451329  013.15582525
112  52.20457526  013.15591207  52.20458543  013.15598195
112  52.20450298  013.15605252  52.20445909  013.15607087
111  52.20450298  013.15605252
111  52.20424477  013.15615892
112  52.20424477  013.15615892  52.20420089  013.15617861
112  52.20414262  013.15609643  52.20413128  013.15602543
112  52.20421248  013.15594913  52.20425490  013.15593243
113  52.20421248  013.15594913
111  52.20441030  013.15546024
112  52.20441030  013.15546024  52.20445582  013.15544477
112  52.20451680  013.15553106  52.20452723  013.15560225
112  52.20444433  013.15567284  52.20440071  013.15569141
111  52.20444433  013.15567284
111  52.20418588  013.15578053
112  52.20418588  013.15578053  52.20413467  013.15580065
112  52.20408234  013.15570722  52.20407286  013.15563449
112  52.20415383  013.15556525  52.20420220  013.15554513
113  52.20415383  013.15556525
111  52.20435239  013.15507610
112  52.20435239  013.15507610  52.20439994  013.15506099
112  52.20445633  013.15514560  52.20446771  013.15522142
112  52.20438324  013.15528915  52.20433962  013.15530772
111  52.20438324  013.15528915
111  52.20412569  013.15539333
112  52.20412569  013.15539333  52.20408301  013.15541190
112  52.20402309  013.15532429  52.20401171  013.15524691
112  52.20409389  013.15518201  52.20414131  013.15516035
113  52.20409389  013.15518201
111  52.20428963  013.15469645
112  52.20428963  013.15469645  52.20433894  013.15467788
112  52.20439462  013.15476505  52.20440600  013.15484087
112  52.20432625  013.15490710  52.20427978  013.15492567
111  52.20432625  013.15490710
111  52.20406574  013.15501583
112  52.20406574  013.15501583  52.20402212  013.15503286
112  52.20396529  013.15494406  52.20395391  013.15487597
112  52.20403606  013.15480455  52.20408348  013.15478598
113  52.20403606  013.15480455
111  52.20417258  013.15393844
112  52.20417258  013.15393844  52.20421810  013.15392142
112  52.20427947  013.15400435  52.20429180  013.15408173
112  52.20420667  013.15414126  52.20416589  013.15415828
111  52.20420667  013.15414126
111  52.20394900  013.15424567
112  52.20394900  013.15424567  52.20390158  013.15426424
112  52.20384492  013.15418527  52.20383544  013.15411564
112  52.20391614  013.15404299  52.20396451  013.15402443
113  52.20391614  013.15404299
111  52.20423264  013.15431212
112  52.20423264  013.15431212  52.20428006  013.15429355
112  52.20433713  013.15438418  52.20434851  013.15445846
112  52.20426728  013.15452582  52.20421986  013.15454593
111  52.20426728  013.15452582
111  52.20400783  013.15463264
112  52.20400783  013.15463264  52.20396136  013.15465121
112  52.20390337  013.15456095  52.20389199  013.15448668
112  52.20397419  013.15441672  52.20402066  013.15439660
113  52.20397419  013.15441672
111  52.20416315  013.15326203
111  52.20420901  013.15356531
112  52.20420901  013.15356531  52.20422229  013.15364733
112  52.20414483  013.15376581  52.20409456  013.15378592
111  52.20414483  013.15376581
111  52.20405366  013.15380682
111  52.20392867  013.15373308
