I
1130 Generated by WorldEditor 2.0.0r4

1    918 1 0 EDTQ Pattonville
1302 city Pattonville
1302 country Germany
1302 datum_lat 48.863888889
1302 datum_lon 9.224166667
1302 faa_code 
1302 iata_code 
1302 icao_code EDTQ
1302 region_code ED
1302 state Baden-Württemberg
1302 transition_alt 
1302 transition_level 
100 20.00 1 0 0.00 0 0 0 10  48.86491400  009.22022400    0    0 1 0 0 0 28  48.86351000  009.22913400    0    0 1 0 0 0
100 35.00 3 0 0.00 0 0 0 10R  48.86473254  009.21888763    0    0 0 0 0 0 28L  48.86306255  009.22951987    0    0 0 0 0 0
102 H1  48.86539547  009.22043472  12.70 14.80 15.60 15 0 0 0.00 0
102 H4  48.86488351  009.22040293 103.41 29.40 29.90 15 0 0 0.00 0
111  48.86411376  009.22909499
111  48.86396058  009.22903918
111  48.86409604  009.22860812
111  48.86405932  009.22857541
111  48.86386943  009.22914502
113  48.86366055  009.22905458
110 1 0.00 0.0000 New Taxiway 17
111  48.86521246  009.22077761
111  48.86519600  009.22086999
111  48.86525676  009.22088731
113  48.86527196  009.22079493
110 1 0.00 0.0000 New Taxiway 16
111  48.86515180  009.22153318
111  48.86508977  009.22151202
111  48.86507331  009.22161208
113  48.86513788  009.22162555
110 1 0.00 0.0000 New Taxiway 15
111  48.86541283  009.22122820
111  48.86519485  009.22189690
111  48.86514801  009.22188150
111  48.86499482  009.22238570
111  48.86467454  009.22227408
111  48.86460618  009.22271669
112  48.86468087  009.22265319  48.86470366  009.22265896
111  48.86493912  009.22273401
111  48.86500875  009.22268013
111  48.86516826  009.22275711
111  48.86522143  009.22248962
111  48.86505053  009.22240687
111  48.86513281  009.22212398
111  48.86521637  009.22217786
113  48.86549994  009.22129263
110 2 0.00 0.0000 New Taxiway 20
111  48.86295974  009.22946719
111  48.86297198  009.22971202
111  48.86298829  009.22973991
111  48.86299033  009.22978640
111  48.86305149  009.22978640
113  48.86303722  009.22945789
110 2 0.00 0.0000 New Taxiway 21
111  48.86534747  009.22030434
111  48.86529998  009.22058609
111  48.86543325  009.22063965
111  48.86548686  009.22056281
111  48.86557877  009.22060006
111  48.86561554  009.22040446
113  48.86550678  009.22036255
110 2 0.00 0.0000 New Taxiway 19
111  48.86209819  009.22907990
111  48.86209972  009.22921029
111  48.86207675  009.22921495
111  48.86209206  009.22955490
111  48.86216865  009.22955257
111  48.86215946  009.22921495
111  48.86212883  009.22921029
113  48.86213189  009.22907292
110 3 0.00 10.0000 New Taxiway 22
111  48.86496207  009.22002019
112  48.86493301  009.22017644  48.86491448  009.22019693
111  48.86484034  009.22017131
112  48.86460059  009.22114745  48.86451887  009.22114015
112  48.86418234  009.22092092  48.86415831  009.22098669
111  48.86276552  009.22965421
111  48.86295476  009.22970821
111  48.86343796  009.22971441
111  48.86363369  009.22977020
111  48.86374582  009.22962144
111  48.86405369  009.22861731
112  48.86388600  009.22849334  48.86383018  009.22841847
112  48.86463038  009.22314871  48.86468292  009.22281429
111  48.86480113  009.22257471
111  48.86501784  009.22242497
111  48.86513334  009.22212625
111  48.86541592  009.22122963
111  48.86553254  009.22053074
111  48.86529930  009.22058529
112  48.86514455  009.22044892  48.86509969  009.22031596
113  48.86513558  009.22008414
130 Airport Boundary 1
111  48.86434387  009.21770542
111  48.86432672  009.21847892
111  48.86330329  009.22116443
111  48.86216552  009.22809087
111  48.86099915  009.22763898
111  48.86076474  009.22846455
111  48.86119355  009.22922060
111  48.86139366  009.22950738
111  48.86445250  009.23046340
111  48.86417806  009.22829071
111  48.86401797  009.22836893
111  48.86453826  009.22542277
111  48.86512716  009.22298931
111  48.86596191  009.22033854
111  48.86632783  009.21872198
111  48.86568747  009.21820920
113  48.86565889  009.21768773
120 Linear Feature 33
111  48.86257519  009.22950869 4
115  48.86256127  009.22956642
120 Linear Feature 32
111  48.86367198  009.22916257 4
115  48.86369286  009.22906943
120 Linear Feature 31
111  48.86486461  009.22302293 20
115  48.86488114  009.22306332
120 Linear Feature 30
111  48.86487760  009.22310013 20
115  48.86485457  009.22309026
120 Linear Feature 29
111  48.86487465  009.22311539 20
115  48.86485280  009.22310642
120 Linear Feature 28
111  48.86486697  009.22308487 20
115  48.86486106  009.22312437
120 Linear Feature 27
111  48.86483862  009.22301664 20
115  48.86483035  009.22307410
120 Linear Feature 36
111  48.86540992  009.22045778 51
115  48.86556071  009.22051369
120 Linear Feature 35
111  48.86541904  009.22040555 51
115  48.86556988  009.22046701
20  48.86555871  009.22027737 16.1180 0 3 {@Y}DRF_LUFTRETTUNG
14  48.86505228  009.22249721  32.81 0 New Tower Viewpoint 2
1300  48.86492287  009.22257897 208.72 tie_down props Asphalt start north
1301 B none 
1300  48.86505132  009.22219157 208.72 tie_down props Gras start north 2
1301 B none 
1300  48.86525112  009.22153763 208.72 tie_down props Gras start north 3
1301 B none 
1300  48.86539746  009.22042011  12.59 tie_down helos Christoph 51 pad
1301 B none 
1300  48.86148567  009.22922418  10.52 tie_down props Hangar south start
1301 B none 
19  48.86473987  009.22406758 0 New Windsock 1
19  48.86553915  009.22020214 1 New Windsock 4
1054 123650 Pattonville Info
99
