I
1130 Generated by WorldEditor 2.0.0r4

1   1223 1 0 EDRB Bitburg
1302 city Bitburg
111  49.95132418  006.57646581
111  49.95127001  006.57644787
111  49.95087492  006.57630761
111  49.95082102  006.57635754
111  49.95097777  006.57672747
113  49.95079780  006.57693800
110 1 0.00 0.0000 New Taxiway 18
111  49.95445817  006.57687711
111  49.95418964  006.57706958
111  49.95408936  006.57804299
111  49.95417732  006.57832736
111  49.95458196  006.57851602
111  49.95463650  006.57810041
111  49.95456437  006.57806760
113  49.95465233  006.57726098
110 1 0.00 0.0000 main asphalt taxiway
111  49.95017218  006.57646644
111  49.95012850  006.57684733
111  49.95057259  006.57780525
111  49.95067520  006.57770700
111  49.95135469  006.57821613
112  49.95138623  006.57804265  49.95139594  006.57801625 102
111  49.95149301  006.57805773 102
112  49.95196137  006.57833305  49.95212396  006.57840471 102
111  49.95231810  006.57845751 102
111  49.95273549  006.57856311 102
111  49.95283742  006.57859328 102
111  49.95367949  006.57880450
111  49.95369648  006.57860838 102
111  49.95234479  006.57825762 102
112  49.95199049  006.57813316  49.95173811  006.57803133 102
112  49.95135974  006.57774022  49.95119399  006.57759737
111  49.95092720  006.57731849
111  49.95097574  006.57696398
111  49.95141052  006.57710380 102
111  49.95145723  006.57715766 102
111  49.95216995  006.57636379 102
111  49.95216393  006.57627246 102
111  49.95236697  006.57561393 102
111  49.95261603  006.57536057 102
111  49.95297829  006.57537992
111  49.95392834  006.57544427
112  49.95420504  006.57548685  49.95425435  006.57549749
111  49.95432011  006.57552943
111  49.95481324  006.57573594
111  49.95495570  006.57578704
111  49.95533104  006.57593820
111  49.95535432  006.57598291
111  49.95544473  006.57607446
111  49.95525844  006.57684092
112  49.95523104  006.57689202  49.95522282  006.57690479
111  49.95518584  006.57689202
111  49.95511323  006.57685795
112  49.95510228  006.57679621  49.95509954  006.57677492
111  49.95508310  006.57673234
111  49.95508995  006.57664079
111  49.95479270  006.57647046
111  49.95482968  006.57657479
111  49.95474749  006.57677279
111  49.95478311  006.57693460
112  49.95487762  006.57700911  49.95490913  006.57703679
111  49.95501050  006.57701124
111  49.95506392  006.57704267
111  49.95513864  006.57709370
112  49.95516694  006.57714824  49.95518052  006.57718167
111  49.95516807  006.57722038
111  49.95510920  006.57745089
111  49.95524166  006.57751423
111  49.95529826  006.57727669
112  49.95533336  006.57723270  49.95535260  006.57721862
111  49.95538430  006.57723622
111  49.95552128  006.57731364
112  49.95554166  006.57737347  49.95555185  006.57739986
111  49.95557110  006.57742273
111  49.95554166  006.57747024
112  49.95560506  006.57751423  49.95562770  006.57753535
111  49.95566053  006.57757934
111  49.95578053  006.57748784
111  49.95584619  006.57756350
111  49.95581676  006.57708490
111  49.95572619  006.57707258
111  49.95568883  006.57698812
111  49.95559261  006.57693709
111  49.95549411  006.57707434
112  49.95539562  006.57699868  49.95538204  006.57696701
111  49.95538317  006.57691950
111  49.95542392  006.57674530
111  49.95546015  006.57659574
111  49.95555072  006.57622975
112  49.95559261  006.57616464  49.95561751  006.57614529
111  49.95570581  006.57627374
111  49.95583940  006.57643914
111  49.95634657  006.57706730
112  49.95638054  006.57715528  49.95638959  006.57721335
111  49.95637035  006.57727669
111  49.95613261  006.57836412
112  49.95610091  006.57844858  49.95608280  006.57846265
111  49.95604698  006.57845860
111  49.95593759  006.57839909
111  49.95587742  006.57828573
111  49.95579355  006.57824323
112  49.95571333  006.57826873  49.95569145  006.57825456
111  49.95566775  006.57817805
111  49.95562764  006.57816105
111  49.95554195  006.57860879
111  49.95578444  006.57873914
111  49.95593212  006.57862862
111  49.95600687  006.57865979
112  49.95603969  006.57871364  49.95604881  006.57875331
111  49.95604516  006.57877315
111  49.95589201  006.57950709
111  49.95585372  006.57952693
111  49.95581726  006.57964878
111  49.95568234  006.57973379
111  49.95558388  006.57962328
111  49.95545261  006.57959494
111  49.95514084  006.57976780
111  49.95515724  006.58001717
111  49.95513536  006.58009652
111  49.95573339  006.57993216
111  49.95587252  006.58007785
111  49.95598912  006.58000747
111  49.95600611  006.58005850
111  49.95616120  006.57976817
111  49.95616007  006.57951479
111  49.95608535  006.57928076
111  49.95617026  006.57887606
112  49.95619969  006.57882151  49.95622120  006.57879160
111  49.95625177  006.57880216
111  49.95635818  006.57886550
112  49.95650536  006.57905906  49.95657328  006.57908897
111  49.95665140  006.57904850
111  49.95670800  006.57874585
111  49.95678385  006.57867899
111  49.95648837  006.57850479
111  49.95635932  006.57864555
112  49.95625403  006.57854702  49.95624384  006.57849951
111  49.95625856  006.57845376
111  49.95647705  006.57744375
112  49.95650988  006.57740856  49.95653139  006.57740504
111  49.95655177  006.57743672
111  49.95670913  006.57776048
112  49.95670913  006.57788365  49.95672045  006.57794876
111  49.95677140  006.57798571
111  49.95689706  006.57809481
111  49.95701366  006.57788541
111  49.95708498  006.57790653
111  49.95691291  006.57753701
111  49.95677253  006.57753173
111  49.95670574  006.57741032
112  49.95669781  006.57732938  49.95670007  006.57727483
111  49.95673857  006.57726076
111  49.95738386  006.57700737
112  49.95743254  006.57701441  49.95745744  006.57702673
111  49.95745970  006.57706896
111  49.95750612  006.57733466
112  49.95749027  006.57751239  49.95751178  006.57762500
111  49.95761820  006.57761444
112  49.95771895  006.57765844  49.95778914  006.57763028
111  49.95780612  006.57747191
111  49.95767480  006.57701793
111  49.95765895  006.57718509
111  49.95761480  006.57714814
111  49.95759782  006.57703904
112  49.95760122  006.57696514  49.95760574  006.57692291
111  49.95763857  006.57690707
111  49.95809820  006.57673111
111  49.95814688  006.57676102
111  49.95816160  006.57680501
111  49.95826349  006.57677334
112  49.95834953  006.57652875  49.95832915  006.57637214
111  49.95816839  006.57628591
111  49.95806424  006.57631231
111  49.95804047  006.57653755
111  49.95769858  006.57666248
111  49.95763518  006.57668712
112  49.95757857  006.57670119  49.95755593  006.57669768
111  49.95754008  006.57665720
111  49.95748914  006.57637214
111  49.95751291  006.57627888
111  49.95746876  006.57607125
112  49.95737933  006.57599383  49.95731027  006.57595511
111  49.95722876  006.57597975
112  49.95726725  006.57602550  49.95727065  006.57604485
111  49.95722989  006.57608533
111  49.95716536  006.57606069
111  49.95719593  006.57622258
111  49.95718008  006.57624721
111  49.95720838  006.57642317
111  49.95728423  006.57650412
112  49.95739065  006.57663433  49.95741329  006.57675398
111  49.95733291  006.57680149
111  49.95666385  006.57708303
112  49.95658347  006.57709886  49.95655743  006.57709359
111  49.95652687  006.57704080
111  49.95643970  006.57691059
111  49.95645328  006.57688067
111  49.95635026  006.57675046
111  49.95627667  006.57672055
111  49.95620875  006.57662729
111  49.95611592  006.57651116
111  49.95603554  006.57641086
111  49.95576610  006.57606774
112  49.95566421  006.57595337  49.95561780  006.57590411
111  49.95554082  006.57585132
112  49.95552270  006.57579325  49.95552723  006.57576510
111  49.95555440  006.57575806
111  49.95594158  006.57562433
111  49.95598573  006.57560850
111  49.95635479  006.57549060
112  49.95641932  006.57549940  49.95645554  006.57551348
111  49.95646120  006.57554339
111  49.95655290  006.57573519
111  49.95667177  006.57560146
111  49.95666158  006.57548356
112  49.95667630  006.57540790  49.95668762  006.57536039
111  49.95673177  006.57535863
111  49.95678498  006.57534104
111  49.95703981  006.57524921
111  49.95716547  006.57537942
111  49.95721302  006.57533015
111  49.95725264  006.57538998
111  49.95751529  006.57507324
111  49.95742132  006.57506444
111  49.95735340  006.57485505
111  49.95728774  006.57482162
111  49.95724359  006.57479522
111  49.95708849  006.57503101
111  49.95692470  006.57507185
111  49.95678216  006.57484257
111  49.95639265  006.57497138
111  49.95633961  006.57524961
111  49.95545783  006.57556906
111  49.95537661  006.57558709
111  49.95511307  006.57563346
112  49.95500036  006.57559482  49.95495064  006.57556648
111  49.95494732  006.57552011
111  49.95488268  006.57550981
111  49.95481141  006.57551238
111  49.95446499  006.57536812
111  49.95424455  006.57526766
111  49.95416333  006.57524962
111  49.95412521  006.57519037
111  49.95398101  006.57519037
111  49.95392962  006.57523159
111  49.95342575  006.57519553
111  49.95323845  006.57518007
111  49.95281507  006.57516403
112  49.95274795  006.57512145  49.95272055  006.57508952
111  49.95273288  006.57503630
112  49.95277808  006.57479360  49.95280685  006.57465521
111  49.95288219  006.57412298
111  49.95277397  006.57407401
111  49.95262603  006.57491282 102
111  49.95247124  006.57485108 102
111  49.95109046  006.57179608
111  49.95098635  006.57156403 102
111  49.94854669  006.56621004 102
112  49.94853026  006.56595459  49.94854670  006.56580557
112  49.94864806  006.56575023  49.94868916  006.56571617
111  49.94886039  006.56571191
111  49.94886176  006.56550968
111  49.94874121  006.56552032
112  49.94867683  006.56549477  49.94864258  006.56547349
111  49.94863436  006.56543730
111  49.94862751  006.56525422
111  49.94856039  006.56524997
111  49.94855765  006.56548626
112  49.94843163  006.56562037  49.94831656  006.56565230
111  49.94824259  006.56552670 102
111  49.94794671  006.56488595 102
112  49.94793301  006.56478590  49.94793301  006.56473907 102
111  49.94795169  006.56470808
111  49.94800297  006.56463741
111  49.94825307  006.56431888
111  49.94811554  006.56401866
111  49.94637647  006.56008218
112  49.94640054  006.55992635  49.94644867  006.55986091
111  49.94652689  006.55990142
111  49.94662516  006.55977988
111  49.94663318  006.55972066
111  49.94650483  006.55946199
111  49.94619998  006.55950874
111  49.94403437  006.55628409 102
111  49.94359965  006.55531656 102
112  49.94359286  006.55525147  49.94359513  006.55520925 102
111  49.94362003  006.55517759
111  49.94276191  006.55328830 102
111  49.94273657  006.55331364 102
111  49.94269274  006.55331364 102
111  49.94122489  006.55009457
111  49.94125914  006.54991578
111  49.94146324  006.54971145
111  49.94138242  006.54952627
111  49.94117530  006.54974096
111  49.94105678  006.54972679 102
111  49.94056633  006.54863612 102
111  49.94043871  006.54836982 102
112  49.94036760  006.54805254  49.94036213  006.54788823 102
111  49.94043141  006.54782024
111  49.94050682  006.54766323
111  49.94041375  006.54756640
111  49.94032751  006.54767235 102
111  49.94001425  006.54801948
111  49.93986176  006.54798342
111  49.93975568  006.54785466
111  49.93967131  006.54780951
111  49.93918817  006.54674350
111  49.93908669  006.54684290
111  49.93904477  006.54674350
111  49.93892785  006.54647271
111  49.93866532  006.54676064
111  49.93873151  006.54704856
111  49.93896535  006.54703142
111  49.93901389  006.54722337
111  49.93912861  006.54748045
111  49.93916170  006.54746674
111  49.93936466  006.54785407
111  49.93934039  006.54791577
111  49.93945070  006.54806316
111  49.93946173  006.54818656
111  49.93851173  006.54990883
111  49.93809252  006.54989721
111  49.93786279  006.55017198
111  49.93821468  006.55095666
111  49.93861761  006.55107281
111  49.93907130  006.55107473 102
111  49.93911738  006.55068776 102
111  49.94072505  006.54970097 102
112  49.94081347  006.54968355  49.94086826  006.54968936 102
111  49.94090064  006.54973579 102
111  49.94158306  006.55122763 102
111  49.94166525  006.55141338 102
111  49.94407365  006.55672494 102
112  49.94408859  006.55696102  49.94407116  006.55707906 102
111  49.94400641  006.55714872 102
111  49.94388561  006.55728804 102
111  49.94272851  006.55852984 102
112  49.94259402  006.55859176  49.94250934  006.55859756 102
111  49.94244957  006.55852984
111  49.94284059  006.55937931 102
112  49.94279451  006.55894974  49.94280323  006.55870980 102
111  49.94298504  006.55849114 102
111  49.94408962  006.55727981 102
112  49.94421291  006.55724304  49.94429510  006.55723723 102
111  49.94433494  006.55730690 102
111  49.94510080  006.55898654 102
111  49.94516805  006.55913554 102
111  49.94810044  006.56559310 102
112  49.94812509  006.56577830  49.94812372  006.56591028 102
111  49.94807852  006.56596137 102
111  49.94691828  006.56723859 102
112  49.94662103  006.56733863  49.94648267  006.56731096 102
111  49.94632103  006.56704275
111  49.94675801  006.56799853 102
112  49.94677171  006.56770477  49.94680458  006.56759620 102
111  49.94688129  006.56752809 102
111  49.94811550  006.56618699 102
112  49.94826071  006.56611887  49.94833605  006.56612313 102
111  49.94839358  006.56622531 102
111  49.95217736  006.57453815 102
112  49.95229057  006.57513460  49.95227246  006.57542315 102
111  49.95213842  006.57558449 102
111  49.95210032  006.57551280 102
111  49.95202611  006.57558449 102
111  49.95127001  006.57644787 102
111  49.95087492  006.57630761 102
111  49.95071247  006.57594294 102
113  49.95031336  006.57584632
111  49.93973742  006.54862704
111  49.93998319  006.54844363
112  49.94026424  006.54848911  49.94037707  006.54856849
111  49.94045583  006.54874709
111  49.94068999  006.54929284
112  49.94067722  006.54945160  49.94065167  006.54954421
111  49.94059207  006.54958390
111  49.94031303  006.54976325
112  49.94027073  006.54977403  49.94025260  006.54976699
113  49.94023870  006.54974597
110 3 0.00 0.0000 gras parking
111  49.94339833  006.55792665
111  49.95173740  006.57621950
111  49.95245489  006.57517702
113  49.94428655  006.55695513
130 Airport Boundary 1
111  49.93369119  006.54536464
111  49.95212571  006.58555167
111  49.95633790  006.58058603
111  49.95856788  006.57658272
111  49.95552024  006.57334928
111  49.95425658  006.57065475
111  49.95244782  006.57315682
111  49.94375089  006.55240892
111  49.94251201  006.55237043
111  49.94028203  006.54744328
111  49.93961303  006.54725081
111  49.93802727  006.54147785
113  49.93530173  006.54074652
120 Linear Feature 40
111  49.94048631  006.54773681 22
112  49.94057283  006.54787310  49.94059927  006.54792538 22
111  49.94064012  006.54801126 22
111  49.94102344  006.54874315 22
111  49.94144761  006.54958893 22
111  49.94205202  006.55092576 22
111  49.94255791  006.55225515 22
115  49.94293281  006.55307295
120 Linear Feature 27
111  49.94141844  006.54962319 1
111  49.94117848  006.54987276 1
112  49.94109775  006.54990267  49.94106867  006.54989651 1
115  49.94103827  006.54984927
120 Linear Feature 26
111  49.94040100  006.54768330 1
112  49.94025146  006.54801405  49.94025322  006.54819993 1
115  49.94042563  006.54851155
120 Linear Feature 31
111  49.94275191  006.55967517 1
111  49.94264459  006.55943461 1
112  49.94262348  006.55904643  49.94263755  006.55875940 1
115  49.94271672  006.55866099
120 Linear Feature 34
111  49.94671115  006.56836646 1
111  49.94662407  006.56817400 1
112  49.94663568  006.56784921  49.94668600  006.56760262 1
115  49.94678469  006.56750639
120 Linear Feature 39
111  49.93990460  006.54829515 51
111  49.93869744  006.54964862 51
112  49.93850618  006.55000515  49.93846935  006.55018564 51
111  49.93849768  006.55029569 51
115  49.93859930  006.55052613
120 Linear Feature 38
111  49.95368428  006.57871212 51
112  49.95400582  006.57885549  49.95408373  006.57895721 51
112  49.95414757  006.57921577  49.95417251  006.57932234 51
112  49.95441722  006.57992116  49.95455747  006.58011976 51
112  49.95494082  006.58023602  49.95507785  006.58024637 51
111  49.95523080  006.58016219 51
115  49.95584802  006.57973360
120 Linear Feature 37
111  49.95217769  006.57567507 51
111  49.95097886  006.57697681 51
112  49.95077022  006.57700884  49.95062083  006.57697281 51
115  49.95055119  006.57684161
120 Linear Feature 36
111  49.95233779  006.57472083 1
112  49.95239094  006.57517991  49.95236327  006.57540819 1
115  49.95222871  006.57562038
120 Linear Feature 35
111  49.94842513  006.56610853 1
112  49.94829803  006.56598167  49.94822837  006.56596965 1
115  49.94816257  006.56600873
120 Linear Feature 33
111  49.94816475  006.56553987 1
112  49.94822256  006.56581927  49.94821288  006.56593355 1
111  49.94816257  006.56600873 1
111  49.94678469  006.56750639 1
112  49.94646732  006.56755450  49.94629508  006.56748834 1
111  49.94628153  006.56743722 1
115  49.94609962  006.56703425
120 Linear Feature 32
111  49.94432246  006.55708687 1
112  49.94425012  006.55703720  49.94420446  006.55704093 1
115  49.94416110  006.55708639
120 Linear Feature 30
111  49.94419931  006.55681897 1
112  49.94420332  006.55695517  49.94419277  006.55703718 1
111  49.94416110  006.55708639 1
111  49.94271672  006.55866099 1
112  49.94242820  006.55872386  49.94229449  006.55866372 1
111  49.94227690  006.55861451 1
115  49.94213440  006.55829741
120 Linear Feature 29
111  49.94096573  006.54969243 1
112  49.94084529  006.54958023  49.94078184  006.54956996 1
111  49.94070386  006.54960282 1
111  49.93905695  006.55061895 1
112  49.93893051  006.55087726  49.93887197  006.55106280 1
111  49.93891880  006.55121925 1
115  49.93907803  006.55156851
120 Linear Feature 28
111  49.94117848  006.54987276 1
112  49.94113344  006.54997455  49.94113344  006.55002795 1
115  49.94115046  006.55010246
120 Linear Feature 25
111  49.95277233  006.57525947 1
112  49.95258233  006.57516377  49.95252076  006.57510362 1
111  49.95244863  006.57496417 1
111  49.95233779  006.57472083 1
111  49.94842513  006.56610853 1
111  49.94816475  006.56553987 1
111  49.94432246  006.55708687 1
111  49.94419931  006.55681897 1
111  49.94115046  006.55010246 1
111  49.94103827  006.54984927 1
111  49.94096573  006.54969243 1
111  49.94042563  006.54851155 1
112  49.94014766  006.54826007  49.93997701  006.54821087 1
115  49.93990840  006.54829287
120 Linear Feature 24
111  49.95283391  006.57410290 1
111  49.95267206  006.57501613 1
112  49.95261400  006.57519385  49.95257705  006.57525400 1
115  49.95247677  006.57534970
120 Linear Feature 23
111  49.95584802  006.57973360 1
112  49.95592147  006.57966455  49.95593906  006.57963174 1
111  49.95594961  006.57956885 1
111  49.95641758  006.57740319 1
112  49.95645101  006.57719538  49.95645277  006.57710514 1
111  49.95641934  006.57703952 1
111  49.95572618  006.57616177 1
112  49.95552211  006.57593755  49.95543766  006.57586919 1
111  49.95513682  006.57575162 1
111  49.95448236  006.57548366 1
112  49.95420440  006.57538249  49.95408476  006.57535515 1
111  49.95393874  006.57533601 1
111  49.95277233  006.57525947 1
112  49.95262455  006.57527041  49.95257178  006.57528955 1
111  49.95247677  006.57534970 1
111  49.95222871  006.57562038 1
115  49.95217769  006.57567507
120 Linear Feature 22
111  49.95055119  006.57684161 1
111  49.95081814  006.57744569 1
112  49.95097502  006.57759854  49.95109211  006.57768224 1
111  49.95145037  006.57793333 1
112  49.95181566  006.57815896  49.95200534  006.57825722 1
111  49.95220437  006.57831909 1
115  49.95368428  006.57871212
120 Linear Feature 42
111  49.94297443  006.55849573 4
115  49.94290418  006.55834291
120 Linear Feature 49
111  49.95185166  006.57670493 56
115  49.95158654  006.57608537
120 Linear Feature 48
111  49.95123239  006.57708687 54
115  49.95089760  006.57632296
120 Linear Feature 47
111  49.95174644  006.57821810 4
115  49.95178765  006.57803796
120 Linear Feature 46
111  49.94701787  006.56737101 4
115  49.94694627  006.56721162
120 Linear Feature 45
111  49.94762166  006.56670339 6
115  49.94755393  006.56655002
120 Linear Feature 44
111  49.94361315  006.55779129 6
115  49.94355316  006.55764996
120 Linear Feature 43
111  49.93943943  006.55047434 54
115  49.93880485  006.54893172
120 Linear Feature 41
111  49.94006315  006.55009796 56
115  49.93930665  006.54836789
21  49.94005480  006.55268689 2 52.6000 3.00 New Light Fixture 285
21  49.94863828  006.57376333 2 232.7000 3.00 New Light Fixture 284
20  49.95173672  006.57830078 199.2891 0 3 {@R}05-23
20  49.95182588  006.57793790 196.3887 0 3 {@R}05-23
20  49.95125698  006.57713956 148.6723 0 3 {@R}05-23
20  49.95090036  006.57626863 157.5912 0 3 {@R}05-23
20  49.94705819  006.56745432 146.3114 0 3 {@R}05-23
20  49.94690960  006.56710466 144.3461 0 3 {@R}05-23
20  49.94300799  006.55857486 145.6982 0 3 {@R}05-23
20  49.94287638  006.55828461 142.9372 0 3 {@R}05-23
20  49.93947856  006.55055786 161.5660 0 3 {@R}05-23
20  49.93877381  006.54885605 145.4665 0 3 {@R}05-23
14  49.94576398  006.55857582  65.62 0 New Tower Viewpoint 2
1300  49.94541153  006.55898768  56.71 tie_down jets|turboprops|props|helos GA ramp 1
1301 C none 
1300  49.94521184  006.55849170  56.71 tie_down jets|turboprops|props|helos GA ramp 2
1301 C none 
1300  49.94746971  006.56309078 146.68 tie_down jets|turboprops|props|helos GA ramp 3
1301 C none 
1300  49.94719700  006.56245146 146.68 tie_down jets|turboprops|props|helos GA ramp 4
1301 C none 
1300  49.94504628  006.55814837  56.71 tie_down jets|turboprops|props|helos GA ramp 5
1301 C none 
18  49.94583073  006.55767636 1 New Airport Beacon 1
19  49.95052699  006.57506625 1 New Windsock 283
19  49.93965571  006.55088207 1 New Windsock 282
1054 119700 Bitburg Info
1200 
1201  49.95235198  006.57548815 both 0 _stop
1201  49.95238313  006.57481029 both 1 _stop
1201  49.94720196  006.56342144 both 2 _stop
1201  49.94689761  006.56275111 both 3 _stop
1201  49.94530875  006.55925429 both 4 _stop
1201  49.94507150  006.55872923 both 5 _stop
1201  49.94487499  006.55829726 both 6 _stop
1201  49.94125291  006.55031415 both 7 _stop
1201  49.94044903  006.54854681 both 8 _stop
1201  49.94012071  006.54807021 both 9 _stop
1201  49.93910240  006.54918846 both 10 _stop
1201  49.95130080  006.57663136 both 11 _stop
1201  49.95068606  006.57719014 both 12 05/23_stop
1201  49.93842282  006.55015338 both 13 05/23_start
1202 0 11 twoway taxiway_E 
1202 1 0 twoway taxiway_E 
1202 2 1 twoway taxiway_E 
1202 3 2 twoway taxiway_E 
1202 4 3 twoway taxiway_E 
1202 5 4 twoway taxiway_E 
1202 6 5 twoway taxiway_E 
1202 7 6 twoway taxiway_E 
1202 8 7 twoway taxiway_E 
1202 9 8 twoway taxiway_E 
1202 10 9 twoway taxiway_E 
1202 13 10 twoway taxiway_E 
1204 departure 05,23
1204 arrival 05,23
1202 12 11 twoway taxiway_E 
1204 departure 05,23
1204 arrival 05,23
1202 13 12 twoway runway 05/23
1204 departure 05,23
1204 arrival 05,23
1204 ils 05,23
99
