I
1130 Generated by WorldEditor 2.0.0r4

1   1482 1 0 EDDM Muenchen Franz-Josef-Strauss
1302 city Munich
111  48.35723993  011.78264404
113  48.35724656  011.78272793
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35687073  011.78280250
111  48.35686570  011.78273604
111  48.35680949  011.78263983
111  48.35675033  011.78273631
113  48.35675735  011.78282156
110 1 0.25 50.0000 lib/airport/lines/safety_area_red.pol
111  48.35633693  011.78296166
111  48.35639260  011.78292317
111  48.35638938  011.78285774
111  48.35632067  011.78269628
111  48.35626470  011.78280372
113  48.35627247  011.78291682
110 1 0.25 45.0000 lib/airport/lines/safety_area_red.pol
111  48.35539194  011.78305871
111  48.35539039  011.78302923
111  48.35544198  011.78302081
111  48.35542872  011.78281695
111  48.35529696  011.78299167
113  48.35530369  011.78307342
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35493576  011.78313257
111  48.35493215  011.78306610
111  48.35487669  011.78295528
111  48.35480939  011.78307497
113  48.35481629  011.78315414
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35441660  011.78335165
111  48.35456218  011.78314849
111  48.35454933  011.78297899
111  48.35447822  011.78299326
111  48.35443309  011.78304185
111  48.35444789  011.78325847
111  48.35431565  011.78327939
113  48.35432263  011.78337043
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35396912  011.78344907
111  48.35406350  011.78328477
111  48.35405019  011.78308748
111  48.35388493  011.78311365
113  48.35390963  011.78345743
110 1 0.25 30.0000 lib/airport/lines/safety_area_red.pol
111  48.35350724  011.78330453
111  48.35349071  011.78309463
111  48.35336555  011.78332706
113  48.35336947  011.78338775
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35302918  011.78353684
111  48.35302374  011.78347077
111  48.35300900  011.78332564
111  48.35297730  011.78330013
111  48.35293282  011.78330638
111  48.35287784  011.78350437
111  48.35285546  011.78350760
113  48.35286000  011.78357574
110 1 0.25 30.0000 lib/airport/lines/safety_area_red.pol
111  48.35253904  011.78367958
111  48.35264743  011.78353175
111  48.35264525  011.78344689
111  48.35255069  011.78334265
111  48.35241307  011.78356191
113  48.35242411  011.78369876
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35157270  011.78372294
111  48.35155403  011.78348150
111  48.35141919  011.78366238
113  48.35142545  011.78375320
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35109875  011.78376823
111  48.35109254  011.78369678
111  48.35101167  011.78362281
111  48.35098262  011.78365560
113  48.35099263  011.78378576
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35076240  011.78383333
111  48.35074936  011.78364913
111  48.35072950  011.78363607
111  48.35064606  011.78378004
113  48.35065135  011.78385107
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35020056  011.78397307
111  48.35018226  011.78371052
111  48.35007802  011.78389505
113  48.35008467  011.78399714
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.34972771  011.78401744
111  48.34972217  011.78393332
111  48.34965253  011.78387473
111  48.34959422  011.78397419
113  48.34959876  011.78404034
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.34926959  011.78413273
111  48.34926575  011.78406798
111  48.34916786  011.78392490
111  48.34916119  011.78393387
113  48.34917870  011.78414932
110 1 0.25 30.0000 lib/airport/lines/safety_area_red.pol
111  48.34885409  011.78409580
111  48.34884389  011.78395169
111  48.34877517  011.78388903
111  48.34873589  011.78394326
113  48.34874859  011.78411232
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35875114  011.79182583
111  48.35859189  011.79185310
111  48.35859666  011.79192182
111  48.35868710  011.79215036
113  48.35877814  011.79213188
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35831308  011.79194274
111  48.35819035  011.79196201
111  48.35819944  011.79207448
111  48.35827129  011.79225103
113  48.35832833  011.79223855
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35814600  011.79196895
111  48.35795823  011.79200562
111  48.35796150  011.79204541
111  48.35804999  011.79228514
111  48.35808146  011.79228016
111  48.35807425  011.79219921
113  48.35815350  011.79205520
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35771406  011.79201606
111  48.35754466  011.79204396
111  48.35755534  011.79218396
111  48.35759081  011.79234401
111  48.35766620  011.79233356
113  48.35773059  011.79223632
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35733401  011.79218226
111  48.35724450  011.79219723
111  48.35723856  011.79212696
111  48.35695973  011.79217435
111  48.35697754  011.79239813
111  48.35700779  011.79242433
111  48.35705181  011.79241368
111  48.35704951  011.79237804
111  48.35707430  011.79232826
111  48.35717855  011.79231343
111  48.35727797  011.79243061
113  48.35731491  011.79241897
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35672191  011.79219413
111  48.35656161  011.79222100
111  48.35657234  011.79237162
111  48.35655279  011.79237438
111  48.35656620  011.79252772
111  48.35672320  011.79250039
113  48.35674253  011.79246526
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35634076  011.79234962
111  48.35617509  011.79237733
111  48.35618908  011.79256721
113  48.35635499  011.79253985
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35584371  011.79232620
111  48.35570717  011.79234913
111  48.35571534  011.79247426
111  48.35576907  011.79268762
113  48.35587468  011.79267379
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35549109  011.79242515
111  48.35528634  011.79245880
111  48.35530905  011.79275548
111  48.35539908  011.79273838
111  48.35538421  011.79255879
113  48.35550118  011.79253888
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35523139  011.79247365
111  48.35508261  011.79250161
111  48.35508204  011.79249299
111  48.35503544  011.79250200
111  48.35504612  011.79261196
111  48.35513336  011.79278760
111  48.35518483  011.79277589
111  48.35517330  011.79260508
113  48.35521061  011.79259688
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35481413  011.79254118
111  48.35466725  011.79256661
111  48.35467441  011.79266037
111  48.35470787  011.79270105
111  48.35471502  011.79278243
111  48.35481964  011.79276337
113  48.35482956  011.79273140
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35440585  011.79270388
111  48.35430960  011.79266852
111  48.35427677  011.79267453
111  48.35428082  011.79275735
111  48.35436880  011.79290727
113  48.35441971  011.79289845
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35400912  011.79267659
111  48.35389785  011.79269401
111  48.35390697  011.79280153
111  48.35388804  011.79289982
111  48.35390058  011.79304107
113  48.35403282  011.79291118
110 1 0.25 140.0000 lib/airport/lines/safety_area_red.pol
111  48.35335364  011.79279105
111  48.35323581  011.79280996
111  48.35324250  011.79290928
111  48.35326287  011.79316257
111  48.35331964  011.79315389
113  48.35337467  011.79307563
110 1 0.25 150.0000 lib/airport/lines/safety_area_red.pol
111  48.35293625  011.79284153
111  48.35280015  011.79286475
111  48.35281486  011.79303943
111  48.35285090  011.79318189
111  48.35290723  011.79317628
113  48.35295731  011.79310583
110 1 0.25 150.0000 lib/airport/lines/safety_area_red.pol
111  48.35261430  011.79292977
111  48.35257435  011.79293819
111  48.35240116  011.79297841
111  48.35242608  011.79326401
111  48.35247491  011.79325568
111  48.35249401  011.79321993
111  48.35248217  011.79306883
113  48.35262294  011.79304332
110 1 0.25 150.0000 lib/airport/lines/safety_area_red.pol
111  48.35212604  011.79301596
111  48.35213175  011.79308761
111  48.35223915  011.79329992
111  48.35229118  011.79328768
111  48.35227479  011.79313518
111  48.35231842  011.79312506
113  48.35232642  011.79298599
110 1 0.25 150.0000 lib/airport/lines/safety_area_red.pol
111  48.35191870  011.79301539
111  48.35175822  011.79304383
111  48.35176788  011.79316297
111  48.35181811  011.79334611
111  48.35188274  011.79333459
113  48.35193943  011.79322603
110 1 0.25 150.0000 lib/airport/lines/safety_area_red.pol
111  48.35115983  011.79314296
111  48.35118009  011.79336900
111  48.35124150  011.79346193
111  48.35125751  011.79345727
111  48.35124390  011.79329555
111  48.35136600  011.79327553
111  48.35148047  011.79341942
111  48.35153245  011.79341108
111  48.35151461  011.79321064
111  48.35133301  011.79316402
111  48.35120996  011.79318481
113  48.35120611  011.79313517
110 1 0.25 150.0000 lib/airport/lines/safety_area_red.pol
111  48.35089927  011.79319243
111  48.35077323  011.79321295
111  48.35078262  011.79334093
111  48.35077009  011.79334673
111  48.35078583  011.79354513
111  48.35086409  011.79353095
113  48.35091641  011.79341965
110 1 0.25 150.0000 lib/airport/lines/safety_area_red.pol
111  48.35048009  011.79339185
111  48.35039395  011.79335535
111  48.35033160  011.79336800
111  48.35033466  011.79340528
111  48.35043537  011.79359740
113  48.35049398  011.79358569
110 1 0.25 150.0000 lib/airport/lines/safety_area_red.pol
111  48.35005257  011.79333943
111  48.34989478  011.79336442
111  48.34993260  011.79380629
113  48.35007122  011.79359290
110 1 0.25 40.0000 lib/airport/lines/safety_area_white.pol
111  48.34985571  011.79327967
111  48.34984890  011.79319637
112  48.34979994  011.79322807  48.34978437  011.79324885
113  48.34977577  011.79329614
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35741857  011.79731939
111  48.35746909  011.79731080
111  48.35746027  011.79717532
111  48.35743483  011.79700481
111  48.35736015  011.79701792
111  48.35737503  011.79720253
113  48.35739575  011.79725819
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35707948  011.79744252
111  48.35714589  011.79752264
111  48.35721852  011.79737865
111  48.35721148  011.79729075
111  48.35710998  011.79708080
111  48.35701629  011.79718142
113  48.35702761  011.79737481
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35675338  011.79739906
111  48.35669961  011.79724453
111  48.35663903  011.79729220
111  48.35664993  011.79745144
111  48.35668974  011.79751678
111  48.35674499  011.79760193
113  48.35679104  011.79751588
110 1 0.25 10.0000 lib/airport/lines/safety_area_red.pol
111  48.35646171  011.79742021
111  48.35635971  011.79721676
111  48.35626587  011.79733205
111  48.35627880  011.79751152
111  48.35632625  011.79757682
111  48.35639217  011.79766455
113  48.35648215  011.79749134
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35589513  011.79741465
111  48.35591860  011.79769836
111  48.35593742  011.79769588
111  48.35599537  011.79773273
111  48.35601826  011.79771638
111  48.35600133  011.79752232
113  48.35596017  011.79737049
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35547731  011.79734097
111  48.35538757  011.79742153
111  48.35541457  011.79777059
111  48.35549017  011.79781476
111  48.35559884  011.79774442
111  48.35559140  011.79765584
113  48.35554871  011.79750317
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35503779  011.79758240
111  48.35491898  011.79736776
111  48.35483966  011.79746012
111  48.35478406  011.79762660
111  48.35479496  011.79780016
111  48.35483930  011.79785636
113  48.35488889  011.79791881
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35447738  011.79781390
111  48.35444210  011.79768080
111  48.35437538  011.79752235
111  48.35425697  011.79761844
111  48.35428306  011.79795882
113  48.35439179  011.79801941
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35377516  011.79777560
111  48.35372004  011.79784076
111  48.35373636  011.79804860
111  48.35384902  011.79811180
113  48.35386888  011.79797094
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35346287  011.79796602
111  48.35335328  011.79774777
111  48.35325912  011.79785559
111  48.35327370  011.79803676
111  48.35332404  011.79810070
111  48.35337993  011.79818269
113  48.35349188  011.79813799
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35304527  011.79814720
111  48.35294960  011.79789300
111  48.35289014  011.79792591
111  48.35290322  011.79809563
111  48.35294727  011.79816497
113  48.35298837  011.79823521
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35273614  011.79819734
111  48.35260885  011.79788010
111  48.35252530  011.79796465
111  48.35253655  011.79814788
111  48.35258437  011.79822570
113  48.35263381  011.79831031
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35235014  011.79817263
111  48.35218346  011.79793927
111  48.35213561  011.79803188
111  48.35213849  011.79807807
111  48.35220022  011.79814623
113  48.35226502  011.79821471
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35218316  011.80023223
111  48.35217642  011.79987710
111  48.35208262  011.79989836
111  48.35209105  011.80000033
113  48.35211073  011.80024294
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35235299  011.79977823
111  48.35222682  011.79977754
111  48.35224386  011.80000092
111  48.35227653  011.80011418
113  48.35234670  011.80010392
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35296339  011.80009471
111  48.35296049  011.79974839
111  48.35287796  011.79982735
111  48.35288753  011.80004221
113  48.35288989  011.80010835
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35313930  011.79964693
111  48.35300557  011.79963655
111  48.35302734  011.79990525
111  48.35308181  011.79997980
113  48.35313282  011.79996655
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35372355  011.79973290
111  48.35363265  011.79974469
111  48.35365664  011.79989715
111  48.35367795  011.80002986
113  48.35374718  011.80001701
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35398401  011.79994446
111  48.35412120  011.80011372
111  48.35417930  011.80009977
111  48.35417250  011.79998445
113  48.35410884  011.79992307
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35460376  011.80003597
111  48.35459506  011.79990723
111  48.35454841  011.79984250
111  48.35451206  011.79978266
111  48.35443882  011.79979894
111  48.35445477  011.79991102
113  48.35453937  011.80004712
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35503191  011.79997483
111  48.35502223  011.79984364
111  48.35492650  011.79975471
111  48.35482205  011.79977889
113  48.35496358  011.79998256
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35544423  011.79989797
111  48.35543525  011.79976266
111  48.35537446  011.79970343
111  48.35526318  011.79972362
111  48.35529847  011.79979877
113  48.35538440  011.79990697
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35582133  011.79982155
111  48.35581040  011.79968649
111  48.35574959  011.79963332
111  48.35564170  011.79964636
111  48.35568055  011.79972863
111  48.35570551  011.79976239
113  48.35576331  011.79983354
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35625943  011.79951748
111  48.35625546  011.79919156
111  48.35617563  011.79920783
111  48.35617284  011.79946796
113  48.35617812  011.79953490
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35642484  011.79917982
111  48.35641831  011.79908754
111  48.35634652  011.79906339
111  48.35630423  011.79907278
111  48.35630892  011.79913376
111  48.35632018  011.79928340
111  48.35635511  011.79940454
113  48.35642290  011.79939233
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35701173  011.79914241
111  48.35695436  011.79916077
111  48.35695804  011.79932879
111  48.35696331  011.79939945
113  48.35702889  011.79938586
110 1 0.25 40.0000 lib/airport/lines/safety_area_red.pol
111  48.35721138  011.79895635
111  48.35708122  011.79892543
111  48.35709301  011.79910763
111  48.35714507  011.79926577
113  48.35721295  011.79925355
110 1 0.25 330.0000 lib/airport/lines/safety_area_white.pol
111  48.34972124  011.79748240
111  48.34974798  011.79784460
111  48.34978718  011.79783805
113  48.34976043  011.79747585
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  48.35091596  011.80556200
111  48.35095946  011.80561803
111  48.35096961  011.80571736
111  48.35091714  011.80577085
111  48.35101531  011.80707488
111  48.35457493  011.80646112
111  48.35447586  011.80516892
111  48.35425604  011.80518951
111  48.35424738  011.80512639
111  48.35246086  011.80544972
111  48.35243274  011.80542030
111  48.35241570  011.80530463
111  48.35232780  011.80531966
111  48.35233753  011.80547159
111  48.35232139  011.80552569
111  48.35110716  011.80573794
111  48.35107894  011.80572910
111  48.35106602  011.80570080
111  48.35105779  011.80561590
111  48.35106564  011.80556715
113  48.35108253  011.80553260
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  48.34538854  011.74544740
112  48.34540745  011.74537062  48.34543921  011.74532651
111  48.34547341  011.74531058
111  48.34729957  011.74499014
112  48.34737574  011.74505487  48.34739617  011.74509878
111  48.34739432  011.74516049
111  48.34732508  011.74527991
111  48.34751084  011.74710171
111  48.34755305  011.74711695
111  48.34756285  011.74728516
112  48.34753752  011.74735080  48.34752063  011.74736985
111  48.34748826  011.74738679
111  48.34724214  011.74742604
111  48.34725804  011.74769610
111  48.34756848  011.74764088
111  48.34760140  011.74767697
111  48.34760609  011.74774402
111  48.34728124  011.74779166
111  48.34751599  011.75207900
111  48.34675455  011.75225745
111  48.34676130  011.75236795
111  48.34713711  011.75702213
111  48.34718140  011.75701240
111  48.34681601  011.75237154
111  48.34812417  011.75207844
111  48.34804133  011.75100372
111  48.34814929  011.75096859
111  48.34803954  011.74950579
111  48.34786040  011.74953725
111  48.34748981  011.74496226
111  48.34745098  011.74489189
111  48.34738411  011.74488274
111  48.34535278  011.74522306
111  48.34534873  011.74508281
111  48.34541965  011.74498525
111  48.34788281  011.74454041
112  48.34799158  011.74441905  48.34801590  011.74434953
111  48.34801104  011.74426903
111  48.34796727  011.74369825
111  48.34798267  011.74355373
111  48.34788783  011.74352812
111  48.34792836  011.74373484
111  48.34797699  011.74426537
112  48.34794619  011.74440807  48.34791174  011.74448064
111  48.34785297  011.74449954
111  48.34586624  011.74485077
112  48.34576168  011.74479955  48.34573007  011.74475564
111  48.34570575  011.74467515
111  48.34562064  011.74372755
112  48.34567623  011.74360468  48.34572858  011.74355894
111  48.34583328  011.74360468
111  48.34596838  011.74357165
111  48.34717952  011.74330995
111  48.34713899  011.74327031
111  48.34677828  011.74318494
111  48.34678639  011.74328860
111  48.34624532  011.74337093
111  48.34622101  011.74333434
111  48.34620074  011.74306908
111  48.34624127  011.74299895
111  48.34612982  011.74297151
111  48.34613995  011.74304774
111  48.34576708  011.74309652
111  48.34577924  011.74330385
111  48.34613387  011.74324897
111  48.34615211  011.74338312
111  48.34612982  011.74339532
111  48.34571237  011.74348374
111  48.34560902  011.74339837
111  48.34556646  011.74294713
112  48.34561713  011.74285566  48.34565158  011.74281907
112  48.34572250  011.74281907  48.34572048  011.74281297
111  48.34575068  011.74263496
111  48.34548221  011.74268765
111  48.34564271  011.74465893
111  48.34554933  011.74486528
111  48.34497155  011.74493113
111  48.34492310  011.74489967
111  48.34490121  011.74483747
111  48.34475287  011.74296425
111  48.34471154  011.74297523
111  48.34485501  011.74488138
111  48.34482096  011.74497650
111  48.34472613  011.74500211
111  48.34474072  011.74507162
111  48.34521977  011.74501309
111  48.34525381  011.74505699
111  48.34527327  011.74522529
111  48.34522949  011.74525456
111  48.34463858  011.74534236
112  48.34458475  011.74533402  48.34456110  011.74532132
111  48.34452395  011.74528067
111  48.34439730  011.74512822
111  48.34435508  011.74509773
111  48.34429767  011.74509773
111  48.34349553  011.74523492
111  48.34346176  011.74522984
111  48.34341785  011.74520698
111  48.34294546  011.74462451
112  48.34284786  011.74440348  48.34282557  011.74430897
111  48.34281375  011.74414281
111  48.34244323  011.73941637
112  48.34239595  011.73917248  48.34235711  011.73905053
111  48.34229463  011.73893874
111  48.34116429  011.73686057
112  48.34092598  011.73653498  48.34082384  011.73646181
111  48.34065848  011.73648010
111  48.33787171  011.73696667
112  48.33717635  011.73759758  48.33695574  011.73817701
111  48.33704328  011.73888286
111  48.34017582  011.77946230
111  48.34008827  011.77963351
111  48.33947839  011.77975203
111  48.33949298  011.77981788
111  48.34008827  011.77972569
111  48.34020208  011.77985739
111  48.34308886  011.81736372
112  48.34313847  011.81771054  48.34318516  011.81787737
111  48.34328729  011.81804859
111  48.34385340  011.81895297
112  48.34412478  011.81920761  48.34429111  011.81928224
111  48.34452748  011.81923395
111  48.34706913  011.81879932
112  48.34729674  011.81866321  48.34741055  011.81855345
111  48.34750685  011.81832954
111  48.34823637  011.81692456
112  48.34836768  011.81655575  48.34838519  011.81644598
111  48.34837643  011.81623523
111  48.34799708  011.81142313
112  48.34799417  011.81094455  48.34802335  011.81076893
111  48.34814299  011.81054940
111  48.34887682  011.80917487
111  48.34883967  011.80914438
111  48.34808313  011.81056220
112  48.34795816  011.81094079  48.34793452  011.81112882
111  48.34794803  011.81130668
111  48.34832423  011.81612172
112  48.34832180  011.81653151  48.34829991  011.81667055
111  48.34824398  011.81680593
111  48.34743421  011.81836824
112  48.34726399  011.81861704  48.34717888  011.81869387
111  48.34705486  011.81873412
111  48.34587683  011.81893365
111  48.34582482  011.81894246
111  48.34554867  011.81898924
111  48.34541249  011.81901230
111  48.34448451  011.81916948
112  48.34413435  011.81913656  48.34401276  011.81907802
111  48.34390333  011.81892436
111  48.34327837  011.81789996
112  48.34317381  011.81766216  48.34313976  011.81754143
111  48.34313490  011.81741704
111  48.34255588  011.80989768
111  48.34254651  011.80977603
111  48.34186326  011.80090319
111  48.34185865  011.80084332
111  48.34070490  011.78586045
111  48.34069992  011.78579577
111  48.34023218  011.77972165
111  48.34022533  011.77963261
111  48.33953888  011.77071827
111  48.33953287  011.77064013
111  48.33842087  011.75619950
111  48.33841571  011.75613241
111  48.33707827  011.73876411
112  48.33722635  011.73761386  48.33744813  011.73709149
111  48.33786833  011.73703442
111  48.33983880  011.73668547
111  48.33989527  011.73667547
111  48.34062008  011.73654711
112  48.34089147  011.73657784  48.34097026  011.73662174
111  48.34108990  011.73681490
111  48.34226437  011.73895732
112  48.34238427  011.73925456  48.34240453  011.73934857
111  48.34241298  011.73948576
111  48.34278280  011.74421131
112  48.34285880  011.74454413  48.34292803  011.74469911
111  48.34301247  011.74479311
111  48.34341607  011.74527584
112  48.34346673  011.74536730  48.34348024  011.74540541
111  48.34348700  011.74546385
111  48.34350726  011.74576110
111  48.34357650  011.74574840
111  48.34355117  011.74542828
112  48.34359170  011.74532411  48.34363729  011.74527838
111  48.34370146  011.74526822
111  48.34431446  011.74517167
111  48.34437526  011.74519454
111  48.34441916  011.74525298
111  48.34451373  011.74538002
111  48.34450199  011.74559130
111  48.34456840  011.74558179
111  48.34461752  011.74557383
113  48.34530881  011.74546047
112  48.34795373  011.75174181  48.34790712  011.75175096
111  48.34788078  011.75169912
111  48.34784228  011.75121432
112  48.34790712  011.75114420  48.34795779  011.75113505
111  48.34798818  011.75118688
113  48.34802871  011.75167778
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  48.36401270  011.83063347
111  48.36447588  011.83327792
112  48.36481438  011.83422221  48.36505658  011.83459993
111  48.36537757  011.83476683
111  48.36709821  011.83547801
112  48.36750791  011.83557025  48.36768077  011.83557691
111  48.36783824  011.83554594
111  48.36910760  011.83533200
112  48.36940816  011.83515631  48.36953072  011.83502453
111  48.36964744  011.83475659
111  48.37033028  011.83346958
112  48.37045284  011.83309622  48.37047035  011.83292930
111  48.37044992  011.83269210
111  48.36534221  011.76614995
111  48.36541224  011.76609724
111  48.36552605  011.76608407
111  48.36557273  011.76611920
111  48.36555537  011.76595381
111  48.36551653  011.76600718
111  48.36540846  011.76604023
111  48.36533247  011.76602498
111  48.36435295  011.75338308
112  48.36405701  011.75263191  48.36378271  011.75233326
111  48.36352592  011.75243427
111  48.35804338  011.75360317
111  48.35804955  011.75366809
111  48.36165750  011.75289848
111  48.36170047  011.75288930
111  48.36354651  011.75249507
112  48.36403967  011.75268832  48.36427312  011.75294745
111  48.36431105  011.75334712
111  48.36572550  011.77175233
111  48.36573202  011.77183720
111  48.36684285  011.78629165
111  48.36684852  011.78636545
111  48.36800824  011.80145603
111  48.36801310  011.80151936
111  48.36913397  011.81610445
111  48.36914157  011.81620339
111  48.36985359  011.82546833
111  48.36985895  011.82553814
111  48.37006234  011.82818462
111  48.37006738  011.82825031
111  48.37040225  011.83260766
112  48.37041035  011.83307742  48.37038806  011.83324214
111  48.37033740  011.83333061
111  48.36951435  011.83491256
112  48.36933028  011.83515150  48.36921545  011.83525572
111  48.36910399  011.83527352
111  48.36785318  011.83548574
112  48.36745971  011.83550353  48.36731887  011.83549286
111  48.36718820  011.83545473
111  48.36538766  011.83469778
112  48.36484390  011.83417164  48.36462606  011.83383614
111  48.36452136  011.83325154
113  48.36404447  011.83062286
110 1 0.25 0.0000 lib/airport/pavement/asphalt_2D.pol
111  48.34525321  011.74406812
111  48.34487270  011.74413762
111  48.34491577  011.74467135
113  48.34529627  011.74460185
