I
1130 Generated by WorldEditor 2.0.0r4

1    776 1 0 ETAR Ramstein AB
1302 city Ramstein
111  49.43196090  007.61824168
111  49.43201253  007.61873773
111  49.43201634  007.62073245
112  49.43216339  007.62140704  49.43223571  007.62157383
111  49.43238516  007.62175174
111  49.43381706  007.62302310
112  49.43425007  007.62370745  49.43442530  007.62409980
111  49.43451854  007.62466885
111  49.43498861  007.62990270
112  49.43507056  007.63034009  49.43513565  007.63052913
111  49.43527064  007.63072559
111  49.43638434  007.63193771
112  49.43709686  007.63226799  49.43744020  007.63230465
111  49.43776079  007.63196092
111  49.43798738  007.63165598
111  49.43841888  007.63075890
112  49.43874913  007.62985068  49.43894921  007.62916859
111  49.43897814  007.62834192
111  49.43892028  007.62577295
112  49.43901885  007.62509771  49.43906986  007.62490925
112  49.43938374  007.62437287  49.43946570  007.62413562
111  49.43944338  007.62380822
111  49.43930317  007.62056392
112  49.43939236  007.62024882  49.43945945  007.62011874
111  49.43970574  007.61982251
112  49.43980698  007.61980398  49.43986002  007.61985588
111  49.43989135  007.61989665
111  49.43990250  007.61975558
111  49.43971460  007.61961767
111  49.43967189  007.61943378
111  49.43956285  007.61681866
113  49.43960213  007.61677615
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.43766632  007.59880696
111  49.43774713  007.59890189
111  49.43821739  007.60991942
111  49.43833953  007.61042507
111  49.43844287  007.61062733
111  49.43825497  007.61089461
111  49.43830664  007.61213707
111  49.43838809  007.61212735
111  49.43833483  007.61090905
111  49.43848045  007.61073569
111  49.43932132  007.61276554
111  49.43943879  007.61531852
111  49.43950879  007.61532300
111  49.43938708  007.61267884
111  49.43860729  007.61079345
111  49.43890323  007.61077178
111  49.43885156  007.60898031
111  49.43850864  007.60900920
111  49.43850394  007.60921869
111  49.43832074  007.60924036
111  49.43825497  007.60916090
111  49.43808116  007.60464611
111  49.43820800  007.60432105
111  49.43976835  007.60337653
111  49.43991474  007.60328403
111  49.44032387  007.60302749
111  49.44045500  007.60294451
111  49.44039272  007.60281934
111  49.44044084  007.60241967
111  49.44035421  007.60230125
111  49.44026438  007.60233579
111  49.44023550  007.60277000
111  49.44009112  007.60279960
111  49.44003781  007.60294268
111  49.43984530  007.60307276
111  49.43982284  007.60275877
111  49.43995205  007.60276640
111  49.43991822  007.60218193
111  49.43965862  007.60222050
111  49.43969654  007.60327461
111  49.43954195  007.60337329
111  49.43942819  007.60326564
111  49.43942528  007.60203211
111  49.43984238  007.60203659
111  49.43985405  007.60176297
111  49.43992280  007.59994145
112  49.43985660  007.59971813  49.43980108  007.59962779
111  49.43970501  007.59961309
111  49.43949575  007.59959339
111  49.43955554  007.59856234
111  49.43935910  007.59854920
111  49.43937191  007.59778741
111  49.43928223  007.59777428
111  49.43930676  007.59715859
111  49.43905270  007.59741635
111  49.43913703  007.59747219
111  49.43914557  007.59813547
111  49.43906870  007.59814861
111  49.43901745  007.59954085
111  49.43799253  007.59949488
111  49.43784616  007.59938731
113  49.43782870  007.59864533
111  49.43938899  007.59967215
111  49.43936337  007.60348769
111  49.43832136  007.60413784
112  49.43814200  007.60408530  49.43806940  007.60401963
111  49.43802670  007.60386202
111  49.43786235  007.59970466
113  49.43798661  007.59959341
111  49.43852225  007.60993682
111  49.43855719  007.61067114
111  49.43835919  007.61025323
113  49.43830872  007.60995472
111  49.43969953  007.59972390
112  49.43980220  007.59980284  49.43983750  007.59986205
111  49.43984712  007.59998540
111  49.43981825  007.60099196
111  49.43946210  007.60099689
113  49.43949419  007.59971403
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.43711925  007.58404222
111  49.43770465  007.59773115
111  49.43769181  007.59787527
111  49.43786440  007.59769271
111  49.43777523  007.59762260
111  49.43768809  007.59574452
111  49.43887607  007.59563111
111  49.43888772  007.59587588
111  49.43908959  007.59586394
111  49.43908959  007.59560126
111  49.43932941  007.59555878
111  49.43939309  007.59558620
111  49.43938765  007.59544600
111  49.43934846  007.59546671
111  49.43908584  007.59548554
111  49.43907244  007.59502857
111  49.43891945  007.59503883
111  49.43892694  007.59551205
111  49.43886296  007.59552606
111  49.43870916  007.59553013
111  49.43866143  007.59545673
111  49.43865878  007.59518760
111  49.43875159  007.59517537
111  49.43874098  007.59500818
111  49.43862961  007.59501226
111  49.43863491  007.59462895
111  49.43867204  007.59459633
111  49.43885500  007.59458002
111  49.43885369  007.59450261
111  49.43868781  007.59453518
111  49.43861369  007.59448090
111  49.43861722  007.59414440
111  49.43869487  007.59404129
111  49.43863840  007.59392188
111  49.43855722  007.59403043
111  49.43856832  007.59543613
111  49.43850075  007.59557181
111  49.43768420  007.59563033
111  49.43755722  007.59275078
111  49.43799825  007.59242183
111  49.43798971  007.59233646
111  49.43764380  007.59257287
111  49.43754868  007.59251317
111  49.43734253  007.58756410
111  49.43743454  007.58758201
111  49.43753743  007.58772827
111  49.43827157  007.58881659
111  49.43826729  007.58892823
111  49.43889506  007.58976224
111  49.43874835  007.59023072
111  49.43860466  007.59060282
111  49.43858331  007.59097058
111  49.43865591  007.59093774
111  49.43866838  007.59060218
111  49.43873278  007.59047805
111  49.43877858  007.59125327
111  49.43867726  007.59158131
111  49.43886517  007.59151564
111  49.43878830  007.59034014
111  49.43900685  007.58965907
111  49.43915556  007.58978194
111  49.43914702  007.58963747
111  49.43893317  007.58950097
111  49.43849495  007.58894484
111  49.43818156  007.58854745
111  49.43733274  007.58731315
113  49.43717904  007.58403565
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.43714488  007.58271575
111  49.43709861  007.58223601
112  49.43713368  007.58151821  49.43718189  007.58116437
111  49.43736597  007.58073302
111  49.43765305  007.58019719
112  49.43779111  007.57986356  49.43786781  007.57968495
111  49.43793356  007.57930751
112  49.43797081  007.57923674  49.43798615  007.57921315
111  49.43801902  007.57922326
111  49.43814613  007.57926033
111  49.43824667  007.58004300
111  49.43830646  007.57999047
111  49.43830610  007.57981975
112  49.43841567  007.57959059  49.43850772  007.57944231
111  49.43862156  007.57943535
111  49.43870819  007.57963271
111  49.43885257  007.57966232
111  49.43911567  007.57999784
111  49.43922797  007.58001757
111  49.43933385  007.57991396
111  49.43953855  007.57999417
111  49.43995710  007.57991470
111  49.44015450  007.57962016
111  49.44010915  007.57953620
111  49.43984445  007.57982928
111  49.43945622  007.57985642
111  49.43930093  007.57980214
111  49.43899388  007.57941137
111  49.43905387  007.57928111
111  49.43885489  007.57900992
111  49.43903865  007.57866454
111  49.43850196  007.57792893
111  49.43816944  007.57852101
111  49.43830945  007.57892022
111  49.43860697  007.57931045
111  49.43802961  007.57913032
112  49.43797857  007.57907209  49.43795717  007.57903411
111  49.43797720  007.57891109
111  49.43771999  007.57231349
112  49.43744952  007.57112283  49.43736202  007.57087410
111  49.43686351  007.57006267
111  49.43595930  007.56810548
112  49.43583467  007.56793831  49.43574716  007.56785268
111  49.43546609  007.56789753
111  49.43255457  007.56876600
112  49.43235305  007.56889647  49.43226024  007.56896578
111  49.43205606  007.56917779
111  49.43045446  007.57114294
112  49.43034309  007.57139570  49.43030332  007.57148132
111  49.43026089  007.57179117
111  49.43023968  007.57328334
111  49.43013993  007.57581155
112  49.43010183  007.57635760  49.43008278  007.57646430
112  49.42992629  007.57691412  49.42989908  007.57705220
112  49.42996848  007.57739950  49.43001202  007.57759616
112  49.43016442  007.57784931  49.43021885  007.57792044
111  49.43031416  007.57801781
111  49.43030933  007.57810764
111  49.42972252  007.57855996
111  49.42979521  007.57863705
111  49.43037769  007.57817113
112  49.43043796  007.57824155  49.43046206  007.57829344
111  49.43048309  007.57845586
111  49.43071986  007.58105644
112  49.43072122  007.58121335  49.43071578  007.58126775
111  49.43068856  007.58132006
111  49.43050759  007.58172176
112  49.43040825  007.58199374  49.43037696  007.58210044
111  49.43037560  007.58230547
111  49.43044635  007.58418439
111  49.43050623  007.58417797
111  49.43043757  007.58244305
112  49.43046408  007.58203127  49.43050121  007.58183965
111  49.43073720  007.58136264
112  49.43077963  007.58123625  49.43079289  007.58117509
111  49.43077963  007.58106094
111  49.43057015  007.57880227
112  49.43054098  007.57846795  49.43053037  007.57832933
111  49.43046416  007.57817197
111  49.43042702  007.57807076
111  49.43037308  007.57798743
112  49.43017933  007.57774904  49.43013106  007.57768080
112  49.43000424  007.57723690  49.42996153  007.57699396
112  49.43010673  007.57662627  49.43015798  007.57650151
111  49.43017506  007.57630454
111  49.43029036  007.57329735
111  49.43030744  007.57206952
112  49.43037150  007.57151797  49.43042702  007.57133412
111  49.43049962  007.57120937
111  49.43204554  007.56931833
112  49.43235302  007.56900972  49.43248967  007.56889809
111  49.43264341  007.56886526
111  49.43544914  007.56801816
112  49.43574808  007.56801159  49.43584630  007.56805099
111  49.43590609  007.56816919
111  49.43678154  007.57013263
112  49.43734098  007.57109795  49.43754169  007.57153792
111  49.43766554  007.57238504
111  49.43791750  007.57855791
112  49.43786625  007.57937221  49.43780219  007.57981876
111  49.43745201  007.58039008
112  49.43705485  007.58147361  49.43698653  007.58185448
113  49.43705093  007.58286023
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.44271939  007.58578039
111  49.44414853  007.58558764
111  49.44415792  007.58545038
111  49.44435992  007.58542870
111  49.44421429  007.58164316
111  49.44394183  007.58166483
111  49.44392774  007.58141920
111  49.44397472  007.58126749
111  49.44408276  007.58119525
111  49.44375863  007.58092073
111  49.44380091  007.58113746
111  49.44381030  007.58125304
111  49.44367407  007.58129639
112  49.44366938  007.58157091  49.44370696  007.58165038
111  49.44376802  007.58169373
111  49.44357073  007.58169373
111  49.44355194  007.58127472
111  49.44297007  007.58134311
111  49.44308792  007.58512224
113  49.44269671  007.58515083
110 2 0.25 0.0000 lib/airport/pavement/concrete_1D.pol
111  49.44451661  007.58949594
111  49.44613287  007.59028923
111  49.44714390  007.58913632
111  49.44688254  007.58859688
111  49.44708887  007.58827957
111  49.44698571  007.58803630
111  49.44670372  007.58834303
111  49.44608473  007.58790937
111  49.44653178  007.58739109
111  49.44657992  007.58706320
111  49.44621387  007.58704281
111  49.44613269  007.58698310
111  49.44584329  007.58672255
111  49.44566329  007.58716223
111  49.44554329  007.58697767
111  49.44546917  007.58698853
111  49.44549388  007.58712966
111  49.44544094  007.58747706
111  49.44531741  007.58742820
111  49.44544800  007.58693425
111  49.44532447  007.58689083
111  49.44521506  007.58677141
111  49.44477036  007.58681483
111  49.44480919  007.58704281
112  49.44449154  007.58737393  49.44440684  007.58752591
111  49.44435390  007.58768332
111  49.44422331  007.58747706
111  49.44378972  007.58750963
111  49.44325486  007.58675076
111  49.44325757  007.58591252
111  49.44271939  007.58578039
111  49.44284213  007.58884508
111  49.44354984  007.58881189
111  49.44356852  007.58921165
111  49.44375933  007.58921432
111  49.44374030  007.58805785
111  49.44429390  007.58805242
112  49.44432567  007.58843238  49.44437155  007.58863321
111  49.44446684  007.58883404
113  49.44459742  007.58901316
111  49.44331236  007.58820776
111  49.44328238  007.58738451
113  49.44356073  007.58778625
110 2 0.25 0.0000 lib/airport/pavement/concrete_1D.pol
111  49.44322036  007.59882577
111  49.44325536  007.59811253
111  49.44266325  007.59803178
113  49.44261950  007.59871362
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.44005302  007.60324159
111  49.43997244  007.60334316
111  49.44001535  007.60350719
111  49.44032292  007.60332456
113  49.44026808  007.60312333
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.44040303  007.59984121
111  49.44034009  007.60083448
111  49.44065623  007.60084497
113  49.44069915  007.59986982
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.44082742  007.60131704
111  49.44083076  007.60155547
111  49.44083076  007.60188878
111  49.44081502  007.60202611
111  49.44065099  007.60230840
111  49.44049935  007.60278906
111  49.44082122  007.60260738
111  49.44100719  007.60253395
111  49.44171586  007.60248949
111  49.44175156  007.60204277
111  49.44120222  007.60207809
111  49.44116121  007.60129511
111  49.44112497  007.60125029
111  49.44111496  007.60106908
111  49.44085031  007.60108911
113  49.44085699  007.60129559
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.43906739  007.59970054
111  49.43907073  007.60032187
111  49.43913033  007.60032378
111  49.43912366  007.60106622
111  49.43924859  007.60107385
111  49.43922189  007.60176146
111  49.43938592  007.60176575
111  49.43942597  007.59994469
111  49.43939212  007.59986172
111  49.43933824  007.59977398
113  49.43927481  007.59970865
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.44016461  007.61280756
111  49.44013981  007.61331445
111  49.44007925  007.61330825
111  49.44004158  007.61408551
111  49.44049220  007.61412938
113  49.44053798  007.61285048
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.44076795  007.59764768
111  49.44065017  007.59845307
111  49.44109315  007.59856525
113  49.44115656  007.59775462
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42588312  007.58041791
111  49.42578393  007.58069209
111  49.42586452  007.58082513
113  49.42609150  007.58067683
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42833600  007.57937552
111  49.42787490  007.58020046
111  49.42802892  007.58042887
113  49.42852579  007.57958438
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42632134  007.58208114
111  49.42628605  007.58180075
111  49.42616970  007.58178311
113  49.42605287  007.58202344
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42485170  007.58220607
111  49.42471103  007.58192807
111  49.42459325  007.58194333
113  49.42456035  007.58225996
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42619402  007.57559462
111  49.42633755  007.57566091
111  49.42639000  007.57544919
113  49.42623789  007.57537671
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42815909  007.58056287
111  49.42794499  007.58094005
111  49.42811713  007.58116894
111  49.42817388  007.58106498
111  49.42831979  007.58123760
113  49.42844616  007.58094768
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42471723  007.58538376
111  49.42471294  007.58550631
111  49.42501574  007.58519017
111  49.42502337  007.58478533
111  49.42496853  007.58468233
113  49.42494802  007.58506380
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.44074159  007.58065013
111  49.44074731  007.58066157
111  49.44082504  007.58057908
113  49.44081836  007.58056907
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.44039485  007.58096013
111  49.44045270  007.58257540
111  49.44223764  007.58242651
111  49.44223267  007.58106406
111  49.44200618  007.58109264
111  49.44186837  007.58120089
111  49.44181210  007.58114986
111  49.44132334  007.58015326
111  49.44128805  007.58005789
111  49.44164425  007.57967498
111  49.44199617  007.57924105
111  49.44182021  007.57866216
111  49.44166619  007.57821870
111  49.44155890  007.57812095
111  49.44143730  007.57784771
111  49.44102197  007.57829881
111  49.44097763  007.57826066
111  49.44091325  007.57836366
111  49.44094282  007.57839895
111  49.44071775  007.57886435
111  49.44066196  007.57880045
111  49.44059567  007.57892729
111  49.44062572  007.57895876
111  49.44045238  007.57923296
111  49.44015450  007.57962016
111  49.44063668  007.58042363
111  49.44074159  007.58065013
111  49.44123512  007.58012417
111  49.44128853  007.58018616
111  49.44131428  007.58023575
111  49.44129997  007.58025435
111  49.44128614  007.58024529
111  49.44126326  007.58019570
111  49.44124466  007.58018139
111  49.44105154  007.58040265
111  49.44105869  007.58041743
111  49.44085794  007.58063535
111  49.44082504  007.58057908
111  49.44074731  007.58066157
111  49.44075971  007.58068112
111  49.44060903  007.58086662
113  49.44055371  007.58096723
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.44328841  007.59356737
111  49.44328317  007.59318875
111  49.44294747  007.59313249
111  49.44287261  007.59403944
111  49.44309052  007.59403563
113  49.44318828  007.59356641
110 1 0.25 0.0000 lib/airport/pavement/asphalt_6L.pol
111  49.42845569  007.58643282
111  49.42847572  007.58869926
111  49.42908370  007.58868257
113  49.42905604  007.58643664
110 1 0.25 0.0000 lib/airport/pavement/asphalt_6L.pol
111  49.42648489  007.58234007
111  49.42629177  007.58401856
111  49.42644627  007.58406338
111  49.42639763  007.58453403
111  49.42676194  007.58463130
111  49.42673238  007.58505617
111  49.42711385  007.58514773
111  49.42719825  007.58420596
111  49.42715152  007.58420167
111  49.42722019  007.58328994
111  49.42750772  007.58334764
111  49.42788348  007.58283885
113  49.42770275  007.58262617
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4L.pol
111  49.44001535  007.60350719
111  49.44010119  007.60382763
111  49.44041209  007.60362974
113  49.44032292  007.60332456
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4L.pol
111  49.43300908  007.61629759
111  49.43258612  007.61696994
111  49.43289130  007.61742771
113  49.43332046  007.61672579
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4L.pol
111  49.43872024  007.58570563
111  49.43872835  007.58614385
111  49.43905165  007.58613479
113  49.43904641  007.58570993
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4D.pol
111  49.44321975  007.60141623
111  49.44324073  007.60186494
111  49.44361267  007.60182393
113  49.44345483  007.60141766
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4D.pol
111  49.44320163  007.60058270
111  49.44330320  007.60060082
111  49.44331750  007.60051404
111  49.44286736  007.60043345
111  49.44284495  007.60072433
111  49.44303998  007.60075008
111  49.44308433  007.60087167
111  49.44314202  007.60082733
111  49.44320974  007.60100185
111  49.44328365  007.60097467
113  49.44328603  007.60081445
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4D.pol
111  49.44240387  007.60637017
111  49.44227750  007.60817836
111  49.44273384  007.60826562
111  49.44275578  007.60790942
111  49.44274052  007.60786507
113  49.44284304  007.60645552
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4D.pol
111  49.44282587  007.60097610
111  49.44272145  007.60234417
111  49.44284829  007.60233272
111  49.44284829  007.60206951
111  49.44310388  007.60205425
111  49.44308719  007.60160744
111  49.44320497  007.60159886
111  49.44320163  007.60141337
111  49.44299515  007.60142004
111  49.44299706  007.60127699
111  49.44306525  007.60127699
113  49.44306096  007.60097848
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4D.pol
111  49.44227750  007.60817836
111  49.44204242  007.61127499
111  49.44230516  007.61132458
111  49.44234045  007.61132696
111  49.44235094  007.61126307
111  49.44239242  007.61122778
111  49.44253691  007.61088016
111  49.44232948  007.61083963
111  49.44235714  007.61042430
111  49.44258793  007.61047436
111  49.44262274  007.60993267
113  49.44273384  007.60826562
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4D.pol
111  49.44160039  007.61182288
111  49.44154459  007.61264019
111  49.44193084  007.61269074
113  49.44199378  007.61189918
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4D.pol
111  49.44330987  007.59811217
111  49.44323405  007.59924992
111  49.44354829  007.59928855
111  49.44353780  007.59843500
111  49.44351062  007.59843547
111  49.44351110  007.59829337
111  49.44354210  007.59829433
113  49.44353542  007.59810454
110 1 0.25 0.0000 lib/airport/pavement/asphalt_4D.pol
111  49.44290360  007.59469177
111  49.44293126  007.59581378
111  49.44342813  007.59578231
111  49.44339332  007.59398985
111  49.44320687  007.59398985
111  49.44321117  007.59421731
111  49.44296464  007.59422208
113  49.44296845  007.59468748
110 1 0.25 0.0000 lib/airport/pavement/asphalt_2L.pol
111  49.44285926  007.58918755
111  49.44286450  007.58936685
111  49.44258221  007.58938067
111  49.44233520  007.58991379
111  49.44236477  007.59076018
111  49.44334039  007.59073491
111  49.44329318  007.58967346
111  49.44312629  007.58967870
111  49.44312486  007.58951562
111  49.44334850  007.58951038
113  49.44333801  007.58919900
110 1 0.25 0.0000 lib/airport/pavement/asphalt_2L.pol
111  49.44236477  007.59076018
111  49.44244440  007.59304093
111  49.44269999  007.59325265
111  49.44272478  007.59408999
111  49.44282635  007.59408999
111  49.44287261  007.59403944
111  49.44294747  007.59313249
111  49.44301614  007.59299802
111  49.44310912  007.59299039
111  49.44318255  007.59284543
111  49.44316682  007.59228847
111  49.44330320  007.59228084
111  49.44338569  007.59215495
113  49.44334039  007.59073491
110 1 0.25 0.0000 lib/airport/pavement/asphalt_2D.pol
111  49.43167391  007.60095178
111  49.43178073  007.60202611
111  49.43219701  007.60191405
113  49.43212358  007.60089504
110 1 0.25 0.0000 lib/airport/pavement/asphalt_2D.pol
111  49.42785439  007.58777705
111  49.42785439  007.58788386
111  49.42789874  007.58788291
113  49.42789874  007.58777609
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42431907  007.57473201
111  49.42425803  007.57482834
111  49.42402104  007.57480592
111  49.42395619  007.57496090
111  49.42412642  007.57519074
112  49.42392758  007.57565995  49.42390278  007.57572909
111  49.42380360  007.57609388
111  49.42358520  007.57617876
111  49.42355135  007.57636568
111  49.42376211  007.57662795
111  49.42376450  007.57688067
111  49.42350938  007.57777380
111  49.42360332  007.57788682
111  49.42380360  007.57789063
112  49.42389467  007.57797169  49.42391947  007.57800651
111  49.42402485  007.57815147
111  49.42411402  007.57799077
111  49.42401913  007.57783055
111  49.42392472  007.57761311
112  49.42390135  007.57738804  49.42391327  007.57732319
111  49.42401102  007.57718252
111  49.42401102  007.57699893
111  49.42398623  007.57687352
111  49.42389658  007.57676623
112  49.42391899  007.57631275  49.42394951  007.57617781
111  49.42403487  007.57597562
111  49.42417315  007.57595655
111  49.42422465  007.57579251
111  49.42421702  007.57564469
111  49.42416505  007.57554217
112  49.42434196  007.57511730  49.42442445  007.57497330
113  49.42454986  007.57484359
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42436913  007.57830406
111  49.42438821  007.57818151
112  49.42445020  007.57807755  49.42449502  007.57805180
111  49.42456035  007.57811284
111  49.42463092  007.57796073
111  49.42463283  007.57776856
111  49.42455654  007.57758259
112  49.42446450  007.57758640  49.42440776  007.57762074
111  49.42433242  007.57779908
111  49.42439441  007.57788014
111  49.42431477  007.57800221
112  49.42425565  007.57806372  49.42422942  007.57807851
113  49.42418364  007.57807851
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42505436  007.57940986
112  49.42505627  007.57960870  49.42502337  007.57969596
111  49.42487030  007.57958581
111  49.42475443  007.57981041
111  49.42481212  007.57989719
112  49.42480497  007.58021858  49.42485838  007.58030537
111  49.42510920  007.58024147
111  49.42517834  007.58010414
112  49.42518931  007.57974603  49.42518978  007.57963159
113  49.42527132  007.57967212
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42357185  007.58261425
111  49.42365291  007.58286221
112  49.42359426  007.58312161  49.42361429  007.58327468
112  49.42376497  007.58332380  49.42384508  007.58330901
111  49.42391518  007.58314116
111  49.42390230  007.58296521
111  49.42376688  007.58280880
113  49.42375925  007.58258040
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42576104  007.58224422
112  49.42582828  007.58228618  49.42584688  007.58231336
111  49.42585307  007.58239586
112  49.42587787  007.58264095  49.42587453  007.58271725
111  49.42579776  007.58290799
111  49.42588979  007.58301766
111  49.42598564  007.58301099
111  49.42617351  007.58275969
111  49.42599851  007.58249981
111  49.42598945  007.58233101
113  49.42602903  007.58223564
110 1 0.25 0.0000 lib/airport/pavement/asphalt_3D.pol
111  49.42392233  007.57800603
111  49.42350938  007.57884146
112  49.42331149  007.57933404  49.42326762  007.57948281
112  49.42324855  007.57983711  49.42325713  007.57996729
112  49.42309119  007.57997492  49.42307784  007.57998875
112  49.42308261  007.58038262  49.42307307  007.58040169
111  49.42319419  007.58038644
112  49.42326619  007.58045892  49.42330816  007.58051661
111  49.42328384  007.58060292
112  49.42299582  007.58181697  49.42299010  007.58199245
112  49.42308452  007.58233959  49.42301299  007.58235103
112  49.42291238  007.58231289  49.42290904  007.58231289
111  49.42282559  007.58244545
112  49.42291190  007.58265621  49.42296101  007.58273537
112  49.42328861  007.58273251  49.42336585  007.58279259
111  49.42340209  007.58296521
112  49.42357328  007.58365616  49.42366674  007.58391175
111  49.42412356  007.58428798
111  49.42452888  007.58457504
112  49.42459850  007.58464036  49.42462568  007.58469234
111  49.42459754  007.58474956
111  49.42443828  007.58520829
111  49.42424420  007.58507858
111  49.42415598  007.58508526
111  49.42408303  007.58534180
111  49.42411021  007.58549105
111  49.42441444  007.58570802
111  49.42484693  007.58447967
112  49.42493277  007.58446822  49.42497902  007.58447585
111  49.42499046  007.58459697
111  49.42496757  007.58468614
111  49.42505198  007.58487163
111  49.42516022  007.58485017
111  49.42541628  007.58459840
111  49.42527562  007.58426270
111  49.42511969  007.58432326
111  49.42486219  007.58415160
111  49.42502956  007.58360227
111  49.42525893  007.58357939
111  49.42529755  007.58341154
111  49.42519408  007.58305676
111  49.42534714  007.58253796
112  49.42538672  007.58236248  49.42540770  007.58232052
111  49.42543822  007.58229286
111  49.42514496  007.58234340
112  49.42520361  007.58238918  49.42522793  007.58241636
111  49.42523270  007.58248884
111  49.42475729  007.58402953
