I
1130 Generated by WorldEditor 2.1.0r1

1    495 1 0 LHBP Budapest Ferenc Liszt Intl
1302 city Budapest
111  47.42644648  019.24897813
111  47.42652495  019.24898620
111  47.42657766  019.24894016
111  47.42661599  019.24887642
111  47.42663755  019.24879143
111  47.42663575  019.24867280
111  47.42658753  019.24858188
111  47.42649385  019.24846063
111  47.42639203  019.24818472
111  47.42626493  019.24810493
111  47.42618923  019.24829675
111  47.42611853  019.24833425
111  47.42605901  019.24842118
111  47.42600086  019.24850848
111  47.42590922  019.24855905
113  47.42545423  019.24870029
110 1 0.25 288.0000 asphalt_1D.pol
111  47.42666329  019.24948284
111  47.42668825  019.24954022
111  47.42669484  019.24957352
111  47.42668340  019.24961605
111  47.42665424  019.24963118
111  47.42598928  019.24931515
111  47.42597764  019.24928257
111  47.42597806  019.24924937
111  47.42598970  019.24922662
111  47.42603791  019.24918963
111  47.42590928  019.24912971
111  47.42593039  019.24919709
111  47.42573315  019.25012736
111  47.42654752  019.25051075
111  47.42675166  019.24958771
113  47.42680365  019.24954800
110 1 0.25 54.0000 asphalt_1D.pol
111  47.43214023  019.23218618
111  47.43205032  019.23228285
111  47.43190644  019.23199039
111  47.43186996  019.23202961
111  47.43201321  019.23232079
111  47.43190910  019.23243273
111  47.43216546  019.23295382
113  47.43239597  019.23270600
110 2 0.25 144.0000 concrete_1D.pol
111  47.43186601  019.23248739
111  47.43157588  019.23280190
111  47.43145444  019.23255710
111  47.43140111  019.23261492
111  47.43152412  019.23286287
111  47.43150217  019.23288667
111  47.43176489  019.23341625
113  47.43213029  019.23302012
110 1 0.25 42.0000 asphalt_3D.pol
111  47.43650353  019.22581918
111  47.43675629  019.22631547
111  47.43675818  019.22641089
111  47.43685556  019.22630265
111  47.43680256  019.22627276
113  47.43654503  019.22577191
110 1 0.25 42.0000 asphalt_3D.pol
111  47.43552761  019.22686354
111  47.43582705  019.22745084
111  47.43587029  019.22740166
113  47.43556911  019.22681627
110 1 0.25 42.0000 asphalt_3D.pol
111  47.42580463  019.26244921
111  47.42571033  019.26254634
112  47.42584146  019.26287063  47.42587497  019.26300934
111  47.42590116  019.26319714
111  47.42613113  019.26513428
112  47.42617925  019.26541237  47.42620446  019.26552418
111  47.42626463  019.26566716
111  47.43003266  019.27092932
111  47.43011691  019.27079752
111  47.42634474  019.26552959
112  47.42627848  019.26533732  47.42625521  019.26523411
111  47.42623963  019.26509048
111  47.42600493  019.26317832
114  47.42593814  019.26281068  47.42590127  019.26265711
110 1 0.25 42.0000 asphalt_3D.pol
111  47.43019853  019.26926845
111  47.42965087  019.27015882
111  47.42973751  019.27027527
111  47.42990174  019.27000827
111  47.43037237  019.27064083
111  47.43044038  019.27053027
111  47.42996949  019.26989736
111  47.43020627  019.26951241
111  47.43081840  019.27033515
113  47.43089704  019.27020729
110 1 0.25 132.0000 asphalt_3D.pol
111  47.43044388  019.27094877
111  47.43117693  019.27192142
111  47.43164421  019.27115185
113  47.43091116  019.27017920
110 1 0.25 42.0000 asphalt_3D.pol
111  47.42799186  019.26695502
111  47.42788178  019.26714995
111  47.42780440  019.26720955
111  47.42774337  019.26713223
111  47.42752327  019.26658733
111  47.42745018  019.26659521
111  47.42773465  019.26730138
111  47.42823096  019.26797125
113  47.42845190  019.26760263
110 1 0.25 132.0000 asphalt_3L.pol
111  47.42876421  019.26739119
111  47.42838669  019.26799852
111  47.42834080  019.26799681
111  47.42826969  019.26790603
111  47.42823166  019.26797155
111  47.42832594  019.26810354
111  47.42842314  019.26809261
113  47.42881544  019.26745960
110 1 0.25 132.0000 asphalt_3D.pol
111  47.42952649  019.26620270
111  47.42943200  019.26617528
111  47.42943658  019.26627554
111  47.42897566  019.26702928
111  47.42886667  019.26703197
111  47.42823937  019.26619630
111  47.42812402  019.26637082
111  47.42860714  019.26701737
111  47.42866072  019.26693279
111  47.42881694  019.26713551
111  47.42882723  019.26728520
111  47.42876421  019.26739124
111  47.42881538  019.26745964
113  47.42963392  019.26615290
110 1 0.25 132.0000 asphalt_3D.pol
111  47.42901817  019.26424572
111  47.42890643  019.26441269
111  47.42886833  019.26435896
111  47.42854313  019.26486878
111  47.42857278  019.26490980
111  47.42855196  019.26494616
111  47.42849520  019.26495548
111  47.42801782  019.26574571
111  47.42872712  019.26673570
111  47.42909189  019.26613506
111  47.42891616  019.26587263
111  47.42856306  019.26577022
111  47.42834105  019.26612450
111  47.42822690  019.26596228
111  47.42870737  019.26518134
111  47.42864606  019.26509183
111  47.42865287  019.26497884
113  47.42906549  019.26432166
110 1 0.25 132.0000 asphalt_4D.pol
111  47.42988451  019.26541057
111  47.42988578  019.26557571
111  47.42980949  019.26569117
111  47.42975227  019.26563076
111  47.42970777  019.26562941
111  47.42959787  019.26582676
111  47.42959878  019.26589792
111  47.42964964  019.26595968
111  47.42959424  019.26606305
111  47.42952959  019.26608587
111  47.42946618  019.26606305
111  47.42932994  019.26589121
111  47.42933239  019.26574177
111  47.42955585  019.26537023
111  47.42937792  019.26512207
111  47.42917699  019.26545318
111  47.42931664  019.26563698
111  47.42927043  019.26569001
111  47.42919054  019.26571455
111  47.42911966  019.26564533
111  47.42909350  019.26568421
111  47.42905897  019.26563626
111  47.42893925  019.26583504
111  47.42897428  019.26590052
111  47.42900710  019.26600869
111  47.42909183  019.26613516
111  47.42917282  019.26601472
111  47.42928234  019.26598755
111  47.42943182  019.26617505
111  47.42952672  019.26620289
111  47.42963394  019.26615295
111  47.42994279  019.26564807
113  47.43004289  019.26562443
110 2 0.25 42.0000 concrete_2D.pol
111  47.43221866  019.27555714
111  47.43224419  019.27559554
111  47.43217401  019.27560498
111  47.43214295  019.27556426
111  47.43210872  019.27562128
111  47.43213899  019.27566295
111  47.43213081  019.27578929
111  47.43217743  019.27585003
111  47.43231347  019.27562557
113  47.43223805  019.27552459
110 1 0.25 42.0000 asphalt_3D.pol
111  47.43223811  019.27552469
111  47.43156447  019.27459021
111  47.43153864  019.27463178
113  47.43221875  019.27555725
110 1 0.25 42.0000 asphalt_3D.pol
111  47.43139331  019.27437734
111  47.43107913  019.27395248
111  47.43105013  019.27399915
113  47.43136431  019.27442402
110 1 0.25 222.0000 asphalt_6D.pol
111  47.43827613  019.27480411
111  47.43738862  019.27361859
111  47.43736800  019.27365343
111  47.43824833  019.27484135
111  47.43825926  019.27495944
113  47.43834962  019.27481326
110 1 0.25 222.0000 asphalt_4L.pol
111  47.43914474  019.27364623
111  47.43919996  019.27364723
111  47.43939019  019.27391114
111  47.43942177  019.27386033
111  47.43937130  019.27379081
111  47.43944602  019.27367889
111  47.43941902  019.27363807
111  47.43936687  019.27371609
111  47.43932269  019.27371881
111  47.43923575  019.27359222
113  47.43923359  019.27350225
110 1 0.25 220.0000 asphalt_2D.pol
111  47.44604370  019.23005843
111  47.44635224  019.23047770
111  47.44644582  019.23050795
111  47.44648775  019.23047014
111  47.44654963  019.23037941
111  47.44654809  019.23027884
111  47.44651383  019.23017828
111  47.44644378  019.23011855
111  47.44620534  019.23020233
111  47.44625046  019.23026067
111  47.44646064  019.23019525
111  47.44650128  019.23024882
111  47.44650659  019.23036380
111  47.44644968  019.23045211
111  47.44638023  019.23043043
111  47.44607187  019.23003348
111  47.44583408  019.22966477
111  47.44582892  019.22960162
111  47.44587163  019.22951996
111  47.44584512  019.22947858
111  47.44578989  019.22953520
111  47.44575455  019.22953084
111  47.44565511  019.22930209
113  47.44560740  019.22935697
110 1 0.25 195.0000 asphalt_6D.pol
111  47.44648678  019.23046985
111  47.44644673  019.23050829
111  47.44659715  019.23056752
113  47.44661036  019.23050892
110 1 0.25 212.0000 asphalt_6D.pol
111  47.44666308  019.23060672
111  47.44669522  019.23061590
111  47.44754941  019.23142599
111  47.44759421  019.23141147
111  47.44764391  019.23120731
111  47.44758513  019.23109756
111  47.44750475  019.23108849
111  47.44737397  019.23119756
111  47.44740486  019.23122803
111  47.44750597  019.23113386
111  47.44757777  019.23115200
111  47.44759618  019.23124002
111  47.44756016  019.23134448
111  47.44748435  019.23130571
111  47.44671629  019.23056545
113  47.44668541  019.23051009
110 2 0.25 127.0000 concrete_2D.pol
111  47.42845966  019.23538362
111  47.42799897  019.23606002
111  47.42829749  019.23637150
113  47.42865179  019.23568289
110 1 0.25 204.0000 asphalt_4D.pol
111  47.42552178  019.23813713
111  47.42627013  019.23859032
111  47.42651939  019.23782012
111  47.42643127  019.23775371
111  47.42621624  019.23839383
111  47.42571028  019.23805119
111  47.42613660  019.23753087
113  47.42609715  019.23750192
110 1 0.25 204.0000 asphalt_4D.pol
111  47.42651939  019.23782012
111  47.42688609  019.23808731
111  47.42727676  019.23686747
111  47.42707232  019.23642533
113  47.42609715  019.23750192
110 1 0.25 142.0000 asphalt_2L.pol
111  47.43398149  019.22839706
111  47.43409973  019.22862544
111  47.43442924  019.22822046
111  47.43440005  019.22816398
111  47.43439621  019.22806723
111  47.43443444  019.22797676
111  47.43451509  019.22797631
111  47.43459563  019.22813054
111  47.43453468  019.22819756
111  47.43472995  019.22858659
111  47.43479575  019.22851175
111  47.43481107  019.22854167
111  47.43487454  019.22846952
111  47.43476615  019.22826817
111  47.43555393  019.22737285
111  47.43548606  019.22724167
111  47.43563716  019.22707815
111  47.43552936  019.22686677
111  47.43548355  019.22691422
111  47.43554074  019.22703329
111  47.43464674  019.22801562
111  47.43456628  019.22785308
111  47.43547482  019.22683571
111  47.43552771  019.22686364
111  47.43556904  019.22681656
111  47.43556016  019.22673000
111  47.43564859  019.22663191
111  47.43566071  019.22665615
111  47.43578281  019.22652128
111  47.43577086  019.22649454
111  47.43638462  019.22580867
111  47.43645155  019.22578448
111  47.43650956  019.22581527
111  47.43654225  019.22576856
111  47.43653089  019.22568915
111  47.43655483  019.22561184
111  47.43661559  019.22572885
111  47.43744934  019.22495353
111  47.43775146  019.22461110
111  47.43758672  019.22427114
113  47.43754447  019.22440911
110 1 0.25 142.0000 asphalt_3D.pol
111  47.43409973  019.22862544
111  47.43413185  019.22868749
111  47.43353383  019.22935992
111  47.43357662  019.22944712
111  47.43447317  019.22848715
111  47.43462708  019.22880020
111  47.43354846  019.23005631
111  47.43359387  019.23014978
111  47.43494808  019.22861762
111  47.43487444  019.22846937
111  47.43481145  019.22854135
111  47.43479621  019.22851125
111  47.43465793  019.22866717
113  47.43442924  019.22822046
110 1 0.25 99.0000 asphalt_5D.pol
111  47.43819124  019.22329656
111  47.43824495  019.22321715
111  47.43833470  019.22320206
111  47.43846816  019.22342099
111  47.43882683  019.22349911
111  47.43880703  019.22367069
111  47.43870894  019.22347596
111  47.43867210  019.22346847
111  47.43880210  019.22372342
111  47.43874878  019.22419589
111  47.43878147  019.22415234
111  47.43885590  019.22346490
111  47.43848853  019.22338086
111  47.43834690  019.22315580
111  47.43823936  019.22316756
113  47.43817127  019.22327378
110 2 0.25 241.0000 concrete_2D.pol
111  47.44082893  019.22426264
111  47.44090293  019.22445794
111  47.44090759  019.22459004
111  47.44118160  019.22437545
111  47.44117594  019.22422668
113  47.44110759  019.22410256
110 2 0.25 340.0000 concrete_3D.pol
111  47.44046368  019.22126020
111  47.44063232  019.22193097
111  47.44066669  019.22191209
111  47.44066158  019.22189173
111  47.44068324  019.22187982
111  47.44067072  019.22183002
111  47.44064785  019.22184259
111  47.44054033  019.22141478
111  47.44056972  019.22139863
111  47.44055507  019.22134037
111  47.44052693  019.22135583
113  47.44049810  019.22124129
110 2 0.25 71.0000 concrete_3D.pol
111  47.44180759  019.22240092
111  47.44206880  019.22350518
111  47.44210583  019.22340988
111  47.44230265  019.22331161
113  47.44206297  019.22226755
110 1 0.25 250.0000 asphalt_3L.pol
111  47.44104793  019.22044735
111  47.44107627  019.22056756
111  47.44104742  019.22058095
111  47.44130430  019.22171082
111  47.44137072  019.22167154
111  47.44149726  019.22150328
111  47.44144591  019.22135391
111  47.44146053  019.22126654
113  47.44125113  019.22034994
110 1 0.25 251.0000 asphalt_5L.pol
111  47.44055463  019.22001819
111  47.44032455  019.22014477
111  47.44031119  019.22008713
111  47.44026289  019.22017612
111  47.44024755  019.22025007
111  47.44025647  019.22028785
111  47.44030095  019.22026711
111  47.44030865  019.22030000
111  47.44039261  019.22025697
111  47.44040105  019.22029169
111  47.44031789  019.22033653
111  47.44035523  019.22049469
111  47.44031832  019.22051294
111  47.44031645  019.22053914
111  47.44032807  019.22058278
111  47.44036184  019.22059364
111  47.44043999  019.22055341
111  47.44044973  019.22048467
113  47.44043829  019.22043781
110 1 0.25 139.0000 asphalt_3L.pol
111  47.44108166  019.21956024
111  47.44103700  019.21968341
111  47.44097181  019.21954989
111  47.44098136  019.21953682
111  47.44083612  019.21934003
111  47.44081382  019.21937881
111  47.44095741  019.21957356
111  47.44102860  019.21971131
111  47.44101086  019.21975785
111  47.44090344  019.21988905
