I
1130 Generated by WorldEditor 2.0.0r4

1    309 1 0 EDFM Mannheim City
1302 city Mannheim
111  49.47569109  008.51831522
111  49.47568924  008.51843764
112  49.47565171  008.51847801  49.47561621  008.51847436
111  49.47565171  008.51847801
111  49.47545421  008.51846078
112  49.47545421  008.51846078  49.47541984  008.51845029
113  49.47542441  008.51841192
111  49.47564984  008.51858182
112  49.47564984  008.51858182  49.47568139  008.51858728
111  49.47567534  008.51863732
111  49.47567084  008.51871525
111  49.47543116  008.51869101
111  49.47543164  008.51862763
112  49.47546830  008.51858018  49.47550154  008.51857717
113  49.47546830  008.51858018
111  49.47595872  008.51872678
112  49.47595872  008.51872678  49.47596157  008.51868452
112  49.47603835  008.51869287  49.47605959  008.51870576
111  49.47603835  008.51869287
112  49.47603835  008.51869287  49.47604988  008.51872248
112  49.47603922  008.51888451  49.47602284  008.51889569
114  49.47595891  008.51889629  49.47594593  008.51888002
111  49.47592626  008.51976667
112  49.47592626  008.51976667  49.47595171  008.51972253
112  49.47601602  008.51977181  49.47602915  008.51979275
112  49.47600507  008.51998456  49.47598646  008.52001725
111  49.47600507  008.51998456
112  49.47592449  008.51997955  49.47589077  008.51993441
113  49.47592449  008.51997955
112  49.47708867  008.51975086  49.47705653  008.51974118
111  49.47705788  008.51968394
111  49.47706845  008.51942942
112  49.47706845  008.51942942  49.47707473  008.51935414
111  49.47714513  008.51937119
113  49.47712650  008.51972957
111  49.47713913  008.51835160
111  49.47728416  008.51836026
111  49.47727066  008.51861309
111  49.47712004  008.51860193
112  49.47712004  008.51860193  49.47709069  008.51858258
111  49.47709884  008.51852408
111  49.47710292  008.51839590
114  49.47710292  008.51839590  49.47710501  008.51833999
111  49.47687238  008.51792630
112  49.47687238  008.51792630  49.47687427  008.51788775
111  49.47689775  008.51788705
111  49.47692827  008.51788705
111  49.47692520  008.51801872
111  49.47707706  008.51803017
111  49.47706962  008.51820621
111  49.47689107  008.51817472
112  49.47686481  008.51812552  49.47686445  008.51808248
113  49.47686481  008.51812552
111  49.47689845  008.51779567
112  49.47688077  008.51775241  49.47688113  008.51771047
111  49.47689873  008.51770814
111  49.47693292  008.51770825
113  49.47693177  008.51779688
111  49.47690096  008.51762272
112  49.47688413  008.51757558  49.47688449  008.51752978
111  49.47690259  008.51752716
111  49.47693634  008.51752781
113  49.47693507  008.51762513
111  49.47659370  008.51751653
112  49.47657397  008.51746657  49.47657397  008.51742469
111  49.47659444  008.51741836
111  49.47663868  008.51741836
113  49.47663801  008.51751941
111  49.47659257  008.51768931
112  49.47657115  008.51764424  49.47657115  008.51760357
111  49.47659407  008.51760172
111  49.47663529  008.51760460
113  49.47663417  008.51768970
111  49.47658898  008.51786428
112  49.47657036  008.51782239  49.47657036  008.51778719
111  49.47659079  008.51777969
111  49.47663219  008.51778087
113  49.47663070  008.51786722
111  49.47655506  008.51796403
111  49.47676420  008.51797033
111  49.47676505  008.51788446
111  49.47682000  008.51790658
111  49.47681070  008.51814728
111  49.47679041  008.51816419
113  49.47655116  008.51813947
111  49.47626297  008.51787282
111  49.47629583  008.51787287
111  49.47629425  008.51797878
111  49.47649735  008.51799653
111  49.47649482  008.51813664
113  49.47625900  008.51813034
111  49.47595050  008.51796707
112  49.47595050  008.51796707  49.47595995  008.51792694
111  49.47599206  008.51792931
111  49.47620672  008.51793841
111  49.47620543  008.51806007
112  49.47620543  008.51806007  49.47620380  008.51809268
112  49.47616978  008.51812367  49.47615609  008.51812868
111  49.47616978  008.51812367
111  49.47597071  008.51811613
112  49.47594387  008.51806852  49.47594257  008.51802367
113  49.47594387  008.51806852
112  49.47603429  008.51823007  49.47608955  008.51822616
111  49.47603429  008.51823007
111  49.47641785  008.51825193
112  49.47655405  008.51831825  49.47659917  008.51833874
111  49.47655405  008.51831825
112  49.47655298  008.51852064  49.47655453  008.51852574
111  49.47655298  008.51852064
112  49.47660761  008.51851777  49.47660848  008.51850451
111  49.47660761  008.51851777
112  49.47661186  008.51830655  49.47661982  008.51828350
111  49.47661186  008.51830655
112  49.47670097  008.51827867  49.47679008  008.51825079
111  49.47670097  008.51827867
112  49.47669973  008.51839672  49.47669726  008.51849383
111  49.47669973  008.51839672
112  49.47678015  008.51840244  49.47685191  008.51841005
111  49.47678015  008.51840244
112  49.47678386  008.51828819  49.47678569  008.51820776
111  49.47678386  008.51828819
112  49.47681369  008.51828739  49.47684352  008.51828658
111  49.47681369  008.51828739
111  49.47680348  008.51888428
111  49.47647796  008.51887965
111  49.47646052  008.51888000
111  49.47647988  008.51838437
111  49.47613568  008.51836059
112  49.47605694  008.51850629  49.47602455  008.51850922
111  49.47605694  008.51850629
111  49.47600113  008.51850458
112  49.47600113  008.51850458  49.47597953  008.51847917
114  49.47595400  008.51837846  49.47595400  008.51830808
112  49.47652800  008.51993458  49.47652864  008.51993657
111  49.47652800  008.51993458
112  49.47652800  008.51993458  49.47653626  008.51996034
111  49.47647495  008.52002915
111  49.47632668  008.52002069
111  49.47632653  008.51990365
111  49.47640980  008.51991321
111  49.47641293  008.51973899
111  49.47646681  008.51974221
111  49.47646657  008.51978062
111  49.47653369  008.51978381
111  49.47652910  008.51992443
112  49.47651806  008.51992887  49.47654682  008.51993805
111  49.47651806  008.51992887
114  49.47651806  008.51992887  49.47652371  008.51993068
110 1 0.00 3.0000 New Taxiway 2
111  49.47255521  008.52116524
111  49.47252923  008.52154677
111  49.47253159  008.52154713 102
111  49.47354900  008.52164677
112  49.47354900  008.52164677  49.47356988  008.52164712
111  49.47357179  008.52167742
111  49.47356489  008.52186444
111  49.47353678  008.52186251
111  49.47353331  008.52200412
111  49.47363031  008.52200901
111  49.47363432  008.52186641
111  49.47361453  008.52186639
111  49.47362012  008.52171092
112  49.47365605  008.52165681  49.47368049  008.52165428
111  49.47365605  008.52165681 102
111  49.47386324  008.52167043
112  49.47396062  008.52188643  49.47395707  008.52208812
111  49.47396062  008.52188643
112  49.47396062  008.52188643  49.47396297  008.52204437
112  49.47412855  008.52224932  49.47427975  008.52232649
111  49.47412855  008.52224932
111  49.47413652  008.52205536
112  49.47405410  008.52187672  49.47405940  008.52175987
111  49.47405410  008.52187672
112  49.47405410  008.52187672  49.47406999  008.52174628
111  49.47423812  008.52169275
111  49.47441013  008.52171011
112  49.47450608  008.52182629  49.47450883  008.52194152
111  49.47450608  008.52182629
112  49.47450608  008.52182629  49.47450663  008.52188106
112  49.47449699  008.52202501  49.47448404  008.52208842
111  49.47449699  008.52202501
112  49.47449699  008.52202501  49.47448404  008.52209114
111  49.47440657  008.52207294
111  49.47440118  008.52226911
112  49.47454668  008.52222264  49.47459459  008.52216783
111  49.47454668  008.52222264
111  49.47465167  008.52188666
112  49.47475039  008.52174481  49.47486953  008.52171193
111  49.47475039  008.52174481 102
111  49.47544077  008.52179306
112  49.47544077  008.52179306  49.47547373  008.52180296
111  49.47547065  008.52186142
111  49.47546133  008.52218376
111  49.47556788  008.52218481
111  49.47557254  008.52188136
112  49.47560556  008.52181078  49.47563413  008.52180720
111  49.47560556  008.52181078
111  49.47573521  008.52182845
112  49.47573521  008.52182845  49.47577943  008.52184342
111  49.47578014  008.52191190
111  49.47578028  008.52215690
111  49.47586772  008.52216031
111  49.47586752  008.52192203
112  49.47591592  008.52184000  49.47596103  008.52184000
111  49.47591592  008.52184000
111  49.47632826  008.52187298
111  49.47633251  008.52173114
111  49.47590299  008.52169496
112  49.47590299  008.52169496  49.47586170  008.52166796
112  49.47600401  008.52156415  49.47607276  008.52156036
111  49.47600401  008.52156415
111  49.47576094  008.52156065
112  49.47566416  008.52167621  49.47555988  008.52167621
111  49.47566416  008.52167621
111  49.47545639  008.52165652
112  49.47545639  008.52165652  49.47538855  008.52157974
112  49.47547207  008.52145158  49.47550812  008.52145134
111  49.47547207  008.52145158
111  49.47533076  008.52143967
112  49.47525043  008.52164009  49.47516720  008.52163466
111  49.47525043  008.52164009 102
111  49.47313116  008.52145170
112  49.47313116  008.52145170  49.47293248  008.52143285 102
111  49.47294173  008.52121433 102
111  49.47294284  008.52118932
111  49.47294910  008.52097167 102
111  49.47295725  008.52076559
112  49.47295725  008.52076559  49.47296050  008.52049324 102
111  49.47281525  008.52042341 102
111  49.47269094  008.52037687
112  49.47269094  008.52037687  49.47260787  008.52033023 102
111  49.47261493  008.52030049
111  49.47261113  008.52029933
111  49.47260258  008.52054468
111  49.47260609  008.52054411 102
111  49.47276651  008.52056374 102
112  49.47286497  008.52075639  49.47286467  008.52092660
111  49.47286497  008.52075639 102
111  49.47284858  008.52128737
112  49.47284858  008.52128737  49.47284579  008.52135960 102
112  49.47269122  008.52140007  49.47256342  008.52138362
111  49.47269122  008.52140007
112  49.47269122  008.52140007  49.47266528  008.52139799 102
112  49.47255884  008.52116527  49.47256633  008.52098520
113  49.47255884  008.52116527
110 1 0.00 93.0000 main taxiway
111  49.47286759  008.50635399
111  49.47286412  008.50637405 102
111  49.47238024  008.50766075 102
112  49.47236226  008.50785670  49.47236181  008.50800386
111  49.47236226  008.50785670 102
111  49.47228154  008.51034046
111  49.47195100  008.51031428
111  49.47194450  008.51050761
111  49.47227209  008.51052849 102
111  49.47205862  008.51683050
112  49.47202059  008.51686390  49.47199299  008.51686606
111  49.47202059  008.51686390
111  49.47178362  008.51687679
111  49.47178374  008.51698204
111  49.47202151  008.51697934
112  49.47202151  008.51697934  49.47204989  008.51698493
111  49.47205056  008.51701302 102
111  49.47192530  008.52069804
112  49.47192530  008.52069804  49.47194564  008.52089202 102
111  49.47209255  008.52114077
112  49.47209255  008.52114077  49.47223064  008.52134458 102
112  49.47252923  008.52154677  49.47280147  008.52157512
111  49.47252923  008.52154677
111  49.47255521  008.52116524 102
111  49.47257074  008.52075515
111  49.47257117  008.52074617
111  49.47238257  008.52072997
111  49.47238260  008.52075751 102
111  49.47237519  008.52109587 102
112  49.47234430  008.52125380  49.47231119  008.52126800
111  49.47234430  008.52125380
112  49.47234430  008.52125380  49.47228621  008.52127638 102
111  49.47215280  008.52102923 102
112  49.47201751  008.52062484  49.47201494  008.52046753
111  49.47201751  008.52062484
112  49.47201751  008.52062484  49.47200841  008.52045180 102
111  49.47222579  008.51444054
112  49.47222579  008.51444054  49.47225166  008.51427573 102
111  49.47237578  008.51428293 102
111  49.47248538  008.51429618
112  49.47248538  008.51429618  49.47256256  008.51432676 102
111  49.47258858  008.51444356
111  49.47258950  008.51444356
111  49.47260333  008.51404070
111  49.47260206  008.51404106 102
112  49.47250539  008.51415059  49.47245488  008.51415284
111  49.47250539  008.51415059 102
111  49.47237763  008.51414133 102
112  49.47224318  008.51395764  49.47223263  008.51378108
111  49.47224318  008.51395764 102
111  49.47238052  008.50991990
112  49.47238052  008.50991990  49.47238453  008.50979366 102
111  49.47243379  008.50973137 102
111  49.47255860  008.50962628
112  49.47255860  008.50962628  49.47269466  008.50953291 102
112  49.47274876  008.50976931  49.47275060  008.50980758
111  49.47274876  008.50976931
111  49.47274976  008.50978161
111  49.47276640  008.50930989 102
111  49.47245571  008.50955817 102
112  49.47239729  008.50949242  49.47239689  008.50938988
111  49.47239729  008.50949242 102
111  49.47244544  008.50787689 102
112  49.47246197  008.50771724  49.47248037  008.50765957
111  49.47246197  008.50771724 102
111  49.47272166  008.50702589
112  49.47272166  008.50702589  49.47280715  008.50687775 102
111  49.47284108  008.50708474
113  49.47284296  008.50709103
110 3 0.00 3.0000 New Taxiway 2
111  49.47294284  008.52118932
111  49.47533190  008.52139582
111  49.47533787  008.52118787
111  49.47494100  008.52115195
113  49.47294910  008.52097167
110 1 0.00 0.0000 New Taxiway 1
111  49.47623573  008.52141784
111  49.47639667  008.52142748
111  49.47639714  008.52139541
113  49.47623666  008.52138516
110 2 0.00 6.0000 New Taxiway 25
111  49.47670083  008.52036102
111  49.47669341  008.52054069
111  49.47690579  008.52056711
113  49.47691388  008.52040075
110 1 0.00 93.0000 09 circle pad
111  49.47310175  008.50611028
111  49.47310182  008.50610966 20 102
111  49.47330672  008.50551753
112  49.47330672  008.50551753  49.47334212  008.50526667 20 102
112  49.47301539  008.50528397  49.47288167  008.50549302
111  49.47301539  008.50528397 20 102
111  49.47289815  008.50555371 20 102
111  49.47287705  008.50609149
113  49.47287704  008.50609186
110 2 0.00 10.0000 auto parking lot
111  49.47741477  008.52031211
111  49.47716510  008.52028396
111  49.47709985  008.52059679
111  49.47690579  008.52056711
111  49.47669341  008.52054069
111  49.47669892  008.52039969
111  49.47663270  008.52040015
111  49.47654465  008.52040023
111  49.47644226  008.52039485
111  49.47638624  008.52198235
111  49.47606242  008.52196056
111  49.47604896  008.52231991
111  49.47595018  008.52281208
111  49.47604708  008.52285156
111  49.47599317  008.52315125
111  49.47593459  008.52352237
111  49.47630683  008.52366578
111  49.47673475  008.52321176
111  49.47691042  008.52301530
111  49.47704932  008.52277251
111  49.47711965  008.52253310
111  49.47714741  008.52215504
111  49.47719493  008.52151656
113  49.47725910  008.52097685
110 2 0.00 0.0000 New Taxiway 48
111  49.47646657  008.51978062
111  49.47646681  008.51974221
111  49.47641293  008.51973899
111  49.47640980  008.51991321
111  49.47652910  008.51992443
113  49.47653369  008.51978381
110 3 0.00 0.0000 grass parking
111  49.47520820  008.52016928
111  49.47494788  008.52017994
111  49.47494100  008.52115195
111  49.47533787  008.52118787
111  49.47536817  008.52029435
111  49.47527203  008.52009318
113  49.47520715  008.52010753
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.47657172  008.51949345
111  49.47657161  008.51959454
111  49.47676030  008.51959313
113  49.47676298  008.51949051
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.47654702  008.51909765
111  49.47654691  008.51919874
111  49.47673664  008.51919733
113  49.47673933  008.51909472
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.47605447  008.51962809
111  49.47605438  008.51972918
111  49.47621651  008.51972776
113  49.47621881  008.51962515
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.47606019  008.51927138
111  49.47606010  008.51937247
111  49.47621309  008.51937106
113  49.47621526  008.51926845
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.47607021  008.51890147
111  49.47607011  008.51900256
111  49.47622653  008.51900115
113  49.47622875  008.51889853
110 1 0.25 90.0000 lib/airport/pavement/asphalt_3L.pol
111  49.47440111  008.52227001
111  49.47439345  008.52261190
111  49.47444595  008.52261012
112  49.47447476  008.52226316  49.47451755  008.52211538
111  49.47447476  008.52226316
114  49.47447476  008.52226316  49.47445859  008.52227094
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.47372096  008.50891288
111  49.47372311  008.50903872
111  49.47406956  008.50904866
113  49.47407171  008.50891951
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.47267432  008.52071256
111  49.47266936  008.52086417
111  49.47276755  008.52087177
113  49.47277250  008.52072016
130 Airport Boundary 1
111  49.47348929  008.50428811
111  49.47336628  008.50419115
111  49.47271294  008.50566290
111  49.47188676  008.50779922
111  49.47173502  008.50881314
111  49.47206174  008.50878811
111  49.47199970  008.51038341
111  49.47178065  008.51680602
111  49.47163022  008.52140745
111  49.47192335  008.52160114
111  49.47339074  008.52242581
111  49.47450859  008.52297607
111  49.47546444  008.52335369
111  49.47630729  008.52367220
111  49.47673789  008.52321839
111  49.47691449  008.52302130
111  49.47705279  008.52277738
111  49.47712509  008.52253511
111  49.47715281  008.52215591
111  49.47719916  008.52152033
111  49.47726536  008.52098065
111  49.47745394  008.52014576
111  49.47753331  008.51872116
111  49.47756202  008.51715194
111  49.47693000  008.51707079
111  49.47686465  008.51688469
111  49.47521336  008.51671447
111  49.47528421  008.51394388
111  49.47643314  008.51402578
111  49.47646145  008.51341950
111  49.47530628  008.51333431
111  49.47534671  008.51202374
111  49.47542478  008.50981419
111  49.47412834  008.50959880
111  49.47419752  008.50813826
111  49.47398598  008.50820875
111  49.47359348  008.50831313
111  49.47363202  008.50708232
111  49.47362144  008.50697459
111  49.47367351  008.50549175
111  49.47369660  008.50483047
111  49.47370591  008.50453411
113  49.47348305  008.50451649
120 Linear Feature 3
112  49.47601369  008.51891231  49.47600677  008.51907216 30
115  49.47599847  008.51975099
120 Linear Feature 16
111  49.47625307  008.52074662 30
111  49.47623977  008.52074662 30
111  49.47625135  008.52030428 30
112  49.47624051  008.52028950  49.47622943  008.52028912 30
111  49.47599570  008.52027699 30
111  49.47596270  008.52153841 30
111  49.47620702  008.52155319 30
112  49.47621958  008.52153727  49.47622007  008.52152325 30
111  49.47622475  008.52132426 30
115  49.47623682  008.52132501
120 Linear Feature 1
112  49.47585036  008.52065731  49.47585507  008.52051321 24
112  49.47602253  008.52053284  49.47613674  008.52060362
111  49.47602253  008.52053284 24
111  49.47609854  008.52058315
112  49.47609854  008.52058315  49.47615232  008.52064443 24
112  49.47616763  008.52069890  49.47616578  008.52076447
111  49.47616763  008.52069890 24
115  49.47616209  008.52086979
120 Linear Feature 2
111  49.47585712  008.52041837 24
111  49.47586214  008.52024042 24
111  49.47587618  008.51974871 24
111  49.47588238  008.51949580 1
111  49.47589544  008.51897906 1
111  49.47590296  008.51869523
112  49.47590296  008.51869523  49.47590848  008.51856612 1
111  49.47591291  008.51832289
112  49.47591291  008.51832289  49.47591843  008.51819378 1
112  49.47603311  008.51817027  49.47607169  008.51817404
111  49.47603311  008.51817027 1
115  49.47694027  008.51824271
120 Linear Feature 13
112  49.47582336  008.52161874  49.47582827  008.52154593 24
112  49.47591610  008.52146997  49.47597228  008.52147231
111  49.47591610  008.52146997 24
111  49.47605488  008.52147823
112  49.47605488  008.52147823  49.47614766  008.52148181 24
111  49.47615088  008.52130268 24
115  49.47615601  008.52114636
120 Linear Feature 14
112  49.47583473  008.52120793  49.47584057  008.52106953 24
112  49.47594004  008.52100414  49.47598897  008.52100543
111  49.47594004  008.52100414 24
115  49.47618611  008.52101768
120 Linear Feature 1
111  49.47270455  008.52081262 1
115  49.47268008  008.52084837
120 Linear Feature 1
111  49.47270662  008.52081587 1
115  49.47268214  008.52085163
120 Linear Feature 1
111  49.47270625  008.52081412 1
115  49.47268116  008.52085076
120 Linear Feature 1
111  49.47270563  008.52081325 1
115  49.47268064  008.52085012
120 Linear Feature 20
111  49.47276085  008.52073822 24
111  49.47276039  008.52075045 24
111  49.47275877  008.52075188 24
111  49.47275917  008.52073688 24
111  49.47275755  008.52073599 24
111  49.47275726  008.52075197 24
111  49.47275558  008.52075174 24
111  49.47275582  008.52073670 24
111  49.47275417  008.52073733 24
111  49.47275424  008.52075010 24
111  49.47275250  008.52074911 24
115  49.47275285  008.52073837
120 Linear Feature 20
111  49.47273394  008.52073690 24
111  49.47273358  008.52074858 24
111  49.47273196  008.52074944 24
111  49.47273236  008.52073501 24
111  49.47273074  008.52073488 24
111  49.47273045  008.52075029 24
111  49.47272877  008.52074977 24
111  49.47272919  008.52073516 24
111  49.47272744  008.52073578 24
111  49.47272743  008.52074822 24
111  49.47272569  008.52074724 24
115  49.47272593  008.52073694
120 Linear Feature 18
112  49.47273563  008.52074252  49.47273571  008.52073686 24
112  49.47273003  008.52073365  49.47272644  008.52073339 24
112  49.47272450  008.52074190  49.47272425  008.52074653 24
114  49.47273010  008.52075078  49.47273353  008.52075103 24
120 Linear Feature 18
112  49.47276249  008.52074452  49.47276258  008.52073886 24
112  49.47275664  008.52073500  49.47275305  008.52073475 24
112  49.47275066  008.52074372  49.47275040  008.52074835 24
114  49.47275651  008.52075324  49.47275993  008.52075349 24
120 Linear Feature 15
111  49.47276249  008.52074452 24
115  49.47272450  008.52074190
120 Linear Feature 14
111  49.47269444  008.52076794 24
115  49.47271635  008.52076911
120 Linear Feature 13
111  49.47269415  008.52075017 24
115  49.47271731  008.52075162
120 Linear Feature 12
111  49.47268616  008.52073386 24
111  49.47270613  008.52073502 24
115  49.47270523  008.52077950
120 Linear Feature 3
111  49.47277155  008.52072159 24
111  49.47276652  008.52087021 24
111  49.47267048  008.52086279 24
113  49.47267519  008.52071417 24
120 Linear Feature 8
111  49.47327300  008.52154275 1
115  49.47256760  008.52148418
120 Linear Feature 7
111  49.47390359  008.52159613 1
115  49.47332963  008.52154751
120 main taxi line
111  49.47288659  008.50647431 1
111  49.47268493  008.50699241 1
111  49.47245941  008.50756894 1
112  49.47241594  008.50774114  49.47241350  008.50780512
111  49.47241594  008.50774114 1
111  49.47234232  008.50983898 1
111  49.47218160  008.51444182 1
111  49.47197267  008.52061531
112  49.47197267  008.52061531  49.47196928  008.52080792 1
111  49.47211396  008.52106745
112  49.47211396  008.52106745  49.47218300  008.52118335 1
112  49.47249215  008.52147733  49.47266337  008.52149187
111  49.47249215  008.52147733 1
115  49.47256760  008.52148418
120 main taxi line
111  49.47573394  008.52175290 1
112  49.47582103  008.52191581  49.47582457  008.52206890
111  49.47582103  008.52191581 1
115  49.47582109  008.52213208
120 tank taxi 3
112  49.47469769  008.52166327  49.47459170  008.52165877 1
115  49.47459894  008.52184113
120 tank taxi 2
112  49.47412065  008.52161453  49.47402126  008.52160708 1
116  49.47399769  008.52179092  49.47399830  008.52187762
120 tank taxi 1
112  49.47390359  008.52159613  49.47399983  008.52160425 1
111  49.47399769  008.52179092 1
111  49.47399762  008.52197276
112  49.47399762  008.52197276  49.47401470  008.52212918 1
112  49.47416135  008.52216581  49.47421352  008.52217016
111  49.47416135  008.52216581 1
111  49.47440396  008.52218531
112  49.47440396  008.52218531  49.47455029  008.52220624 1
112  49.47459186  008.52195127  49.47460611  008.52186857
111  49.47459186  008.52195127
112  49.47459186  008.52195127  49.47459963  008.52189248 1
116  49.47451523  008.52164780  49.47441032  008.52163060
120 Linear Feature 1
111  49.47603304  008.51967545 1
115  49.47617558  008.51967984
120 Linear Feature 1
111  49.47604091  008.51932086 1
115  49.47618095  008.51932417
120 Linear Feature 1
111  49.47604841  008.51895227 1
115  49.47619385  008.51895526
120 Linear Feature 1
111  49.47605212  008.51859945 1
115  49.47623126  008.51860552
120 Linear Feature 20
111  49.47715253  008.51919663 1
115  49.47706048  008.51918732
120 Linear Feature 12
