I
1000 Generated by WorldEditor 2.2.0r2

1    519 1 0 EDTK Sinsheim
1302 city Karlsruhe
112  49.24566909  008.90006534  49.24560459  008.90000496
112  49.24565498  008.89949303  49.24583468  008.89901885
112  49.24639318  008.89775660  49.24652425  008.89738523
114  49.24849738  008.89182950  49.24853232  008.89174029
130 Airport Boundary
111  49.24939815  008.88633189
111  49.24913531  008.88614180
111  49.24881047  008.88717301
111  49.24886675  008.88745593
111  49.24853633  008.88842847
111  49.24820602  008.88936208
111  49.24733230  008.89112411
111  49.24696050  008.89181823
111  49.24747637  008.89234149
111  49.24643069  008.89539914
111  49.24613557  008.89617512
111  49.24439720  008.90042672
111  49.24560344  008.90163065
111  49.24608876  008.90041104
111  49.24563587  008.90000535
111  49.24911950  008.89148850
111  49.24987425  008.89220114
111  49.25056927  008.88766322
111  49.25010923  008.88722929
111  49.25054763  008.88616797
113  49.24973815  008.88543421
20  49.24655258  008.89514538 298.4900 0 2 {@Y}_1_/_2_{@@}_1_/_2_
20  49.24681845  008.89535985 298.4900 0 2 {@Y}_1_/_2_{@@}_1_/_2_
20  49.24480321  008.90012340 298.2300 0 1 {@Y}_{@R}_{@Y}_{@@}{@Y}_{@R}_{@Y}_
20  49.24505050  008.90032734 298.2300 0 1 {@Y}_{@R}_{@Y}_{@@}{@Y}_{@R}_{@Y}_
20  49.24819318  008.89052459 298.2300 0 1 {@Y}_{@R}_{@Y}_{@@}{@Y}_{@R}_{@Y}_
20  49.24844047  008.89072853 298.2300 0 1 {@Y}_{@R}_{@Y}_{@@}{@Y}_{@R}_{@Y}_
14  49.24907851  008.88778650  16.40 0 Tower Viewpoint
1300  49.24979788  008.88633345 128.66 hangar props|helos Hangars
1300  49.24915605  008.88736720   4.05 tie_down props|helos Grass apron northwest 1
1300  49.24922998  008.88703014  27.17 tie_down props|helos Grass apron northwest 2
1300  49.24936543  008.88684079  63.17 tie_down props|helos Grass apron northwest 3
1300  49.25029525  008.88801678 213.80 tie_down props|helos Grass apron northwest 4
1300  49.24885870  008.89145797 212.86 tie_down props|helos Grass apron northwest 5
1300  49.24876266  008.89174591 206.31 tie_down props|helos Grass apron northwest 6
1300  49.24550977  008.90113376 210.63 tie_down props|helos Grass apron southeast 1
1300  49.24564422  008.90077228 211.77 tie_down props|helos Grass apron southeast 2
1300  49.24577456  008.90039189 210.29 tie_down props|helos Grass apron southeast 3
19  49.24474138  008.89969454 0 Windsock 30
19  49.24914580  008.88716584 0 Windsock 12
54 12247 Sinsheim Info
99
