I
1130 Generated by WorldEditor 2.0.0r4

1   1703 0 0 ETSF [X] Fürstenfeldbruck AB
1302 city Fürstenfeldbruck
111  48.20165033  011.26945382
111  48.20165144  011.26952506
111  48.20071589  011.27195016
111  48.20092572  011.27192558
111  48.20168254  011.26997006
111  48.20197077  011.26974576
111  48.20311535  011.26982112
111  48.20318591  011.26993596
111  48.20301251  011.27571880
111  48.20318762  011.27572143
111  48.20335575  011.26995209
111  48.20344425  011.26984981
111  48.20495822  011.26994797
112  48.20520579  011.27015255  48.20531223  011.27031944
111  48.20532061  011.27050966
111  48.20536366  011.26925888
112  48.20519503  011.26964470  48.20506945  011.26977570
111  48.20496898  011.26978108
111  48.20343212  011.26966983
111  48.20336753  011.26955857
111  48.20342780  011.26755758
111  48.20348760  011.26749118
111  48.20385717  011.26751451
111  48.20386793  011.26725431
111  48.20349239  011.26721304
111  48.20343857  011.26715741
111  48.20350315  011.26484434
111  48.20354980  011.26469001
111  48.20374355  011.26470796
111  48.20376149  011.26488920
111  48.20398155  011.26488920
111  48.20399112  011.26456620
111  48.20365744  011.26454825
111  48.20361199  011.26446212
111  48.20377584  011.26380713
111  48.20393850  011.26368331
111  48.20548712  011.26377584
111  48.20552935  011.26384326
111  48.20554014  011.26358978
111  48.20549790  011.26362484
111  48.20397033  011.26352372
111  48.20390203  011.26337002
111  48.20520106  011.25839978
111  48.20523814  011.25750430
111  48.20532784  011.25740381
111  48.20563282  011.25740022
111  48.20572371  011.25754737
111  48.20575003  011.25679905
111  48.20505395  011.25677393
111  48.20500850  011.25847873
111  48.20445715  011.26054780
113  48.20479600  011.24939732
110 2 0.00 0.0000 New Taxiway 12
111  48.20092572  011.27192558
111  48.20071589  011.27195016
111  48.20076654  011.27347107
111  48.20014425  011.27352238
111  48.20017714  011.27490600
111  48.19999691  011.27493364
111  48.20000612  011.27524944
111  48.20020872  011.27522773
111  48.20035025  011.27919234
111  48.20088671  011.27914935
111  48.20099288  011.28216622
111  48.20165549  011.28291760
111  48.20171905  011.28280778
111  48.20176143  011.28285402
111  48.20185773  011.28264017
111  48.20182499  011.28259682
111  48.20186736  011.28249278
111  48.20273029  011.28253612
111  48.20280926  011.28261415
111  48.20277717  011.28358232
111  48.20275983  011.28397246
111  48.20280028  011.28404760
111  48.20281184  011.28412852
111  48.20297637  011.28420227
111  48.20429142  011.28543710
111  48.20486928  011.28548177
111  48.20583164  011.28553592
111  48.20686565  011.28474190
111  48.20680611  011.28458162
111  48.20580187  011.28532310
111  48.20540263  011.28531784
111  48.20527480  011.28510765
111  48.20488256  011.28527842
111  48.20432222  011.28524688
111  48.20308490  011.28408837
111  48.20311197  011.28402149
111  48.20299576  011.28389968
111  48.20295278  011.28373011
111  48.20318762  011.27572143
111  48.20301251  011.27571880
111  48.20299500  011.27603407
111  48.20105482  011.27589482
111  48.20104956  011.27561634
111  48.20100579  011.27432641
111  48.20110910  011.27425022
111  48.20116513  011.27406369
111  48.20099528  011.27397437
111  48.20094450  011.27247690
111  48.20105482  011.27228775
111  48.20105482  011.27206181
113  48.20093574  011.27210647
110 2 0.00 0.0000 New Taxiway 11
111  48.20181816  011.26946917
111  48.20187244  011.26928790
111  48.20179364  011.26922748
111  48.20159402  011.26926426
111  48.20149771  011.26945341
111  48.20082005  011.26940350
111  48.20078678  011.26932205
111  48.20080954  011.26860748
111  48.19947348  011.26845775
111  48.19937717  011.27008128
111  48.19996903  011.27015484
111  48.19996727  011.27041549
112  48.20033133  011.27053472  48.20039798  011.27065780
111  48.20042106  011.27083858
111  48.20041849  011.27114244
111  48.20068768  011.27113090
111  48.20071589  011.27195016
111  48.20165144  011.26952506
113  48.20165033  011.26945382
110 2 0.00 0.0000 New Taxiway 10
111  48.20327720  011.26665257
111  48.20311785  011.26658952
111  48.20308458  011.26673401
111  48.20316863  011.26703352
113  48.20326494  011.26708344
110 2 0.00 0.0000 New Taxiway 9
111  48.20331572  011.26504733
111  48.20303380  011.26524700
111  48.20306182  011.26537311
113  48.20330697  011.26554125
110 2 0.00 0.0000 New Taxiway 8
111  48.20356339  011.26390058
111  48.20349392  011.26394183
111  48.20339117  011.26388104
111  48.20316686  011.26237634
112  48.20307135  011.26228731  48.20299465  011.26231337
111  48.20297873  011.26245016
111  48.20300768  011.26268466
111  48.20305977  011.26276934
111  48.20313937  011.26285402
111  48.20324356  011.26359226
111  48.20313358  011.26374425
111  48.20302938  011.26378115
111  48.20261405  011.26382240
111  48.20246065  011.26356619
111  48.20196572  011.26361830
111  48.20197151  011.26405472
111  48.20294979  011.26396788
111  48.20337381  011.26420672
113  48.20343459  011.26438043
110 2 0.00 0.0000 New Taxiway 7
111  48.20454151  011.25209299
112  48.20444122  011.25233184  48.20437914  011.25239155
111  48.20428044  011.25243215
111  48.20421518  011.25210254
111  48.20410215  011.25214315
111  48.20400027  011.25240349
111  48.20402415  011.25255157
111  48.20356657  011.25276764
111  48.20347830  011.25242674
111  48.20336397  011.25249405
111  48.20326556  011.25275026
111  48.20329161  011.25289140
111  48.20282852  011.25311287
111  48.20274748  011.25275027
111  48.20263605  011.25282192
111  48.20254488  011.25308899
111  48.20257237  011.25323447
112  48.20203640  011.25358704  48.20181605  011.25383181
111  48.20173553  011.25403844
111  48.20148340  011.25388585
111  48.20145373  011.25401619
111  48.20152365  011.25432454
111  48.20162324  011.25440719
112  48.20159837  011.25548210  48.20169216  011.25601113
111  48.20193682  011.25630816
111  48.20211056  011.25650207
112  48.20227698  011.25662980  48.20236381  011.25668310
111  48.20246511  011.25671468
111  48.20243616  011.25707787
111  48.20254799  011.25709761
111  48.20271507  011.25692786
111  48.20272823  011.25677587
111  48.20316369  011.25680351
111  48.20315185  011.25716473
111  48.20326499  011.25715289
111  48.20342681  011.25696734
111  48.20343471  011.25682522
111  48.20393200  011.25685878
111  48.20392148  011.25722396
111  48.20404251  011.25721014
111  48.20419644  011.25701669
111  48.20420565  011.25687062
111  48.20427932  011.25687063
112  48.20435037  011.25692787  48.20437273  011.25697130
111  48.20439247  011.25703249
111  48.20441220  011.25639293
112  48.20433063  011.25659427  48.20426485  011.25669100
111  48.20419118  011.25670876
111  48.20382281  011.25668113
111  48.20382281  011.25651334
111  48.20366757  011.25630016
111  48.20356232  011.25629621
111  48.20355311  011.25666731
111  48.20305713  011.25663572
111  48.20306239  011.25647386
111  48.20292031  011.25625279
111  48.20280059  011.25624687
111  48.20278612  011.25661204
112  48.20234144  011.25650742  48.20208621  011.25636135
111  48.20200202  011.25616988
111  48.20207701  011.25607711
111  48.20208358  011.25579090
111  48.20201517  011.25562707
111  48.20181915  011.25585604
112  48.20174302  011.25438292  48.20199430  011.25366386
111  48.20225153  011.25359398
111  48.20226694  011.25370379
111  48.20245956  011.25384251
111  48.20258284  011.25378760
111  48.20251157  011.25344370
111  48.20297192  011.25321538
111  48.20300332  011.25337233
111  48.20316424  011.25348326
111  48.20329254  011.25342127
111  48.20322621  011.25310480
111  48.20369809  011.25288293
111  48.20372745  011.25303464
111  48.20389815  011.25314884
111  48.20402754  011.25308359
111  48.20396012  011.25276384
111  48.20422759  011.25263170
112  48.20439177  011.25269043  48.20447114  011.25276710
113  48.20451463  011.25293513
110 2 0.00 0.0000 New Taxiway 6
111  48.20457653  011.25082471
111  48.20400664  011.25080083
111  48.20401778  011.25046884
111  48.20240043  011.25033031
111  48.20237178  011.25131433
111  48.20398595  011.25136211
111  48.20400027  011.25099190
113  48.20457017  011.25101818
110 2 0.00 0.0000 New Taxiway 5
111  48.20599408  011.24859099
111  48.20480371  011.24852453
111  48.20462457  011.24877596
111  48.20439921  011.24894069
111  48.20437224  011.24968633
111  48.20461109  011.24988863
111  48.20479600  011.24939732
111  48.20500595  011.24907941
111  48.20569167  011.24913433
113  48.20596712  011.24955050
110 2 0.00 0.0000 New Taxiway 4
111  48.20758625  011.28206356
112  48.20771919  011.28180610  48.20783187  011.28173343
111  48.20790655  011.28179614
111  48.20805382  011.28194000
111  48.20808446  011.28216693
111  48.20817738  011.28224257
111  48.20823569  011.28212243
111  48.20829105  011.28216693
111  48.20835529  011.28201713
111  48.20830884  011.28196225
111  48.20835431  011.28183470
111  48.20825744  011.28173829
111  48.20813982  011.28177982
112  48.20809138  011.28169973  48.20809731  011.28163299
111  48.20817243  011.28156625
111  48.20860932  011.28123698
111  48.20875956  011.28129779
111  48.20885544  011.28121918
111  48.20881294  011.28107680
111  48.20885346  011.28103527
111  48.20880800  011.28090475
111  48.20876253  011.28093145
111  48.20870421  011.28078906
111  48.20859351  011.28088398
111  48.20855792  011.28109163
111  48.20800737  011.28152917
111  48.20785254  011.28160830
112  48.20770886  011.28155438  48.20764165  011.28148319
111  48.20762386  011.28127851
113  48.20760705  011.28128148
110 1 0.00 0.0000 New Taxiway 2
111  48.20634959  011.24958834
111  48.20663851  011.24918635
111  48.20823681  011.24929732
111  48.20839616  011.24956007
111  48.20800977  011.26233108
111  48.20657050  011.26096108
111  48.20607584  011.26093148
111  48.20600348  011.26084462
111  48.20598638  011.26140327
111  48.20606005  011.26133220
111  48.20669943  011.26136971
111  48.20692835  011.26159080
111  48.20699018  011.26157698
111  48.20785848  011.26239822
111  48.20795978  011.26266077
111  48.20753747  011.27668661
111  48.20747695  011.27678334
111  48.20564037  011.27665106
111  48.20553907  011.27649709
111  48.20552328  011.27697875
111  48.20563511  011.27682872
111  48.20746643  011.27695313
111  48.20753221  011.27706170
111  48.20732268  011.28404824
111  48.20722462  011.28426895
111  48.20680611  011.28458162
111  48.20686565  011.28474190
111  48.20752055  011.28426108
111  48.20835321  011.28429693
111  48.20848279  011.28451239
111  48.20858085  011.28448874
111  48.20858435  011.28431533
111  48.20864389  011.28430482
111  48.20864389  011.28415767
111  48.20858961  011.28414717
111  48.20857560  011.28404206
111  48.20801351  011.28360064
111  48.20802401  011.28343248
111  48.20808180  011.28343248
111  48.20808880  011.28326958
111  48.20802226  011.28326169
111  48.20803452  011.28309616
111  48.20792946  011.28308302
111  48.20780688  011.28323804
112  48.20765279  011.28318024  48.20759850  011.28310930
111  48.20755823  011.28290173
111  48.20758625  011.28206356
111  48.20760840  011.28171509
111  48.20785254  011.28160830
111  48.20800361  011.27634690
111  48.20795816  011.27630024
111  48.20798328  011.27571340
111  48.20802722  011.27431952
111  48.20781738  011.27430973
111  48.20784999  011.27325416
111  48.20796693  011.26923691
111  48.20833890  011.25686276
112  48.20852400  011.25665782  48.20865699  011.25671175
111  48.20867227  011.25689243
111  48.20924390  011.26519751
111  48.20927920  011.26584358
111  48.20911817  011.26597075
111  48.20911182  011.26663206
111  48.20925802  011.26666385
111  48.20904165  011.27376142
112  48.20895304  011.27400998  48.20887215  011.27408802
111  48.20879510  011.27407646
111  48.20832634  011.27405826
111  48.20832199  011.27420375
111  48.20849654  011.27422096
112  48.20856203  011.27429322  48.20857744  011.27432501
111  48.20857551  011.27437126
111  48.20857071  011.27450935
111  48.20895996  011.27453219
112  48.20906325  011.27438536  48.20909478  011.27429889
111  48.20910239  011.27419610
111  48.20917524  011.27159384
111  48.20933507  011.27138174
111  48.20934377  011.27096244
111  48.20920568  011.27072914
111  48.20932746  011.26667155
111  48.20934159  011.26582806
111  48.20931332  011.26515424
111  48.20875120  011.25700324
111  48.20875234  011.25665391
111  48.20868724  011.25664607
111  48.20867556  011.25665956
112  48.20860726  011.25656922  48.20858300  011.25655169
111  48.20852460  011.25652877
112  48.20840598  011.25642899  48.20837813  011.25637505
111  48.20835746  011.25629146
111  48.20848146  011.25211967
111  48.20849404  011.25168146
111  48.20856952  011.24902656
111  48.20840778  011.24877442
111  48.20830175  011.24877173
111  48.20803667  011.24834566
111  48.20666766  011.24825326
111  48.20665803  011.24849603
113  48.20637681  011.24848447
111  48.20782431  011.28409490
112  48.20754573  011.28374138  48.20755847  011.28337115
111  48.20779088  011.28341653
113  48.20790550  011.28359329
130 Airport Boundary 1
111  48.20856729  011.24604104
111  48.20750520  011.24336103
111  48.20628219  011.24233490
111  48.20460860  011.24176750
111  48.20343387  011.24217811
111  48.20373157  011.24893832
111  48.20237983  011.24895039
111  48.20170396  011.26242211
111  48.19940277  011.26302560
111  48.19983726  011.28097496
111  48.20432699  011.28719160
111  48.20426262  011.28955772
111  48.20561436  011.28960601
111  48.20571092  011.28701062
111  48.20695806  011.28628629
111  48.20824544  011.28609319
111  48.20958914  011.28396846
111  48.21001558  011.28233866
111  48.21066732  011.27685769
111  48.21233286  011.27065215
111  48.21272712  011.26422917
111  48.20933167  011.26437413
111  48.20942822  011.25770994
113  48.20919488  011.25610424
120 Linear Feature 24
111  48.20504419  011.28397372 20
111  48.20510725  011.28210578 20
112  48.20515183  011.28166042  48.20519097  011.28145323 20
112  48.20535732  011.28085451  48.20541386  011.28055597 20
111  48.20541277  011.28027700 20
111  48.20543561  011.27943520 20
112  48.20540734  011.27855751  48.20537690  011.27808115 20
112  48.20528774  011.27735191  48.20525403  011.27698322 20
112  48.20523881  011.27600765  48.20524860  011.27564385 20
112  48.20534102  011.27482815  48.20536820  011.27467154 20
112  48.20558891  011.27363886  48.20561392  011.27349530 20
111  48.20562262  011.27324080 20
111  48.20569764  011.27063382 20
112  48.20557587  011.27012972  48.20545844  011.26987033 20
112  48.20527360  011.26980670  48.20523990  011.26980344 20
111  48.20517031  011.26980018 20
115  48.20418416  011.26973819
120 Linear Feature 23
111  48.20418416  011.26981487 20
111  48.20517358  011.26987849 20
112  48.20533667  011.26993070  48.20539538  011.26997311 20
112  48.20552803  011.27019172  48.20562153  011.27039401 20
111  48.20564110  011.27064198 20
111  48.20556717  011.27324080 20
112  48.20553564  011.27361928  48.20550411  011.27376121 20
112  48.20528991  011.27480204  48.20523446  011.27513321 20
112  48.20518336  011.27602231  48.20518336  011.27641385 20
112  48.20523229  011.27742042  48.20526164  011.27765860 20
112  48.20535732  011.27856566  48.20537690  011.27887399 20
111  48.20538016  011.27943519 20
111  48.20535515  011.28028841 20
112  48.20530079  011.28084309  48.20526273  011.28100133 20
112  48.20509638  011.28162452  48.20506593  011.28178766 20
112  48.20505180  011.28210252  48.20504419  011.28225424 20
115  48.20498439  011.28397372
120 Linear Feature 22
111  48.20501327  011.28397242 22
111  48.20507960  011.28210122 22
112  48.20512254  011.28163721  48.20515756  011.28138402 22
112  48.20532949  011.28085378  48.20536451  011.28065314 22
111  48.20538361  011.28027814 22
111  48.20540908  011.27943500 22
112  48.20537724  011.27855364  48.20535177  011.27824791 22
112  48.20525944  011.27740954  48.20522283  011.27709425 22
112  48.20520373  011.27601226  48.20520850  011.27577580 22
112  48.20531516  011.27481562  48.20537565  011.27450034 22
112  48.20555872  011.27362375  48.20559215  011.27344700 22
111  48.20559215  011.27323681 22
111  48.20567015  011.27063571 22
112  48.20555235  011.27015800  48.20546002  011.26997170 22
112  48.20531834  011.26987138  48.20526740  011.26984272 22
111  48.20517508  011.26984511 22
115  48.20418286  011.26977603
120 Linear Feature 21
111  48.20583897  011.26325342 22
111  48.20566781  011.26891459 22
111  48.20557757  011.27061289 22
111  48.20529488  011.27946323 22
111  48.20527313  011.28195111 22
115  48.20518615  011.28481747
120 Linear Feature 20
111  48.20521078  011.28482422 20
111  48.20530470  011.28195562 20
111  48.20532858  011.27946918 20
111  48.20560716  011.27062209 20
111  48.20570108  011.26892145 20
115  48.20586982  011.26326777
120 Linear Feature 19
111  48.20580613  011.26326433 20
111  48.20563581  011.26891192 20
111  48.20554507  011.27061733 20
111  48.20526809  011.27946440 20
111  48.20524102  011.28194606 20
115  48.20515825  011.28481228
14  48.20197651  011.26721010  65.62 0 New Tower Viewpoint 1
1300  48.20116514  011.27018265  90.34 tie_down heavy|jets|turboprops|props|helos BMW Driver Safety Training
1301 E none 
99
