I
1130 Generated by WorldEditor 2.0.0r4

1    761 1 0 EDFZ Mainz-Finthen
1302 city Mainz
111  49.97276924  008.14600467
111  49.97264238  008.14544022
111  49.97217609  008.14569357
111  49.97219627  008.14578337
111  49.97210009  008.14583563
113  49.97220676  008.14631027
110 2 0.00 0.0000 New Taxiway 27
111  49.97355057  008.15042685
111  49.97313473  008.15066162
111  49.97318722  008.15088641
113  49.97360306  008.15065165
110 2 0.00 0.0000 New Taxiway 26
111  49.97232662  008.14736713
111  49.97223580  008.14741818
111  49.97227913  008.14760454
113  49.97236995  008.14755349
110 2 0.00 0.0000 New Taxiway 26
111  49.97240979  008.14731863
111  49.97231897  008.14736968
111  49.97236230  008.14755605
113  49.97245312  008.14750500
110 2 0.00 0.0000 New Taxiway 26
111  49.97242291  008.14750798
111  49.97231154  008.14757057
111  49.97241544  008.14801747
113  49.97252681  008.14795487
110 2 0.00 0.0000 New Taxiway 26
111  49.97296520  008.14788577
111  49.97283807  008.14795723
111  49.97296643  008.14850931
113  49.97309355  008.14843785
110 2 0.00 0.0000 New Taxiway 26
111  49.97296960  008.14977693
111  49.97284248  008.14984839
111  49.97297083  008.15040047
113  49.97309796  008.15032902
110 2 0.00 0.0000 New Taxiway 26
111  49.97278147  008.14898368
111  49.97265435  008.14905513
111  49.97278271  008.14960722
113  49.97290983  008.14953576
110 2 0.00 0.0000 New Taxiway 26
111  49.97259660  008.14818696
111  49.97246947  008.14825842
111  49.97259783  008.14881050
113  49.97272496  008.14873905
110 2 0.00 0.0000 New Taxiway 42
111  49.97608963  008.14454515
111  49.97588233  008.14466703
111  49.97590963  008.14477928
113  49.97611693  008.14465740
110 2 0.00 0.0000 New Taxiway 41
111  49.97567681  008.14371923
111  49.97536494  008.14389242
111  49.97537189  008.14392270
111  49.97493583  008.14416486
111  49.97492689  008.14412595
111  49.97463148  008.14428999
111  49.97469468  008.14456516
111  49.97491064  008.14444523
111  49.97500710  008.14486522
111  49.97566548  008.14449961
111  49.97564057  008.14439113
111  49.97559898  008.14441423
111  49.97553420  008.14413219
111  49.97543391  008.14418788
111  49.97542219  008.14413683
113  49.97573307  008.14396419
110 2 0.00 0.0000 New Taxiway 28
111  49.97218542  008.14286929
111  49.97202453  008.14296165
111  49.97230830  008.14415662
113  49.97246919  008.14406426
110 2 0.00 0.0000 New Taxiway 28
111  49.97247131  008.14271150
111  49.97231042  008.14279809
111  49.97257846  008.14400210
113  49.97273935  008.14391551
110 2 0.00 0.0000 New Taxiway 10
111  49.97137647  008.14411265
111  49.97128623  008.14416499
111  49.97131743  008.14429505
113  49.97140767  008.14424271
110 2 0.00 0.0000 New Taxiway 31
111  49.97234681  008.14686558
111  49.97228922  008.14690299
111  49.97233299  008.14706585
113  49.97239058  008.14702843
110 2 0.00 0.0000 New Taxiway 57
111  49.97243779  008.14921619 20
111  49.97211979  008.14939138 20
111  49.97234448  008.15037731 20
111  49.97262488  008.15022283 20
111  49.97255387  008.14991123 20
113  49.97259146  008.14989052 20
110 2 0.00 0.0000 New Taxiway 56
111  49.97160464  008.14916956 20
111  49.97176708  008.14984572 20
111  49.97197915  008.14972256 20
113  49.97181671  008.14904640 20
110 2 0.00 0.0000 New Taxiway 55
111  49.97190137  008.14772163
111  49.97200450  008.14815926
111  49.97202738  008.14814622
111  49.97204144  008.14820585
111  49.97206717  008.14819119
111  49.97207739  008.14823456
111  49.97213262  008.14820309
111  49.97212120  008.14815461
111  49.97210389  008.14816447
111  49.97209262  008.14811665
111  49.97212098  008.14810050
113  49.97201626  008.14765617
110 2 0.00 0.0000 New Taxiway 53
111  49.97160995  008.14778398
111  49.97169500  008.14817527
111  49.97170738  008.14816877
111  49.97173401  008.14829128
111  49.97181770  008.14824730
111  49.97179141  008.14812633
111  49.97180477  008.14811931
113  49.97171938  008.14772648
110 2 0.00 0.0000 New Taxiway 96
111  49.96624277  008.15498370
111  49.96619701  008.15496567
111  49.96618616  008.15503222
113  49.96623191  008.15505025
110 2 0.00 0.0000 New Taxiway 106
111  49.97003170  008.13911152
111  49.96996102  008.13906667
111  49.96991725  008.13923340
113  49.96998793  008.13927825
110 2 0.00 0.0000 New Taxiway 16
111  49.97184724  008.15246786
111  49.97225754  008.15327627
111  49.97238592  008.15311875
113  49.97197562  008.15231034
110 2 0.00 0.0000 New Taxiway 15
111  49.97219381  008.15226740
111  49.97212622  008.15234960
111  49.97246748  008.15302835
113  49.97253616  008.15294292
110 2 0.00 0.0000 New Taxiway 47
111  49.97052631  008.14762109
111  49.97089014  008.14961755
111  49.97162694  008.14929296
111  49.97153551  008.14879123
111  49.97148251  008.14881458
111  49.97133223  008.14798994
111  49.97131926  008.14799565
111  49.97125959  008.14766819
111  49.97122419  008.14768378
113  49.97116175  008.14734115
110 2 0.00 0.0000 New Taxiway 12
111  49.97104737  008.15125446
111  49.97104293  008.15129246
111  49.97116302  008.15155369
111  49.97184992  008.15087795
111  49.97174720  008.15063731
113  49.97159933  008.15071752
110 2 0.00 0.0000 New Taxiway 13
111  49.97093921  008.15259034
111  49.97106250  008.15289565
111  49.97221824  008.15176736
113  49.97209495  008.15146205
110 2 0.00 0.0000 New Taxiway 44
111  49.97238937  008.14509664
111  49.97242518  008.14524883
111  49.97245959  008.14522926
113  49.97242378  008.14507707
110 2 0.00 0.0000 New Taxiway 44
111  49.97215720  008.14522842
111  49.97219301  008.14538060
111  49.97222741  008.14536103
113  49.97219160  008.14520884
110 2 0.00 0.0000 New Taxiway 9
111  49.97170475  008.14287475
111  49.97204034  008.14432518
111  49.97209613  008.14429397
113  49.97176054  008.14284354
110 2 0.00 0.0000 New Taxiway 39
111  49.97454089  008.14381902
111  49.97452965  008.14382603
111  49.97451753  008.14377911
111  49.97414312  008.14401300
111  49.97433141  008.14474174
111  49.97469031  008.14451755
111  49.97463729  008.14430126
113  49.97465114  008.14429347
110 2 0.00 0.0000 New Taxiway 68
111  49.97124037  008.15176492
111  49.97132900  008.15197313
111  49.97135405  008.15194735
113  49.97126542  008.15173914
110 1 0.00 0.0000 New Taxiway 50
111  49.97196377  008.14950328
111  49.97240634  008.14923773
111  49.97239298  008.14921695
111  49.97243753  008.14919155
111  49.97242268  008.14911766
111  49.97205140  008.14930931
111  49.97203061  008.14920079
111  49.97234248  008.14901837
111  49.97228456  008.14877822
111  49.97213605  008.14884519
111  49.97202466  008.14841339
111  49.97186873  008.14850114
111  49.97181526  008.14833257
111  49.97160805  008.14844764
111  49.97134145  008.14736625
111  49.97117171  008.14720590
111  49.97112303  008.14723516
111  49.97144989  008.14920078
113  49.97185502  008.14898628
110 1 0.00 0.0000 New Taxiway 7
111  49.97043039  008.15443716
111  49.97123409  008.15407714
112  49.97126434  008.15409941  49.97126911  008.15413035
111  49.97146791  008.15537730
111  49.97151032  008.15535770
111  49.97129598  008.15412984
112  49.97134756  008.15400509  49.97142550  008.15396589
112  49.97175072  008.15381326  49.97182178  008.15377406
112  49.97194815  008.15362789  49.97200450  008.15357294
112  49.97208760  008.15351800  49.97215828  008.15349720
112  49.97232060  008.15339458  49.97238651  008.15331438
111  49.97268794  008.15297263
111  49.97260967  008.15281896
111  49.97271315  008.15263229
111  49.97239015  008.15200773
111  49.97250954  008.15191120
112  49.97254084  008.15182322  49.97258573  008.15179055
111  49.97276530  008.15172075
112  49.97279673  008.15172214  49.97280150  008.15173402
111  49.97277380  008.15177114
111  49.97299062  008.15225232
111  49.97305335  008.15243282
111  49.97313740  008.15233034
112  49.97316988  008.15233629  49.97318611  008.15235708
111  49.97332615  008.15266622
111  49.97340410  008.15256464
111  49.97313474  008.15210128
111  49.97309462  008.15215831
111  49.97286997  008.15170742
112  49.97296915  008.15158166  49.97305003  008.15152777
111  49.97315731  008.15146618
112  49.97326790  008.15155856  49.97331742  008.15166121
111  49.97348629  008.15202584
111  49.97333499  008.15223970
111  49.97341614  008.15242575
111  49.97362246  008.15208144
111  49.97330061  008.15145056
111  49.97325797  008.15129230
112  49.97290448  008.15152327  49.97279169  008.15160026
111  49.97267213  008.15167307
112  49.97262812  008.15167307  49.97260886  008.15167093
112  49.97257134  008.15169540  49.97255138  008.15171092
111  49.97240358  008.15181287
112  49.97232532  008.15173426  49.97230505  008.15167625
111  49.97225075  008.15143382
112  49.97229931  008.15130511  49.97235821  008.15126180
111  49.97253543  008.15115716
111  49.97239335  008.15049288
111  49.97224451  008.15054168
111  49.97206867  008.14993242
111  49.97181729  008.15006660
111  49.97187858  008.15043911
111  49.97121116  008.15081512
111  49.97120121  008.15076252
111  49.97110636  008.15080583
112  49.97123964  008.15154569  49.97125556  008.15160653
111  49.97128143  008.15165294
112  49.97127015  008.15173441  49.97124030  008.15176432
111  49.97072028  008.15229318
112  49.97062242  008.15263666  49.97060141  008.15281932
112  49.97060802  008.15309584  49.97060687  008.15324019
111  49.97062865  008.15340948
112  49.97056102  008.15361442  49.97048308  008.15365185
112  49.97037196  008.15369222  49.97032611  008.15370944
113  49.97028364  008.15364472
112  49.97078593  008.15356290  49.97075728  008.15338291
112  49.97073683  008.15312092  49.97074081  008.15300459
112  49.97081709  008.15264267  49.97086007  008.15250901
111  49.97096558  008.15240723
111  49.97102050  008.15252356
111  49.97107542  008.15247530
111  49.97102209  008.15232926
112  49.97116961  008.15215789  49.97119588  008.15213438
111  49.97121180  008.15216903
111  49.97125399  008.15230145
111  49.97130971  008.15224823
112  49.97125558  008.15211210  49.97124444  008.15208364
111  49.97126035  008.15204527
112  49.97132831  008.15197337  49.97135537  008.15194366
111  49.97137766  008.15197460
111  49.97142462  008.15213178
111  49.97157043  008.15197806
112  49.97152798  008.15196981  49.97152134  008.15195743
112  49.97148022  008.15186771  49.97146496  008.15183264
111  49.97148818  008.15180686
112  49.97161752  008.15168414  49.97163742  008.15166248
111  49.97165268  008.15169032
112  49.97169911  008.15181099  49.97170972  008.15183883
111  49.97168319  008.15187183
111  49.97179993  008.15175633
112  49.97176876  008.15175839  49.97175947  008.15175736
111  49.97174488  008.15174395
112  49.97170840  008.15163670  49.97169380  008.15159441
111  49.97171437  008.15156863
112  49.97201670  008.15123941  49.97208356  008.15116763
111  49.97211938  008.15123570
112  49.97218544  008.15150240  49.97218942  008.15151993
111  49.97217748  008.15153128
111  49.97214233  008.15156531
111  49.97217046  008.15163878
112  49.97219701  008.15161342  49.97220629  008.15160447
111  49.97221614  008.15163711
112  49.97226788  008.15184998  49.97228539  008.15193166
111  49.97219624  008.15205541
112  49.97206490  008.15214328  49.97200521  008.15218907
111  49.97189606  008.15228451
112  49.97137905  008.15283907  49.97132652  008.15289401
112  49.97121106  008.15316415  49.97112603  008.15339046
111  49.97118089  008.15367436
111  49.97121992  008.15393364
113  49.97087224  008.15407620
112  49.97119928  008.15339592  49.97120883  008.15319840
112  49.97135591  008.15294079  49.97142277  008.15283981
111  49.97163518  008.15260726
112  49.97194090  008.15230545  49.97198308  008.15226461
112  49.97200617  008.15229184  49.97201174  008.15230174
111  49.97199104  008.15234629
111  49.97238088  008.15311793
112  49.97242546  008.15314763  49.97244058  008.15317486
111  49.97240954  008.15321446
112  49.97232437  008.15332090  49.97228696  008.15336297
112  49.97217959  008.15339841  49.97213374  008.15341029
112  49.97198861  008.15350259  49.97195200  008.15352116
112  49.97186842  008.15362759  49.97183021  008.15367709
112  49.97170054  008.15376557  49.97163808  008.15379651
111  49.97141250  008.15389660
111  49.97138486  008.15376253
111  49.97135391  008.15377886
112  49.97137215  008.15388457  49.97137823  008.15391379
112  49.97132627  008.15394989  49.97129145  008.15396278
113  49.97125331  008.15389918
111  49.97252889  008.15294363
111  49.97254609  008.15291987
112  49.97256519  008.15300155  49.97254227  008.15303274
111  49.97252698  008.15305353
112  49.97248878  008.15306393  49.97247158  008.15303125
113  49.97246490  008.15301492
111  49.97122982  008.15093821
111  49.97129095  008.15088177
111  49.97190416  008.15053872
112  49.97194046  008.15056694  49.97195479  008.15062485
112  49.97197198  008.15088326  49.97195192  008.15099910
112  49.97189079  008.15107780  49.97186882  008.15109117
112  49.97179773  008.15105585  49.97177783  008.15100343
111  49.97178281  008.15094413
111  49.97168829  008.15103265
112  49.97174467  008.15108336  49.97176291  008.15112891
112  49.97175793  008.15120711  49.97173914  008.15122602
111  49.97163799  008.15134720
112  49.97159321  008.15133603  49.97157552  008.15129821
112  49.97154236  008.15121571  49.97153794  008.15120367
111  49.97154181  008.15117875
111  49.97144176  008.15127071
112  49.97149482  008.15127930  49.97150532  008.15129649
111  49.97155397  008.15139103
112  49.97153801  008.15148287  49.97151082  008.15151175
111  49.97139763  008.15163766
112  49.97134899  008.15163164  49.97133793  008.15159210
113  49.97130723  008.15142914
110 1 0.00 0.0000 New Taxiway 71
111  49.96913201  008.14712890
112  49.96920161  008.14672784  49.96925078  008.14659368
111  49.96940134  008.14649213
112  49.97016950  008.14609542  49.97025765  008.14605070
111  49.97028004  008.14617901
111  49.97051997  008.14756934
111  49.97061663  008.14751764
111  49.97059962  008.14744310
112  49.97060658  008.14734331  49.97061585  008.14730244
111  49.97064292  008.14727839
112  49.97106257  008.14704022  49.97110445  008.14701718
111  49.97115150  008.14711436
111  49.97117405  008.14720954
111  49.97134159  008.14737084
112  49.97132548  008.14718549  49.97133515  008.14709132
111  49.97141448  008.14703472
111  49.97140212  008.14697126
112  49.97130547  008.14695456  49.97124854  008.14692785
111  49.97121887  008.14683104
112  49.97108145  008.14624003  49.97105583  008.14612231
112  49.97106920  008.14578644  49.97109592  008.14562717
111  49.97124520  008.14547971
111  49.97115724  008.14532909
112  49.97104477  008.14537757  49.97097685  008.14539488
112  49.97079901  008.14533863  49.97071550  008.14530400
111  49.97066205  008.14516897
111  49.97063755  008.14516031
112  49.97065314  008.14509626  49.97065759  008.14506509
111  49.97068654  008.14503739
111  49.97099165  008.14482965
111  49.97096715  008.14474655
112  49.97069100  008.14493179  49.97060637  008.14499238
111  49.97055738  008.14490409
112  49.97039683  008.14433841  49.97036281  008.14421578
111  49.97045096  008.14415807
111  49.97074029  008.14395706
111  49.97072096  008.14387591
112  49.97043239  008.14407017  49.97035829  008.14411826
111  49.97030996  008.14402709
112  49.97015746  008.14353694  49.97010179  008.14337584
111  49.97018799  008.14329499
111  49.97049138  008.14309388
111  49.97046689  008.14300872
112  49.97019332  008.14319467  49.97010285  008.14326680
111  49.97005878  008.14315379
112  49.96992194  008.14269091  49.96985780  008.14247901
111  49.96998018  008.14241132
111  49.97025060  008.14222510
111  49.97022740  008.14213994
112  49.96993716  008.14234370  49.96987530  008.14239279
111  49.96982094  008.14231225
111  49.96969667  008.14187391
112  49.96965792  008.14168487  49.96965391  008.14160800
111  49.96970573  008.14156934
111  49.96999747  008.14135468
111  49.96997965  008.14127331
112  49.96966341  008.14147932  49.96959883  008.14152087
111  49.96956988  008.14142912
112  49.96945807  008.14107185  49.96943810  008.14100873
112  49.96939750  008.14077429  49.96940265  008.14070617
111  49.96945421  008.14067411
111  49.96973474  008.14047927
111  49.96970832  008.14039912
112  49.96944503  008.14057736  49.96935150  008.14063276
111  49.96930918  008.14053235
111  49.96916888  008.14007359
112  49.96915106  008.13990220  49.96915997  008.13982776
111  49.96922010  008.13977929
111  49.96947732  008.13960098
111  49.96945617  008.13952480
112  49.96917000  008.13971177  49.96903303  008.13980699
111  49.96910987  008.14005801
112  49.96924683  008.14053755  49.96926576  008.14059814
112  49.96924794  008.14071066  49.96922010  008.14076952
112  49.96910863  008.14075837  49.96905837  008.14074995
111  49.96893080  008.14076018
111  49.96843664  008.14096081
113  49.96806647  008.14113032
111  49.96812778  008.14145782
112  49.96824003  008.14124911  49.96833176  008.14120505
111  49.96893645  008.14093296
112  49.96924837  008.14100329  49.96941006  008.14114040
112  49.96946751  008.14153096  49.96949424  008.14167222
111  49.97019369  008.14568831
112  49.97011958  008.14590872  49.97000939  008.14596482
112  49.96935203  008.14629297  49.96910595  008.14641069
114  49.96892418  008.14594247  49.96891377  008.14587875
112  49.97051560  008.14499748  49.97060839  008.14532786
112  49.97038006  008.14572772  49.97033107  008.14575369
111  49.97030100  008.14568098
112  49.96968276  008.14217281  49.96967642  008.14213223
112  49.96967344  008.14206787  49.96967978  008.14206381
113  49.96970365  008.14215600
112  49.97092521  008.14646749  49.97085617  008.14650904
112  49.97059116  008.14666832  49.97049762  008.14672545
111  49.97045865  008.14660945
112  49.97037428  008.14611763  49.97036783  008.14607422
112  49.97037589  008.14601494  49.97038609  008.14597486
112  49.97050126  008.14592106  49.97054936  008.14590610
112  49.97074658  008.14597840  49.97086043  008.14604820
113  49.97094221  008.14621773
112  49.97107455  008.14683466  49.97109125  008.14692296
111  49.97101331  008.14697143
112  49.97066144  008.14716879  49.97058349  008.14721554
111  49.97054340  008.14709608
112  49.97051779  008.14693854  49.97050220  008.14685544
111  49.97055565  008.14678965
112  49.97093759  008.14656113  49.97098435  008.14653343
113  49.97103335  008.14663384
110 1 0.00 0.0000 New Taxiway 101
111  49.96476673  008.14504524
112  49.96473966  008.14503202  49.96473038  008.14503202
112  49.96469790  008.14504644  49.96468863  008.14505366
112  49.96467007  008.14506327  49.96466233  008.14507049
112  49.96465537  008.14508010  49.96465151  008.14508972
112  49.96465305  008.14512939  49.96465924  008.14515824
112  49.96465924  008.14517507  49.96465924  008.14519911
112  49.96467703  008.14532052  49.96467703  008.14536019
112  49.96467703  008.14539746  49.96467548  008.14541669
112  49.96468167  008.14543593  49.96468553  008.14544314
112  49.96470332  008.14544554  49.96471028  008.14543953
112  49.96473116  008.14541789  49.96474275  008.14540948
112  49.96476518  008.14539626  49.96477523  008.14539505
112  49.96480075  008.14538183  49.96481158  008.14537462
114  49.96482008  008.14536500  49.96482163  008.14534457
110 1 0.00 0.0000 New Taxiway 109
111  49.97052488  008.14754748
112  49.97046172  008.14763713  49.97040544  008.14766488
111  49.97033130  008.14769903
111  49.97028325  008.14745570
111  49.96989472  008.14762646
111  49.97000318  008.14823052
111  49.97038621  008.14804909
111  49.97034503  008.14781856
112  49.97052900  008.14772892  49.97054474  008.14772445
113  49.97055234  008.14775453
110 1 0.00 0.0000 New Taxiway 20
111  49.97222071  008.14816536
112  49.97226312  008.14821169  49.97226770  008.14823308
111  49.97226770  008.14823308
112  49.97223327  008.14828882  49.97220397  008.14830601
112  49.97215754  008.14828281  49.97214925  008.14824757
111  49.97213212  008.14819171
111  49.97203905  008.14824515
111  49.97205975  008.14838871
111  49.97202056  008.14841111
111  49.97203887  008.14847671
111  49.97217020  008.14840740
112  49.97219090  008.14836532  49.97220443  008.14835914
111  49.97228721  008.14830221
112  49.97231666  008.14834305  49.97232383  008.14837522
111  49.97230870  008.14840121
111  49.97225617  008.14842844
111  49.97259764  008.14990960
111  49.97266297  008.14988287
111  49.97273899  008.15023003
111  49.97264844  008.15028349
111  49.97282813  008.15109244
111  49.97263518  008.15121290
111  49.97265696  008.15134299
112  49.97271427  008.15137685  49.97274407  008.15135547
111  49.97291371  008.15128953
112  49.97296987  008.15132161  49.97297561  008.15136794
112  49.97296633  008.15148798  49.97294684  008.15153254
111  49.97293080  008.15155214
111  49.97306032  008.15146481
112  49.97302593  008.15132224  49.97301905  008.15127947
112  49.97299957  008.15110660  49.97300874  008.15108165
111  49.97305229  008.15105136
111  49.97276337  008.14988596
112  49.97278462  008.14980939  49.97280945  008.14979751
111  49.97281710  008.14979306
111  49.97280086  008.14970247
111  49.97276552  008.14971732
112  49.97273304  008.14968167  49.97272444  008.14964900
111  49.97241674  008.14827733
112  49.97243966  008.14823575  49.97246163  008.14822535
111  49.97251894  008.14818674
111  49.97252085  008.14823278
111  49.97262401  008.14818080
111  49.97259822  008.14801447
111  49.97249793  008.14806644
112  49.97246259  008.14815258  49.97243871  008.14816446
111  49.97240050  008.14814813
113  49.97231931  008.14809615
110 1 0.00 0.0000 New Taxiway 54
111  49.97202325  008.14729023
112  49.97196910  008.14733299  49.97192871  008.14735571
111  49.97177315  008.14744658
111  49.97193793  008.14811878
111  49.97199895  008.14808670
111  49.97200755  008.14759629
112  49.97204451  008.14757491  49.97206084  008.14756823
113  49.97208404  008.14758426
110 1 0.00 0.0000 New Taxiway 5
111  49.97482185  008.14856035
112  49.97475238  008.14858039  49.97472302  008.14856703
111  49.97467431  008.14851692
111  49.97442708  008.14905792
111  49.97448208  008.14910469
112  49.97452986  008.14920730  49.97453559  008.14924516
111  49.97453774  008.14926187
111  49.97460005  008.14911041
112  49.97457426  008.14911821  49.97456352  008.14910596
111  49.97457426  008.14907812
113  49.97475045  008.14873067
110 1 0.00 0.0000 New Taxiway 1
111  49.97551995  008.14702111
112  49.97539963  008.14699973  49.97535235  008.14695162
111  49.97538072  008.14687812
111  49.97487439  008.14625652
111  49.97483571  008.14631532
112  49.97473819  008.14626233  49.97467115  008.14627035
112  49.97462886  008.14634091  49.97461855  008.14635855
111  49.97461752  008.14636336
111  49.97457730  008.14631685
111  49.97431273  008.14686267
111  49.97434797  008.14690409
112  49.97430671  008.14710054  49.97431359  008.14718606
112  49.97437014  008.14725502  49.97438045  008.14726945
111  49.97440418  008.14729992
111  49.97437117  008.14738491
111  49.97482181  008.14791095
111  49.97485362  008.14784681
111  49.97495649  008.14798123
112  49.97497109  008.14805812  49.97496990  008.14808689
111  49.97497228  008.14817227
111  49.97509523  008.14787716
112  49.97503555  008.14789572  49.97501048  008.14789108
111  49.97498422  008.14787901
111  49.97502242  008.14779178
111  49.97443722  008.14712109
111  49.97440688  008.14717677
112  49.97437157  008.14709093  49.97437058  008.14704917
111  49.97439793  008.14695482
111  49.97445215  008.14701592
111  49.97470773  008.14645736
111  49.97466794  008.14640709
112  49.97472812  008.14634522  49.97477587  008.14633439
111  49.97480124  008.14637615
111  49.97480124  008.14640709
111  49.97476592  008.14647282
111  49.97533509  008.14715398
111  49.97536446  008.14707380
112  49.97539431  008.14715101  49.97540177  008.14718517
113  49.97540260  008.14724446
110 1 0.00 0.0000 New Taxiway 14
111  49.97651708  008.14522147
112  49.97643341  008.14524285  49.97640246  008.14519473
112  49.97633474  008.14496162  49.97629271  008.14478488
111  49.97608932  008.14392962
112  49.97583128  008.14358018  49.97567368  008.14355345
111  49.97551819  008.14352663
111  49.97545420  008.14333058
111  49.97549145  008.14330682
111  49.97541026  008.14293998
111  49.97447470  008.14350876
112  49.97425630  008.14359077  49.97418657  008.14362642
112  49.97400323  008.14375214  49.97395415  008.14377793
111  49.97342312  008.14406919
112  49.97338514  008.14402740  49.97337298  008.14399303
111  49.97332544  008.14380996
111  49.97329836  008.14382715
112  49.97334479  008.14401193  49.97335584  008.14404803
112  49.97332378  008.14411937  49.97330831  008.14412796
111  49.97301944  008.14428900
112  49.97298152  008.14425248  49.97296770  008.14421810
111  49.97289379  008.14397818
111  49.97286629  008.14398888
112  49.97292360  008.14427046  49.97292818  008.14429363
112  49.97289953  008.14435422  49.97288233  008.14436135
112  49.97283992  008.14429897  49.97282961  008.14424907
111  49.97273791  008.14390333
111  49.97222666  008.14421835
111  49.97193067  008.14303134
112  49.97195720  008.14297668  49.97197777  008.14296534
111  49.97214426  008.14286530
111  49.97212569  008.14281064
112  49.97194327  008.14289624  49.97192072  008.14290862
112  49.97189950  008.14287974  49.97189220  008.14285808
111  49.97143088  008.14086192
111  49.97140711  008.14087997
111  49.97218913  008.14425713
111  49.97204188  008.14431230
111  49.97171062  008.14287109
111  49.97125832  008.14314131
112  49.97123391  008.14318786  49.97124542  008.14321937
112  49.97127583  008.14324086  49.97128366  008.14326879
111  49.97174661  008.14498669
112  49.97170999  008.14503001  49.97168134  008.14503991
112  49.97145580  008.14515856  49.97139132  008.14518950
111  49.97115467  008.14532732
111  49.97124461  008.14548325
111  49.97195344  008.14508710
112  49.97202618  008.14515619  49.97204166  008.14522494
111  49.97209505  008.14545685
112  49.97207515  008.14552986  49.97205684  008.14555957
112  49.97200112  008.14573530  49.97199794  008.14582688
111  49.97204079  008.14598791
111  49.97214796  008.14639279
111  49.97200468  008.14646764
111  49.97198520  008.14637675
111  49.97209753  008.14631260
111  49.97201958  008.14601498
111  49.97176513  008.14613617
111  49.97189694  008.14669040
111  49.97139745  008.14697205
111  49.97141416  008.14703392
112  49.97183320  008.14684588  49.97190472  008.14684160
