I
1130 Generated by WorldEditor 2.0.0r4

1   1270 1 0 EDDS Stuttgart
1302 city Stuttgart
111  48.68801983  009.20248354
113  48.68803152  009.20242745
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68802060  009.20233901
111  48.68800861  009.20239534
111  48.68803556  009.20240805
113  48.68804728  009.20235183
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68802102  009.20091425
111  48.68800898  009.20097082
111  48.68803630  009.20098338
113  48.68804799  009.20092729
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68803707  009.20083885
111  48.68802508  009.20089518
111  48.68805203  009.20090789
113  48.68806375  009.20085167
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68944336  009.20842281
111  48.68942986  009.20847862
111  48.68945683  009.20849279
113  48.68946997  009.20843744
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68946135  009.20834842
111  48.68944791  009.20840399
111  48.68947451  009.20841830
113  48.68948768  009.20836282
110 1 0.25 88.0000 lib/airport/lines/safety_area_white.pol
111  48.68992142  009.21094036
111  48.68995226  009.21097711
111  48.68996952  009.21094266
113  48.68993886  009.21090658
110 1 0.25 88.0000 lib/airport/lines/safety_area_white.pol
111  48.68988032  009.21089137
111  48.68991103  009.21092797
111  48.68992825  009.21089410
113  48.68989752  009.21085793
110 1 0.25 88.0000 lib/airport/lines/safety_area_white.pol
111  48.68939850  009.21006706
111  48.68942934  009.21010382
111  48.68944660  009.21006936
113  48.68941594  009.21003328
110 1 0.25 88.0000 lib/airport/lines/safety_area_white.pol
111  48.68935740  009.21001808
111  48.68938810  009.21005467
111  48.68940533  009.21002080
113  48.68937460  009.20998463
110 1 0.25 155.0000 lib/airport/lines/safety_area_white.pol
111  48.68928609  009.20960890
111  48.68927439  009.20966564
111  48.68930178  009.20967782
113  48.68931314  009.20962157
110 1 0.25 155.0000 lib/airport/lines/safety_area_white.pol
111  48.68930169  009.20953329
111  48.68929004  009.20958977
111  48.68931706  009.20960212
113  48.68932844  009.20954574
110 1 0.25 90.0000 lib/airport/lines/safety_area_white.pol
111  48.68889514  009.20541756
111  48.68892639  009.20545349
111  48.68894326  009.20541859
113  48.68891218  009.20538332
110 1 0.25 90.0000 lib/airport/lines/safety_area_white.pol
111  48.68885348  009.20536966
111  48.68888460  009.20540544
111  48.68890144  009.20537112
113  48.68887029  009.20533576
110 1 0.25 79.0000 lib/airport/lines/safety_area_white.pol
111  48.68832817  009.20422620
111  48.68835943  009.20426214
111  48.68837629  009.20422724
113  48.68834522  009.20419196
110 1 0.25 79.0000 lib/airport/lines/safety_area_white.pol
111  48.68828651  009.20417830
111  48.68831763  009.20421408
111  48.68833447  009.20417976
113  48.68830333  009.20414441
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68795650  009.20237487
111  48.68794446  009.20243144
111  48.68797178  009.20244400
113  48.68798347  009.20238791
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68797256  009.20229947
111  48.68796056  009.20235580
111  48.68798752  009.20236851
113  48.68799923  009.20231229
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68798841  009.20080332
111  48.68797637  009.20085989
111  48.68800369  009.20087244
113  48.68801538  009.20081635
110 1 0.25 150.0000 lib/airport/lines/safety_area_white.pol
111  48.68800446  009.20072791
111  48.68799247  009.20078424
111  48.68801943  009.20079695
113  48.68803114  009.20074073
110 1 0.25 90.0000 lib/airport/lines/safety_area_white.pol
111  48.68998881  009.20465713
112  48.68994981  009.20478238  48.68994860  009.20485725
111  48.68997391  009.20490678
111  48.68999302  009.20492952
113  48.69026501  009.20451503
110 1 0.25 118.0000 lib/airport/lines/safety_area_white.pol
111  48.69095978  009.20406916
111  48.69103019  009.20403803
113  48.69094075  009.20396709
110 1 0.25 50.0000 lib/airport/lines/safety_area_white.pol
111  48.69088279  009.19913438
111  48.69088192  009.19915797
111  48.69088430  009.19916387
112  48.69090139  009.19918647  48.69090658  009.19919532
111  48.69092496  009.19923922
111  48.69092972  009.19923987
113  48.69090961  009.19912357
110 1 0.25 38.0000 lib/airport/lines/safety_area_white.pol
112  48.69104957  009.19981107  48.69104130  009.19982718
111  48.69104265  009.19984535
112  48.69105412  009.19987418  48.69106082  009.19988467
111  48.69106947  009.19988696
113  48.69106839  009.19978671
110 2 0.25 74.0000 lib/airport/pavement/concrete_5L.pol
111  48.68718855  009.19182643
111  48.68722603  009.19202416
111  48.68733483  009.19197637
111  48.68734982  009.19205357
111  48.68751340  009.19198206
111  48.68753604  009.19210786
111  48.68759893  009.19207996
111  48.68763860  009.19229338
111  48.68783284  009.19220843
111  48.68785339  009.19230699
111  48.68791901  009.19227871
111  48.68793876  009.19237413
111  48.68806537  009.19231824
111  48.68809814  009.19249605
111  48.68855371  009.19230374
111  48.68853456  009.19221050
111  48.68859885  009.19218356
111  48.68852352  009.19178544
111  48.68841271  009.19118861
111  48.68801844  009.19136268
111  48.68798481  009.19117163
111  48.68785775  009.19122257
111  48.68773161  009.19053640
111  48.68662388  009.19102265
113  48.68680819  009.19199325
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1L.pol
111  48.69288316  009.19709241
111  48.69289928  009.19706591
111  48.69311630  009.19749619
111  48.69348330  009.19732214
112  48.69368117  009.19694989  48.69372265  009.19680968
111  48.69375776  009.19663564
112  48.69376414  009.19572675  48.69373542  009.19537866
111  48.69360457  009.19484203
111  48.69355032  009.19478885
111  48.69344820  009.19481786
111  48.69342905  009.19471150
112  48.69328544  009.19476468  48.69328863  009.19477918
111  48.69331735  009.19498707
111  48.69319289  009.19502574
111  48.69330139  009.19453262
111  48.69325934  009.19446455
111  48.69316097  009.19461481
111  48.69309077  009.19459547
111  48.69328863  009.19378327
111  48.69334993  009.19380448
111  48.69338184  009.19367878
111  48.69331416  009.19350286
111  48.69337799  009.19346902
111  48.69331735  009.19306292
111  48.69323757  009.19312577
111  48.69288971  009.19294689
111  48.69280035  009.19298559
111  48.69273333  009.19258433
111  48.69252271  009.19265684
111  48.69246526  009.19268585
111  48.69215251  009.19279221
111  48.69223811  009.19327667
111  48.69216527  009.19331917
111  48.69229293  009.19381228
111  48.69226282  009.19383435
111  48.69230339  009.19398892
111  48.69235995  009.19397182
111  48.69249079  009.19471632
111  48.69286099  009.19682416
113  48.69283480  009.19684165
111  48.69278390  009.19437895
111  48.69260358  009.19446901
113  48.69257980  009.19433392
111  48.69246289  009.19381760
111  48.69262934  009.19372754
111  48.69282948  009.19368852
111  48.69277994  009.19397370
113  48.69249261  009.19393768
111  48.69265312  009.19339133
111  48.69288100  009.19328326
111  48.69304151  009.19339433
111  48.69285128  009.19352642
113  48.69269275  009.19355343
111  48.69265039  009.19487397
111  48.69275061  009.19479007
111  48.69300908  009.19486998
111  48.69305656  009.19470616
111  48.69310403  009.19470217
111  48.69303546  009.19498185
111  48.69285611  009.19492991
113  48.69267676  009.19502180
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.69230339  009.19398892
111  48.69187503  009.19237986
111  48.69161015  009.19093922
111  48.69156866  009.19094888
111  48.69093996  009.18767605
112  48.69102932  009.18741983  48.69110591  009.18735215
111  48.69123357  009.18746334
111  48.69137399  009.18725063
112  48.69118570  009.18710077  48.69111230  009.18709110
112  48.69085699  009.18697991  48.69079954  009.18690256
111  48.69077082  009.18681555
112  48.69055663  009.18536194  48.69052393  009.18492313
111  48.69051458  009.18434276
112  48.69057968  009.18344786  48.69062215  009.18307934
111  48.69076062  009.18248277
111  48.69060506  009.18237178
112  48.69039929  009.18338096  48.69033751  009.18376702
111  48.69035572  009.18441353
111  48.69017399  009.18476078
111  48.69003449  009.18508106
111  48.68980344  009.18566219
112  48.68944814  009.18670227  48.68943724  009.18685085
111  48.68963560  009.18774565
111  48.69013564  009.18754332
111  48.69019244  009.18781795
111  48.69030042  009.18776217
111  48.69045518  009.18768292
112  48.69072329  009.18771924  48.69077342  009.18777207
111  48.69078432  009.18787443
111  48.69093908  009.18873623
111  48.69090202  009.18878246
111  48.69091946  009.18887161
111  48.69096960  009.18887821
111  48.69118321  009.19010983
112  48.69114180  009.19037068  48.69109820  009.19046644
111  48.69090638  009.19057540
111  48.69072670  009.19064371
111  48.69076899  009.19085680
111  48.69093254  009.19074380
111  48.69127912  009.19058861
111  48.69141208  009.19143060
111  48.69144260  009.19158249
112  48.69163442  009.19247072  48.69166929  009.19261600
111  48.69169109  009.19272166
113  48.69200635  009.19383853
112  48.69029831  009.18503417  48.69034893  009.18505446
111  48.69038466  009.18522135
111  48.69041592  009.18576261
111  48.69039954  009.18614826
111  48.69053056  009.18684739
112  48.69054544  009.18720823  48.69051269  009.18730746
111  48.69045016  009.18735933
111  48.69013454  009.18753975
111  48.69001011  009.18749886
111  48.68975418  009.18760323
111  48.68970989  009.18756782
112  48.68953640  009.18669740  48.68953271  009.18666199
111  48.68953751  009.18660319
111  48.68986883  009.18577442
111  48.68999961  009.18551357
113  48.69017617  009.18508763
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68438769  009.19285179
112  48.68528892  009.19758540  48.68532784  009.19780095
111  48.68543504  009.19788794
112  48.68608496  009.19843282  48.68620446  009.19853915
111  48.68623057  009.19867447
111  48.68645201  009.19983565
111  48.68648265  009.19982300
112  48.68625928  009.19865870  48.68622021  009.19845929
111  48.68604398  009.19833263
112  48.68544944  009.19784886  48.68535678  009.19776912
111  48.68532240  009.19758680
113  48.68442241  009.19283468
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68524425  009.19049393
111  48.68519418  009.19053703
111  48.68435157  009.19090471
112  48.68413558  009.19149586  48.68422088  009.19196907
111  48.68433497  009.19254389
111  48.68436375  009.19252973
111  48.68417795  009.19153640
112  48.68434952  009.19096007  48.68464679  009.19082241
111  48.68492877  009.19070405
111  48.68522085  009.19058443
113  48.68526436  009.19059673
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68234335  009.18890335
111  48.68319863  009.18853682
112  48.68330189  009.18853506  48.68333495  009.18856582
112  48.68337556  009.18865895  48.68339413  009.18873540
111  48.68342719  009.18889092
112  48.68341617  009.18898582  48.68339123  009.18901920
112  48.68335236  009.18911849  48.68336512  009.18920636
111  48.68338601  009.18931883
112  48.68347186  009.18940406  48.68352523  009.18939264
112  48.68354670  009.18944360  48.68355830  009.18950686
111  48.68376081  009.19061316
112  48.68378851  009.19066377  48.68381193  009.19067905
112  48.68385119  009.19067250  48.68386812  009.19066759
111  48.68389873  009.19065559
111  48.68389153  009.19061303
111  48.68384218  009.19062940
112  48.68380940  009.19062995  48.68380040  009.19062231
112  48.68379247  009.19059557  48.68378527  009.19056666
111  48.68356874  009.18940855
111  48.68355714  009.18933666
111  48.68347118  009.18936462
112  48.68343795  009.18935423  48.68342213  009.18933826
112  48.68341580  009.18930311  48.68341106  009.18928155
111  48.68338205  009.18913617
112  48.68340526  009.18904111  48.68344006  009.18901395
112  48.68345589  009.18897561  48.68346169  009.18894526
112  48.68345536  009.18889653  48.68345272  009.18888295
111  48.68339787  009.18862175
112  48.68334303  009.18852190  48.68329873  009.18846918
112  48.68322753  009.18847717  48.68321066  009.18847956
111  48.68310623  009.18852110
111  48.68277228  009.18864342
111  48.68276480  009.18861653
111  48.68270314  009.18864200
111  48.68270688  009.18866606
111  48.68243220  009.18878775
111  48.68240455  009.18872266
113  48.68236852  009.18881596
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68522314  009.20160183
111  48.68518079  009.20158250
111  48.68533786  009.20240121
113  48.68537395  009.20238591
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68502708  009.20078982
111  48.68512834  009.20133621
111  48.68517474  009.20135937
113  48.68506663  009.20078263
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68358603  009.19292610
111  48.68354638  009.19277696
112  48.68345720  009.19260329  48.68340114  009.19253254
111  48.68324741  009.19250038
112  48.68301384  009.19247079  48.68300960  009.19247079
111  48.68291009  009.19236874
112  48.68291215  009.19249171  48.68290880  009.19256142
112  48.68289298  009.19260354  48.68289345  009.19260426
111  48.68301044  009.19254109
111  48.68324871  009.19256287
112  48.68342946  009.19265655  48.68348699  009.19272481
113  48.68354723  009.19294812
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68337294  009.19702649
111  48.68425132  009.19665664
111  48.68496899  009.20047959
111  48.68500884  009.20046215
111  48.68363474  009.19322710
111  48.68360035  009.19324432
111  48.68423799  009.19659517
113  48.68336343  009.19698654
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68311406  009.19714293
111  48.68310389  009.19709670
111  48.68277718  009.19723539
113  48.68278735  009.19728847
110 1 0.25 74.0000 lib/airport/pavement/asphalt_2D.pol
111  48.68533429  009.19060528
112  48.68517547  009.18977421  48.68515169  009.18966100
111  48.68510746  009.18958185
112  48.68410070  009.18763843  48.68402683  009.18751619
112  48.68379977  009.18734630  48.68369991  009.18732351
111  48.68361647  009.18734837
111  48.68289767  009.18766477
111  48.68276127  009.18769024
111  48.68271922  009.18771288
112  48.68263088  009.18786242  48.68257243  009.18799426
111  48.68256373  009.18815812
111  48.68231254  009.18878719
112  48.68226404  009.18901697  48.68225036  009.18912810
111  48.68228018  009.18932668
111  48.68278003  009.19196140
112  48.68282637  009.19224969  48.68286278  009.19249787
112  48.68277174  009.19273457  48.68273556  009.19281162
112  48.68256825  009.19299825  48.68251625  009.19305647
112  48.68226302  009.19319173  48.68214771  009.19324481
112  48.68187188  009.19327049  48.68180179  009.19328248
112  48.68165030  009.19326364  48.68157682  009.19325679
111  48.68153273  009.19319858
111  48.68149091  009.19309927
111  48.68148978  009.19338179
111  48.68153386  009.19333556
112  48.68179953  009.19337323  48.68190579  009.19337836
112  48.68222798  009.19328933  48.68236024  009.19325680
112  48.68266660  009.19300339  48.68277400  009.19288353
112  48.68280791  009.19280306  48.68282826  009.19276368
112  48.68290740  009.19254109  48.68292322  009.19243322
111  48.68290400  009.19231507
111  48.68235233  009.18940770
112  48.68231842  009.18906354  48.68232746  009.18892143
111  48.68237607  009.18879986
111  48.68260103  009.18822969
112  48.68273330  009.18792149  48.68278304  009.18783245
111  48.68287122  009.18776567
111  48.68346811  009.18750199
112  48.68382308  009.18744891  48.68395761  009.18752767
111  48.68406613  009.18772801
111  48.68429336  009.18816293
111  48.68433179  009.18830676
111  48.68445841  009.18853792
111  48.68455337  009.18866121
112  48.68505756  009.18963723  48.68511635  009.18976051
111  48.68512652  009.18983585
113  48.68526856  009.19062968
110 1 0.25 74.0000 lib/airport/pavement/asphalt_2L.pol
111  48.68643197  009.19092217
111  48.68631970  009.19087992
111  48.68626499  009.19085723
111  48.68623887  009.19100038
112  48.68612696  009.19084216  48.68608592  009.19081014
111  48.68597152  009.19076305
111  48.68595286  009.19114353
111  48.68566731  009.19110498
112  48.68554897  009.19102776  48.68548707  009.19095054
111  48.68546522  009.19083196
111  48.68541606  009.19056998
111  48.68526859  009.19062789
111  48.68532685  009.19091745
112  48.68544701  009.19118771  48.68553622  009.19129526
112  48.68562908  009.19132283  48.68566731  009.19133387
111  48.68652119  009.19145245
111  48.68656572  009.19148905
111  48.68656894  009.19135253
111  48.68648718  009.19134929
113  48.68647274  009.19107784
110 1 0.25 74.0000 lib/airport/pavement/asphalt_2L.pol
111  48.68788487  009.19027237
111  48.68793088  009.19051159
111  48.68810000  009.19045696
111  48.68816964  009.19078095
111  48.68825793  009.19073763
111  48.68828435  009.19091295
111  48.68833576  009.19101314
111  48.68872119  009.19132379
111  48.68875397  009.19121248
111  48.68879467  009.19120221
111  48.68885456  009.19151641
111  48.68915673  009.19138428
111  48.69008497  009.19099359
111  48.69071892  009.19442068
111  48.69200635  009.19383853
111  48.69169002  009.19272687
111  48.69103602  009.19303299
111  48.69080457  009.19177787
112  48.69080028  009.19167745  48.69080186  009.19161085
112  48.69071129  009.19134110  48.69059863  009.19122480
111  48.69046023  009.19139254
111  48.69039853  009.19126034
112  48.69040004  009.19106431  48.69041960  009.19095263
111  48.69048457  009.19095008
111  48.69076899  009.19085680
111  48.69072670  009.19064371
111  48.69019244  009.18781795
111  48.69013564  009.18754332
111  48.68963560  009.18774565
111  48.68930610  009.18789185
111  48.68803506  009.18858897
111  48.68671589  009.18920137
112  48.68656542  009.18936336  48.68652438  009.18948768
111  48.68657039  009.18970618
113  48.68677185  009.19077023
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68973946  009.19443148
111  48.68934725  009.19459908
111  48.68977739  009.19684059
111  48.68981979  009.19682402
111  48.69016230  009.19858212
111  48.69008035  009.19862113
111  48.69012207  009.19881458
111  48.69015409  009.19879969
111  48.69017467  009.19890243
111  48.69021725  009.19888466
111  48.69032936  009.19948938
111  48.69090972  009.19922833
111  48.69242600  009.20720695
112  48.69244754  009.20748353  48.69244831  009.20768371
111  48.69240745  009.21087044
111  48.69092566  009.21151364
111  48.69181757  009.21620962
111  48.69246925  009.21593644
112  48.69262808  009.21608646  48.69263562  009.21632199
111  48.69263743  009.21639218
111  48.69264764  009.21639051
111  48.69262361  009.21537569
111  48.69261920  009.21431444
111  48.69253549  009.21253900
111  48.69250939  009.20977200
111  48.69255006  009.20729460
111  48.69263034  009.20545578
111  48.69274323  009.20389224
111  48.69294321  009.20210882
111  48.69297223  009.20122932
111  48.69304374  009.20038671
111  48.69302678  009.20022885
111  48.69287937  009.19934628
111  48.69274910  009.19852437
111  48.69334794  009.19820456
111  48.69288316  009.19709241
111  48.69230339  009.19398892
111  48.69200635  009.19383853
111  48.69071892  009.19442068
111  48.69008497  009.19099359
113  48.68915673  009.19138428
111  48.69268371  009.20345297
111  48.69265974  009.20364118
111  48.69235021  009.20378317
113  48.69232188  009.20360156
111  48.69275454  009.20253362
111  48.69282332  009.20250136
113  48.69279384  009.20271721
111  48.69285444  009.20090365
111  48.69291994  009.20086148
113  48.69288719  009.20105747
111  48.69286262  009.20015689
111  48.69292158  009.20016434
112  48.69296743  009.20033056  48.69297890  009.20038514
113  48.69294942  009.20062083
111  48.69263990  009.19884201
111  48.69265300  009.19890900
111  48.69273161  009.19893877
111  48.69273980  009.19902312
112  48.69269558  009.19906777  48.69266447  009.19907026
111  48.69263335  009.19898839
113  48.69260224  009.19883953
111  48.69199794  009.19900079
111  48.69233202  009.19886434
111  48.69252690  009.19888667
112  48.69253837  009.19894869  48.69254000  009.19897846
111  48.69252527  009.19899335
112  48.69233202  009.19896110  48.69229927  009.19895613
112  48.69197665  009.19906777  48.69194226  009.19905289
113  48.69193570  009.19899583
112  48.69229763  009.19916205  48.69234512  009.19914716
111  48.69248596  009.19921415
111  48.69249251  009.19925880
111  48.69235495  009.19920919
111  48.69199957  009.19932579
113  48.69199630  009.19928361
111  48.69258095  009.19925136
111  48.69266938  009.19929354
111  48.69266774  009.19937044
113  48.69255802  009.19934067
111  48.69184236  009.19839049
111  48.69195044  009.19834583
111  48.69193898  009.19812752
111  48.69252854  009.19786950
112  48.69258750  009.19818954  48.69259077  009.19823668
112  48.69249415  009.19838801  48.69242045  009.19845747
112  48.69201431  009.19861129  48.69191114  009.19860633
113  48.69184400  009.19852942
111  48.69229435  009.19534642
111  48.69233202  009.19533154
112  48.69268903  009.19714756  48.69271032  009.19727160
111  48.69284133  009.19760404
113  48.69274799  009.19767351
111  48.69210370  009.19423117
111  48.69222599  009.19488134
113  48.69218043  009.19492130
110 1 0.25 74.0000 lib/airport/pavement/asphalt_1D.pol
111  48.68673500  009.19160681
111  48.68662388  009.19102272
111  48.68773161  009.19053647
111  48.68785775  009.19122264
111  48.68798481  009.19117169
111  48.68801844  009.19136275
111  48.68841271  009.19118868
111  48.68852352  009.19178551
111  48.68885300  009.19164985
111  48.68882920  009.19152694
111  48.68885456  009.19151647
111  48.68879467  009.19120228
111  48.68875397  009.19121255
111  48.68872119  009.19132386
112  48.68834926  009.19102076  48.68829274  009.19097624
111  48.68825793  009.19073769
111  48.68816964  009.19078102
111  48.68810000  009.19045703
111  48.68793088  009.19051165
111  48.68788487  009.19027243
111  48.68643197  009.19092224
111  48.68647274  009.19107790
111  48.68648718  009.19134936
111  48.68656894  009.19135260
111  48.68656572  009.19148912
113  48.68662335  009.19165468
110 2 0.25 161.0000 lib/airport/pavement/concrete_1D.pol
111  48.69240310  009.21890152
111  48.69238950  009.21894810
112  48.69233110  009.21900868  48.69228202  009.21903484
111  48.69216946  009.21908278
112  48.69210933  009.21906117  48.69209116  009.21904490
111  48.69206307  009.21901590
111  48.69215595  009.21950388
112  48.69215994  009.21936299  48.69217895  009.21932544
112  48.69220456  009.21926316  48.69223348  009.21924313
111  48.69238825  009.21918524
111  48.69249694  009.21927764
111  48.69246972  009.21915048
114  48.69242715  009.21896502  48.69240820  009.21891118
110 1 0.25 74.0000 lib/airport/pavement/asphalt_2L.pol
111  48.69217254  009.21807099
112  48.69222712  009.21827583  48.69224620  009.21833090
112  48.69227802  009.21846859  48.69228892  009.21853606
112  48.69236345  009.21880042  48.69239163  009.21888166
111  48.69242071  009.21895325
112  48.69247343  009.21916529  48.69250433  009.21932639
111  48.69304573  009.22218410
111  48.69337357  009.22204115
111  48.69310196  009.21931069
111  48.69289343  009.21939605
111  48.69261640  009.21856403
111  48.69243252  009.21858419
111  48.69235100  009.21814460
111  48.69232341  009.21815461
113  48.69229975  009.21801671
110 1 0.25 74.0000 lib/airport/pavement/asphalt_2D.pol
111  48.68063583  009.20020486
112  48.68064824  009.20010707  48.68066252  009.20004408
111  48.68070039  009.20003280
112  48.68089532  009.19995194  48.68100519  009.19990869
111  48.68104058  009.20006853
111  48.68114673  009.20065334
111  48.68137580  009.20056872
111  48.68129883  009.20017101
112  48.68120633  009.20021144  48.68114363  009.20023682
111  48.68112190  009.20015221
112  48.68108563  009.19996485  48.68107023  009.19987824
111  48.68110359  009.19983462
112  48.68171073  009.19957032  48.68179707  009.19953315
111  48.68179889  009.19958822
111  48.68198158  009.19950149
111  48.68200695  009.19954103
111  48.68208985  009.19950445
112  48.68161656  009.19697740  48.68157929  009.19678331
111  48.68160929  009.19663050
111  48.68171654  009.19598389
111  48.68165771  009.19595121
112  48.68154203  009.19664289  48.68151113  009.19683149
111  48.68155930  009.19704073
111  48.68167545  009.19763694
111  48.68162456  009.19765670
111  48.68167993  009.19795853
111  48.68173306  009.19793651
112  48.68197284  009.19921712  48.68199738  009.19934652
111  48.68194830  009.19935753
111  48.68168836  009.19945802
111  48.68168109  009.19942636
111  48.68191195  009.19931486
111  48.68171290  009.19827966
111  48.68141751  009.19840095
111  48.68161633  009.19948512
112  48.68069622  009.19990313  48.68057982  009.19995859
113  48.68053202  009.19982723
